"Annotation","Exposure_ART","IFN_Memory","Stress","IFN_Ratio","OXPHOS","Glycolysis","Metabolic_Ratio","n"
"CD56dim CD122lo NK","HUU",-0.0686474100982524,-0.113497464810516,0.0448500547122634,-0.156884851210287,-0.100899860800281,-0.0559849904100056,345
"CD56dim CD122lo NK","PostART_Suppressed",0.198278206670656,0.102451855790499,0.0958263508801568,-0.115530972919067,-0.0277392899910739,-0.0877916829279931,791
"CD56dim CD122lo NK","PostART_Unsuppressed",0.0535258309391828,0.265332923763982,-0.211807092824799,-0.142839870214917,0.00650293311415549,-0.149342803329073,418
"CD56dim CD122lo NK","PreART_Entry",-0.0254955562701691,-0.00718301158232403,-0.0183125446878451,-0.115511640615611,0.18090714613968,-0.296418786755292,1455
"CD8+ MAIT cell","HEU",-0.0672360078602305,-0.0336334170032036,-0.0336025908570269,-0.0252056493953205,0.552750983505903,-0.577956632901223,196
"CD8+ MAIT cell","HUU",-0.0644573923059051,-0.0953091522645914,0.0308517599586863,-0.0584387009189263,0.00649129331445,-0.0649299942333764,64
"CD8+ MAIT cell","PostART_Suppressed",0.121526574955702,-0.0479187699436247,0.169445344899327,-0.0523215767744273,-0.00373406048847895,-0.0485875162859484,217
"CD8+ MAIT cell","PostART_Unsuppressed",0.0137973182638991,0.140510378036248,-0.126713059772349,-0.0529246565644697,0.0346527900840651,-0.0875774466485348,102
"CD8+ MAIT cell","PreART_Entry",-0.0257310378073145,-0.0103403495705811,-0.0153906882367334,-0.014045551666712,0.280134545956889,-0.294180097623601,505
"Classical Monocyte","HEU",0.179398843754901,0.0980805902903908,0.0813182534645099,0.163005119088745,0.524853087477315,-0.36184796838857,745
"Classical Monocyte","HUU",-0.0158782605279736,0.109869660461525,-0.125747920989498,0.296269404400239,0.242501778504421,0.0537676258958184,177
"Classical Monocyte","PostART_Suppressed",0.153124729916993,0.213943275080648,-0.0608185451636553,0.0860278140679393,0.271286990224956,-0.185259176157016,450
"Classical Monocyte","PostART_Unsuppressed",0.0763611690994737,0.341305371052008,-0.264944201952535,0.104717909678841,0.352183785877968,-0.247465876199126,492
"Classical Monocyte","PreART_Entry",0.0246295269912021,0.221543213133517,-0.196913686142315,0.237190588050794,0.345133911252708,-0.107943323201914,1180
"Cytotoxic gd T cell","HEU",-0.117803187510664,-0.0509521007844219,-0.0668510867262421,-0.143769947151266,0.598926961468787,-0.742696908620053,110
"Cytotoxic gd T cell","HUU",0.00117823167498461,-0.0569821053933018,0.0581603370682864,-0.0682421439919843,-0.0687421341078581,0.000499990115873852,34
"Cytotoxic gd T cell","PostART_Suppressed",0.0638456574631358,0.0718929973407697,-0.00804733987763383,-0.119607910084898,0.0511910898981389,-0.170798999983037,839
"Cytotoxic gd T cell","PostART_Unsuppressed",0.0829775993614871,0.348422847192856,-0.265445247831369,-0.134895960382605,0.0403563450398142,-0.17525230542242,1648
"Cytotoxic gd T cell","PreART_Entry",-0.00656462809816923,0.0282287751567931,-0.0347934032549623,-0.0970517750658603,0.223626297770076,-0.320678072835936,358
"Follicular B cell","HEU",-0.0208032830469461,-0.139142386518729,0.118339103471783,-0.122206741231696,0.573835934905785,-0.696042676137481,506
"Follicular B cell","HUU",-0.0672074135549473,-0.158685382759544,0.0914779692045964,-0.167423812141325,-0.0323875210536965,-0.135036291087628,563
"Follicular B cell","PostART_Suppressed",-0.0410904290596731,-0.0824201654775227,0.0413297364178496,-0.085488509737776,-0.0913560516695226,0.00586754193174653,1911
"Follicular B cell","PostART_Unsuppressed",-0.0614522468150997,-0.0123528062881749,-0.0490994405269247,-0.0848080152574729,-0.0851773683969293,0.000369353139456387,1620
"Follicular B cell","PreART_Entry",0.0277974511667806,-0.0582676760274888,0.0860651271942694,-0.0956407684937345,0.211427218533757,-0.307067987027492,3015
"Intermediate Monocyte","HEU",-0.0246374861001706,-0.00648079896336115,-0.0181566871368095,0.0401763198345192,0.778149716162126,-0.737973396327607,22
"Intermediate Monocyte","HUU",0.112495393207596,0.0404142172029696,0.0720811760046267,0.203240566575283,0.240207303459994,-0.0369667368847111,8
"Intermediate Monocyte","PostART_Suppressed",0.0266133385187963,0.0149117780232179,0.0117015604955785,0.145165276639834,0.322298521192332,-0.177133244552497,108
"Intermediate Monocyte","PostART_Unsuppressed",0.0929694773344495,0.036010518464007,0.0569589588704425,0.164182595942782,0.392588278255679,-0.228405682312897,588
"Intermediate Monocyte","PreART_Entry",-0.038323575004183,0.184559755864187,-0.22288333086837,0.142502764984089,0.664456794922202,-0.521954029938113,26
"ISG+ CD4 T cell","HEU",-0.0799424639439468,1.47204692024618,-1.55198938419012,-0.110238110345282,0.203953192691216,-0.314191303036498,107
"ISG+ CD4 T cell","HUU",-0.238363235580927,-0.133899067199077,-0.104464168381851,0.0379245671123276,-0.177308447199665,0.215233014311992,3
"ISG+ CD4 T cell","PostART_Suppressed",0.184614007559981,0.301112855412111,-0.11649884785213,-0.0747942434845547,-0.101930865933017,0.027136622448462,1234
"ISG+ CD4 T cell","PostART_Unsuppressed",-0.0252796282651557,0.970865718317695,-0.99614534658285,-0.124401739231673,-0.0984139082947419,-0.0259878309369308,686
"ISG+ CD4 T cell","PreART_Entry",0.0329517183885277,0.576862564956267,-0.54391084656774,-0.0989066844500148,0.149281606186062,-0.248188290636077,411
"Naive 1 CD4","HEU",-0.0963251907346696,-0.0873003207742298,-0.00902486996043986,-0.0919084307849975,0.698719246598268,-0.790627677383265,3422
"Naive 1 CD4","HUU",-0.104444470018575,-0.12426429428809,0.0198198242695145,-0.12551549934263,-0.00751302783554916,-0.118002471507081,1248
"Naive 1 CD4","PostART_Suppressed",0.0324282773286257,-0.0513096603556631,0.0837379376842887,-0.0897711421559504,-0.124090422711719,0.0343192805557689,1897
"Naive 1 CD4","PostART_Unsuppressed",-0.00574701193440442,0.118690092296426,-0.12443710423083,-0.103707251534697,-0.0546477423795465,-0.0490595091551504,1442
"Naive 1 CD4","PreART_Entry",-0.0518672664400499,-0.0816002411363519,0.029732974696302,-0.0797903613377259,0.543969984299032,-0.623760345636758,9575
"Naive 1 CD8","HEU",-0.116294798248888,-0.0893811197934952,-0.0269136784553928,-0.083432516110123,0.7736555453114,-0.857088061421523,1048
"Naive 1 CD8","HUU",-0.105161306362895,-0.169938915696137,0.0647776093332424,-0.162155887774194,-0.0817429708708671,-0.080412916903327,422
"Naive 1 CD8","PostART_Suppressed",0.0757548800667636,-0.0467932317760602,0.122548111842824,-0.0916438719953054,-0.124896049666146,0.0332521776708401,1410
"Naive 1 CD8","PostART_Unsuppressed",-0.0689250998236988,0.12846988465763,-0.197394984481329,-0.128924778598535,-0.0975659726700104,-0.0313588059285244,889
"Naive 1 CD8","PreART_Entry",-0.0687928811781354,-0.0783625247748906,0.0095696435967552,-0.0888149721072083,0.406003036990276,-0.494818009097484,2957
"Naive 2 CD4","HEU",-0.0803055539712463,-0.038458640091039,-0.0418469138802073,-0.110951089825744,0.623168125101798,-0.734119214927542,608
"Naive 2 CD4","HUU",-0.103484998930822,-0.11605799630145,0.0125729973706281,-0.123763344154669,-0.053949686035698,-0.0698136581189713,1043
"Naive 2 CD4","PostART_Suppressed",0.0200627640595261,-0.0176655658225289,0.037728329882055,-0.0962401922083007,-0.0998421461069882,0.00360195389868753,2780
"Naive 2 CD4","PostART_Unsuppressed",-0.00361195172413825,0.236089007745462,-0.239700959469601,-0.131774044936815,-0.0730962569076035,-0.058677788029211,1346
"Naive 2 CD4","PreART_Entry",-0.0506140552747761,-0.0607435337218259,0.0101294784470498,-0.0888079755300648,0.361724041478573,-0.450532017008637,5781
"Naive 2 CD8","HEU",-0.104787228956448,-0.0649315738917651,-0.0398556550646824,-0.090083149307139,0.642262232596292,-0.732345381903431,575
"Naive 2 CD8","HUU",-0.111529529961511,-0.146121847643896,0.0345923176823842,-0.161943317008618,-0.0992880064452784,-0.0626553105633398,656
"Naive 2 CD8","PostART_Suppressed",0.0349584865289298,-0.0192641969878332,0.054222683516763,-0.101214630390446,-0.122008355480883,0.0207937250904366,1112
"Naive 2 CD8","PostART_Unsuppressed",-0.0430401319569576,0.252534779153469,-0.295574911110426,-0.128675528740886,-0.1002240013746,-0.0284515273662861,716
"Naive 2 CD8","PreART_Entry",-0.0657534234813093,-0.0841306126808043,0.018377189199495,-0.0864882056048529,0.36533796937305,-0.451826174977903,2765
"Naive 3 CD4","HEU",-0.0955330324697167,-0.074151278878815,-0.0213817535909016,-0.0970823303201598,0.647126900388991,-0.744209230709151,1010
"Naive 3 CD4","HUU",-0.0972993365778167,-0.127403541324699,0.0301042047468819,-0.121621753632459,-0.0171727118900995,-0.104449041742359,627
"Naive 3 CD4","PostART_Suppressed",0.0403088158362131,-0.0246033547521183,0.0649121705883314,-0.110813910175499,-0.123129102075487,0.0123151918999881,1358
"Naive 3 CD4","PostART_Unsuppressed",-0.0182780174207697,0.205594395202436,-0.223872412623205,-0.131380950838163,-0.0895331602973597,-0.0418477905408035,1232
"Naive 3 CD4","PreART_Entry",-0.0543883830312485,-0.0581652635614431,0.00377688053019454,-0.0899282653787291,0.44641285020199,-0.536341115580719,3563
"Naive Intermediate CD8","HEU",-0.114704604857936,-0.0906054945074397,-0.0240991103504966,-0.0823963033037804,0.710974807685125,-0.793371110988905,1813
"Naive Intermediate CD8","HUU",-0.1021748130167,-0.171446473653771,0.0692716606370708,-0.170114776727039,-0.0974053368962753,-0.0727094398307637,343
"Naive Intermediate CD8","PostART_Suppressed",-0.033628072720426,-0.0825204351890656,0.0488923624686396,-0.0746309953832389,-0.157935920501826,0.0833049251185869,185
"Naive Intermediate CD8","PostART_Unsuppressed",-0.0731588452379247,0.310096453450344,-0.383255298688269,-0.157728958066134,-0.0329588982946781,-0.124770059771456,19
"Naive Intermediate CD8","PreART_Entry",-0.0508931931036755,-0.0890149712636781,0.0381217781600026,-0.069061055428081,0.638648986495889,-0.70771004192397,1823
"Non-classical Monocyte","HEU",0.433396811201533,0.11708757237304,0.316309238828494,0.206810528201192,0.362776058404029,-0.155965530202837,293
"Non-classical Monocyte","HUU",0.143255661018156,0.067267255740272,0.0759884052778838,0.263993135838947,0.10990234211359,0.154090793725357,82
"Non-classical Monocyte","PostART_Suppressed",0.4057964790578,0.121094891062642,0.284701587995158,0.249941927732175,0.17635945441165,0.0735824733205246,553
"Non-classical Monocyte","PostART_Unsuppressed",0.374121531246803,0.27847394306858,0.0956475881782224,0.241332604981598,0.167959570806332,0.0733730341752665,593
"Non-classical Monocyte","PreART_Entry",0.17674389231131,0.281451909782212,-0.104708017470902,0.277564508004263,0.2107536241807,0.0668108838235628,520
"pDC","HEU",0.00708478464479669,0.0304366212464139,-0.0233518366016172,0.207815096506289,0.161578466020746,0.0462366304855433,53
"pDC","HUU",-0.0976404155414265,0.0902315884512714,-0.187872003992698,0.149382413826596,0.03133678975926,0.118045624067336,11
"pDC","PostART_Suppressed",0.067917048500133,0.133042648996001,-0.0651256004958679,0.0841479176698445,-0.0226893022854194,0.106837219955264,75
"pDC","PostART_Unsuppressed",0.0169170293455302,0.180679110966224,-0.163762081620694,0.110520316772758,-0.0695045194773343,0.180024836250092,65
"pDC","PreART_Entry",-0.117567548256917,0.0684200874653123,-0.185987635722229,0.179591835072573,0.217541647118226,-0.0379498120456539,75
"Resting Naive B cell","HEU",-0.0211623157457813,-0.160133884810738,0.138971569064957,-0.108497050449987,0.5402622102835,-0.648759260733487,124
"Resting Naive B cell","HUU",-0.0690982900804315,-0.162451224267296,0.0933529341868642,-0.167892149848383,-0.0849519307798236,-0.0829402190685589,286
"Resting Naive B cell","PostART_Suppressed",-0.042139924416189,-0.0619734460396114,0.0198335216234224,-0.100067971506867,-0.135521449542622,0.0354534780357557,1273
"Resting Naive B cell","PostART_Unsuppressed",-0.0837850335228161,-0.000106113793845974,-0.0836789197289702,-0.102795196644004,-0.147807803797546,0.0450126071535426,619
"Resting Naive B cell","PreART_Entry",0.0279506849300045,-0.0573995071715272,0.0853501921015317,-0.102742624482559,0.162096571616988,-0.264839196099547,1665
"TEMRA/CTL CD8","HEU",-0.0886149695787879,0.082536019341434,-0.171150988920222,-0.0757026322512411,0.476378352257869,-0.55208098450911,66
"TEMRA/CTL CD8","HUU",-0.10246671197848,-0.170745585481767,0.0682788735032867,-0.117280223563512,-0.106467718007435,-0.0108125055560771,27
"TEMRA/CTL CD8","PostART_Suppressed",0.205360086973404,0.0558266242710535,0.14953346270235,-0.112009724388915,0.0228730719522826,-0.134882796341197,2871
"TEMRA/CTL CD8","PostART_Unsuppressed",0.0621386778006011,0.276644868771715,-0.214506190971114,-0.141115493384392,0.00870665245719506,-0.149822145841587,2430
"TEMRA/CTL CD8","PreART_Entry",-0.00115795043689772,0.0356388674463713,-0.036796817883269,-0.0799290231412878,0.0905795720988791,-0.170508595240167,1881
"Tex CD8","HEU",-0.124638901300006,-0.085375666474035,-0.0392632348259714,-0.0225188542747032,0.585893054596487,-0.60841190887119,56
"Tex CD8","HUU",-0.100828327963042,-0.202493866881013,0.101665538917971,-0.144665456141685,0.0946280548062593,-0.239293510947945,12
"Tex CD8","PostART_Suppressed",0.0592204510132288,0.0308854415406842,0.0283350094725446,-0.0820714195469339,0.0485489017334364,-0.13062032128037,170
"Tex CD8","PostART_Unsuppressed",0.0367893423756224,0.139973516266806,-0.103184173891183,-0.0608135279291033,0.0242198473633749,-0.0850333752924782,407
"Tex CD8","PreART_Entry",0.0466356146747658,0.0416864343181711,0.00494918035659463,0.0226410819382158,0.151298180232185,-0.128657098293969,429
"Th2/Th17 EM CD4","HEU",-0.0544070545791275,-0.0319252342039072,-0.0224818203752203,-0.0415513141446341,0.557282719068035,-0.598834033212669,664
"Th2/Th17 EM CD4","HUU",-0.0665805997428786,-0.0796409474248714,0.0130603476819928,-0.0630408557732326,0.0115965790213989,-0.0746374347946315,286
"Th2/Th17 EM CD4","PostART_Suppressed",0.12491974025433,0.039634097148225,0.0852856431061053,-0.01785709838132,0.0304853240589457,-0.0483424224402657,1174
"Th2/Th17 EM CD4","PostART_Unsuppressed",0.0705596067142068,0.278609431034508,-0.208049824320302,0.00219192340102468,0.0606809374678451,-0.0584890140668204,756
"Th2/Th17 EM CD4","PreART_Entry",-0.00935689915659464,-0.00408693294906952,-0.00526996620752512,-0.0247003925563581,0.358835025388957,-0.383535417945315,1570
"TNF+ B cell","PostART_Suppressed",-0.0691690603147182,1.13718970614471,-1.20635876645943,-0.263139502411632,-0.0764647276873006,-0.186674774724332,72
"TNF+ B cell","PostART_Unsuppressed",-0.130139231414233,0.583783856322805,-0.713923087737038,-0.167062139259481,-0.150698853378551,-0.0163632858809303,57
"TNF+ B cell","PreART_Entry",0.156355990543304,0.851283714087093,-0.694927723543789,-0.297742097964742,-0.0422119862790342,-0.255530111685708,10
"Transitional B cell","HEU",-0.0230060536171832,-0.151223823977703,0.12821777036052,-0.0656814095894104,0.706428352892007,-0.772109762481417,231
"Transitional B cell","HUU",-0.0653828838840052,-0.164968633707097,0.0995857498230916,-0.10131169004697,-0.0330149564380493,-0.068296733608921,234
"Transitional B cell","PostART_Suppressed",0.0245267810977412,-0.0538453898944645,0.0783721709922057,-0.0652213092304308,-0.0460541575472715,-0.0191671516831593,684
"Transitional B cell","PostART_Unsuppressed",-0.0500718152233459,0.0254185856830847,-0.0754904009064306,-0.0671877145209333,-0.0744194008193741,0.00723168629844085,548
"Transitional B cell","PreART_Entry",0.0691364386522583,0.00584387208673157,0.0632925665655267,-0.0389644667518875,0.34738603276621,-0.386350499518097,1895
"Transitional Memory CD4","HEU",-0.0879669414231568,-0.0501082096867255,-0.0378587317364313,-0.0812083084112286,0.583215981158068,-0.664424289569297,1111
"Transitional Memory CD4","HUU",-0.091542425293054,-0.118296243652292,0.0267538183592376,-0.125798263457699,-0.0306234430228023,-0.0951748204348962,444
"Transitional Memory CD4","PostART_Suppressed",0.0913908984540654,-0.0545038405417714,0.145894738995837,-0.0803979871596197,-0.111981427158607,0.0315834399989876,410
"Transitional Memory CD4","PostART_Unsuppressed",0.0145539287143776,0.22498747080665,-0.210433542092273,-0.0726823094405387,-0.0144722653955594,-0.0582100440449793,155
"Transitional Memory CD4","PreART_Entry",-0.0187482348431166,-0.0447292031099271,0.0259809682668105,-0.0671466002428331,0.51686642583067,-0.584013026073503,3224
"Treg","HEU",-0.0163034143609663,0.0565793327318073,-0.0728827470927736,-0.0265020529685273,0.424214778448144,-0.450716831416672,307
"Treg","HUU",-0.0835838992136297,-0.0207721275130859,-0.0628117717005438,-0.0528180728358511,-0.00544830002890774,-0.0473697728069433,201
"Treg","PostART_Suppressed",0.130035195180661,0.00967849248355493,0.120356702697106,-0.0583724989372819,-0.0923140772396849,0.033941578302403,331
"Treg","PostART_Unsuppressed",0.0498403412404686,0.219811263469959,-0.16997092222949,-0.0966714990313709,-0.0564956450206411,-0.0401758540107298,228
"Treg","PreART_Entry",0.0201636428555475,0.0458181609693909,-0.0256545181138435,-0.0192000547219417,0.343810177475796,-0.363010232197738,949
"Tscm CD8","HEU",-0.105644489329893,-0.0802914679077834,-0.0253530214221094,-0.0657863302150546,0.778969958102748,-0.844756288317803,187
"Tscm CD8","HUU",-0.149235799971209,-0.12801827016366,-0.0212175298075496,-0.121724876972315,-0.00714651213048546,-0.11457836484183,6
"Tscm CD8","PostART_Suppressed",-0.0390154757058746,-0.14714618796203,0.108130712256156,-0.0955619741969809,-0.0862229762243946,-0.00933899797258628,6
"Tscm CD8","PostART_Unsuppressed",-0.0798856635059065,-0.0172058088193098,-0.0626798546865966,-0.118854557183377,-0.0574584842594587,-0.0613960729239181,36
"Tscm CD8","PreART_Entry",-0.0894265233601348,-0.119877645941292,0.0304511225811576,-0.0751253713663396,0.767814849002507,-0.842940220368847,312
"Vd1 gd T cell","HEU",-0.117463464287334,-0.0436637644426432,-0.0737996998446909,-0.0701440474872606,0.519395118435799,-0.589539165923059,435
"Vd1 gd T cell","HUU",-0.139350218670031,-0.156227793068563,0.016877574398532,-0.135197263100254,-0.115351059674909,-0.019846203425345,133
"Vd1 gd T cell","PostART_Suppressed",0.0564865257814538,-0.0416176528086149,0.0981041785900688,-0.0776843696872598,-0.0309881630802674,-0.0466962066069923,992
"Vd1 gd T cell","PostART_Unsuppressed",-0.014821263149655,0.0939135070911155,-0.10873477024077,-0.104489166302747,-0.0115498037558223,-0.0929393625469248,522
"Vd1 gd T cell","PreART_Entry",-0.0599265740958234,-0.0413584275427239,-0.0185681465530996,-0.0816867476603972,0.29126029616969,-0.372947043830087,752
"Vg9Vd2 gd T cell","HEU",-0.0250682840984821,0.0199848438286733,-0.0450531279271554,-0.0547302697171438,0.461252385690374,-0.515982655407518,119
"Vg9Vd2 gd T cell","HUU",-0.0796541951090658,-0.102672939199112,0.0230187440900466,-0.14242571275073,0.0414686867303353,-0.183894399481065,48
"Vg9Vd2 gd T cell","PostART_Suppressed",0.0554566476610587,0.0138456191451084,0.0416110285159503,-0.0924997057340176,0.0976971874967908,-0.190196893230808,718
"Vg9Vd2 gd T cell","PostART_Unsuppressed",0.0667484710358364,0.257020161684023,-0.190271690648187,-0.132534011208271,0.0869646654446166,-0.219498676652887,393
"Vg9Vd2 gd T cell","PreART_Entry",-0.035022647290235,0.0787098038044251,-0.11373245109466,-0.0955364429207383,0.199388763987527,-0.294925206908266,671
