"Annotation","Condition","MS_IFN_Memory","MS_Stress_IFN_Acute","MS_IFN_Signalling","MS_IFN_Negative_Reg","MS_Exhaustion","MS_Stemness_Naive","MS_Cytotoxicity","MS_Inflammatory_Chemokines","MS_Terminal_Differentiation","MS_Activation","MS_Inflammatory_Cytokines","MS_Glycolysis_Hypoxia","MS_OXPHOS","MS_Fatty_Acid_Oxidation","MS_Proliferation","MS_Apoptosis_Survival","MS_Senescence","MS_Tissue_Residency","PS_Exhaustion_Protein","PS_Activation_Protein","PS_Stemness_Protein","PS_Tissue_Residency_Protein","PS_Senescence_Protein","PS_Terminal_Diff_Protein","IFN_Ratio","Metabolic_Ratio","n_cells"
"CD56dim CD122hi NK","HEU",-0.0822388368730183,-0.0677317757401764,-0.251265571310631,-0.229104489417884,0.119050573179845,-0.774149810866781,1.53944679851392,0.870425827207421,0.215221773055045,-0.336170522585929,-0.0240800255417876,0.540695051671794,-0.121604322191814,0.0381673896568216,-0.00239304985409508,-0.0571292741214198,-0.0627908017999694,0.00750034637687302,0.29640323094708,1.67463458011946,0.274569363590521,1.37465454032703,0.563382243979501,0.145379403606176,-0.0145070611328419,-0.662299373863608,1777
"CD56dim CD122hi NK","HUU",-0.0726627979012155,-0.122520816811205,-0.201272729881168,-0.304295120585471,0.193714458958008,-0.713488636188147,1.53281470119302,0.709826879067934,0.379601270341902,-0.388601363965805,-0.0407220640103506,-0.0730006892630723,-0.172290029176024,0.0432820494863595,-0.00799754744337016,-0.0724813230708236,-0.0832965493861019,-0.041332912708318,0.0157049358397839,0.346256044118217,0.277642538970442,0.0900093610161477,0.0633801152647001,0.00273975538815016,0.04985801890999,-0.0992893399129518,530
"CD56dim CD122int NK","HEI",0.0478945961338565,0.0164165106984424,-0.0721475671960469,-0.239466427352304,0.188584060527792,-0.780158913293573,2.16360687599314,0.668195466587865,0.495755338987025,-0.212940986315972,-0.0159856659102445,0.165780794126625,-0.114134058639947,0.00863650367555685,-0.00421300267419827,-0.0766885512432393,-0.0962927731346801,0.0286101124618409,0.0470783461472218,0.478423277488896,0.514357060085977,0.171662040582634,0.61721163716188,0.084980771861345,0.0314780854354141,-0.279914852766571,2203
"CD56dim CD122int NK","HEU",-0.117086243580763,-0.0905718852640145,-0.251798188396054,-0.245999181146408,0.102084532319144,-0.815275938273109,1.87045646286554,0.814265993447567,0.275425334706426,-0.372752864177158,-0.0269887290828431,0.512539354485122,-0.134473611937038,0.0428648563592072,-0.00774779415934185,-0.0816765426693946,-0.0824419331666679,0.000844402995658533,0.207774031329529,1.35035294618549,0.0735117791024132,0.908723028913478,0.430907140443331,0.298459198503982,-0.0265143583167483,-0.64701296642216,284
"CD56dim CD122int NK","HUU",-0.0707203337270604,-0.125036838503187,-0.134072074489525,-0.304928541117891,0.161058074885177,-0.744578557050712,1.70278827417944,0.757947206780141,0.366401010473612,-0.364601057750696,-0.0460861128195215,-0.0915943993488325,-0.191778018365542,0.0181215013682413,0.0123358413121167,-0.0730324859883682,-0.102355607716217,0.0299740587305871,0.00834262958029522,0.237243025918841,0.165156777107554,0.116391399309637,0.0716348738986933,0.00830137821096607,0.054316504776127,-0.10018361901671,150
"CD56dim CD122lo NK","HEI",0.0533467809444335,0.0681296164457011,-0.0423379148291209,-0.193212012696147,0.185824939555304,-0.724375925525066,1.99111043253985,0.661594779120891,0.449260619775048,-0.229048993271355,-0.0127654499069943,0.0915902197042089,-0.119805368777977,0.0101245706468904,-0.000719393413662519,-0.0636589621199364,-0.0938756152688073,0.0334922149327082,0.0189259018735602,0.19684170427415,0.34217438618674,0.0680792447895378,0.365903757892313,0.0145910497303751,-0.0147828355012675,-0.211395588482186,2664
"CD56dim CD122lo NK","HEU",-0.088746780013187,0.00233966766999705,-0.294217477209916,-0.247304353407559,0.095288858064657,-0.757313477728555,1.66090306094724,1.03560763189339,0.222421727931684,-0.322679889110901,0.000969504173252397,0.489777620574362,-0.099905455115646,0.0429028497013658,0.0061366149161695,-0.0619067194497245,-0.0895952548532508,0.0182483395821028,0.116080452142191,0.594376598082792,0.0988815398620067,0.540359892789934,0.277255095918127,0.102598060912145,-0.0910864476831841,-0.589683075690009,139
"CD56dim CD122lo NK","HUU",-0.0686474100982524,-0.113497464810516,-0.156490094157716,-0.285582313743963,0.156855331275666,-0.733442282955675,1.55241688474374,0.689121867085493,0.386694390211271,-0.405030687327011,-0.0396184034854413,-0.100899860800281,-0.156884851210287,0.0119232786570794,-0.00441765968657624,-0.0692525978110424,-0.0955102108200268,0.0140254343271441,0.00330701113204103,0.11166203451335,0.0912428072947805,0.04994811773315,0.0455546474788817,0.00492314188224602,0.0448500547122634,-0.0559849904100056,345
"CD8+ MAIT cell","HEI",0.0179422562325379,-0.00156333865438439,-0.298231197913209,0.0822531623301197,-0.0485691276157902,-0.0501444405996242,-0.45133365294017,-0.189758211577128,-0.212566584972563,-0.364964542830332,-0.0221595096935323,0.174990581517966,-0.0289382290307236,-0.00111661707697897,-0.00515716299163194,-0.114468903316722,-0.0628680497686581,0.0159467814885476,0.0244750577624213,0.269631593347784,3.33549735839002,2.22675650144316,0.556147998395721,0.000185156913753629,0.0195055948869223,-0.203928810548689,824
"CD8+ MAIT cell","HEU",-0.0672360078602305,-0.0336334170032036,-0.419111032261459,0.0227387261243283,-0.0693577172853229,0.0583301452689386,-0.627165038929422,-0.219648514961976,-0.292331030577009,-0.404453965103431,-0.0271252151734627,0.552750983505903,-0.0252056493953205,0.0382722851301873,0.00594677410457644,-0.107433468856776,-0.0342529119976426,-0.00185529613668656,0.0571218395734609,0.809110150354265,3.42391055877358,2.4060335936706,1.04294258681441,0,-0.0336025908570269,-0.577956632901223,196
"CD8+ MAIT cell","HUU",-0.0644573923059051,-0.0953091522645914,-0.427475540545239,-0.0367690755141808,-0.0922622636001616,0.0767350053187774,-0.601867315765938,-0.242556128660088,-0.283253417694542,-0.47518738539621,-0.0269309628516764,0.00649129331445,-0.0584387009189263,0.0249742371131585,-0.000209657533037007,-0.171132090332984,-0.0722679213426278,-0.0229092104146481,0.0152757926975499,0.0470880077763389,3.32261441791825,2.44703837173784,0.279602607449764,0,0.0308517599586863,-0.0649299942333764,64
"Classical Monocyte","HEI",0.0638730751692773,0.247699202564293,-0.111905174160555,-0.0891519487164076,-0.0494713420299,-0.696273443014133,-0.612555325422578,0.208795880193717,0.138133273384413,0.126500042109767,0.496498357982042,0.331108192050606,0.17441970866753,0.120435363998838,-0.0509763239080646,0.025114772442392,0.0686787077581894,-0.205506949988358,0.60178679472463,0.725873354305713,0.765653971221181,0.520071735074174,0.0626375679437419,0.000776851545405627,-0.183826127395016,-0.156688483383076,2122
"Classical Monocyte","HEU",0.179398843754901,0.0980805902903908,0.0503675320875119,-0.00336741396731201,-0.108440232517063,-0.786611706566715,-0.72976688134199,0.352692593613187,0.0426428309646035,0.0732042472212869,0.512909816925439,0.524853087477315,0.163005119088745,0.141776002827413,-0.0488403631936222,-0.0464502571946854,-0.00244728437211542,-0.212747586795573,0.893095135587101,1.11927448321781,0.717306403990709,0.931723860472771,0.0382104595500768,0.0178396021797521,0.0813182534645099,-0.36184796838857,745
"Classical Monocyte","HUU",-0.0158782605279736,0.109869660461525,-0.189500074976673,-0.260871080032186,-0.109382526556946,-0.860342361075576,-0.730343854844502,-0.159798824423179,0.0353748816636631,0.0808811202278577,0.344369107795026,0.242501778504421,0.296269404400239,0.101177580428883,-0.0580180853943903,-0.105290595431667,-0.0487585687673693,-0.350830419976051,0.25728137244463,0.227911744829596,0.268204539373057,0.180702433264602,0.0121563514284684,0,-0.125747920989498,0.0537676258958184,177
"Cytotoxic gd T cell","HEI",0.0660679977153452,0.226581714744768,-0.105367791593946,-0.177278957332519,0.227321693985218,-0.685015734815427,1.71657380579467,0.568195424648379,0.465312956692412,-0.163583663936442,-0.0144280876459823,0.0666132849391351,-0.125625347889399,-0.018517844397898,-0.000426461249333577,-0.0723378736224975,-0.0821872139551354,0.0645464680980329,0.0538670454610868,0.191472632404203,0.776498026639648,0.178722433656572,2.02632319982643,0.00681526513604016,-0.160513717029422,-0.192238632828535,2845
"Cytotoxic gd T cell","HEU",-0.117803187510664,-0.0509521007844219,-0.302764265328612,-0.170777788948219,0.0698214015432143,-0.636287020214419,1.01769050676325,0.651991168319422,0.0815776888471557,-0.394065442125128,-0.0340941600368974,0.598926961468787,-0.143769947151266,0.0594468257889654,-0.0147725208171284,-0.105923792333503,-0.0101243163588003,0.0502474423056401,0.270950995889995,1.17303952512689,0.346048854567999,1.23187153687941,2.08572726608734,0.0781994184414617,-0.0668510867262421,-0.742696908620053,110
"Cytotoxic gd T cell","HUU",0.00117823167498461,-0.0569821053933018,-0.234031239538893,-0.246039856615026,0.180671315391603,-0.749023095909064,1.44847500928038,0.817616340506611,0.271905752592733,-0.410578044464808,-0.0449225815529006,-0.0687421341078581,-0.0682421439919843,-0.0107336725335025,-0.0328400802048394,-0.022372302846704,-0.0705521399961273,0.0316236627472981,0.0095234480854081,0.171702335839362,0.310300657807964,0.356634145076885,0.566062194118678,0,0.0581603370682864,0.000499990115873852,34
"Follicular B cell","HEI",-0.0144007232669803,-0.0539556256702212,-0.108606116281947,-0.0619841984357434,-0.114154759003551,-0.206273977788651,-0.762578634827038,-0.350597612372303,-0.213243263321059,0.651311039298644,-0.0255810325874497,0.0496309673595775,-0.0899960959111833,0.0159621957431872,-0.00512667139479429,-0.0805609857865934,0.064849926312178,-0.0922241909358269,0.467586388582634,1.31993980829785,2.35627441117996,0.305565947955366,0.024585285389473,0.000682737837679995,0.0395549024032409,-0.139627063270761,6546
"Follicular B cell","HEU",-0.0208032830469461,-0.139142386518729,-0.0548707009231622,-0.0798733153581212,-0.109060935919072,-0.182020964821544,-0.752771840009002,-0.34849338270597,-0.255059489889917,0.635243366606029,-0.0333829955990038,0.573835934905785,-0.122206741231696,0.0569081952424152,-0.0106137277380634,-0.105321024985066,-0.00415186798711953,-0.0169323952369502,0.76925228112147,1.98264551013071,1.42794761481056,0.440944160431667,0.0224027308739547,0.0230896677040529,0.118339103471783,-0.696042676137481,506
"Follicular B cell","HUU",-0.0672074135549473,-0.158685382759544,-0.198982951548141,-0.141832632940337,-0.121034751353571,0.0726128796633497,-0.727019267120348,-0.337706734859842,-0.228563662933006,0.54321326547463,-0.0494948202191578,-0.0323875210536965,-0.167423812141325,0.0367441308952159,-0.0141646701344798,-0.145464825324239,-0.0376625505011536,-0.189564782160639,0.114343082581455,0.601994160097903,2.39108717106656,0.0770441799777919,0.0192791104744176,0,0.0914779692045964,-0.135036291087628,563
"Intermediate Monocyte","HEI",0.0783156236600797,0.0382038927088816,-0.130776559459019,-0.158896016388036,-0.0196169587143769,-0.82229673898448,-0.676594244561641,0.352659631290596,0.311900006282151,0.145252498208958,0.669049575182904,0.391864299959956,0.160557185846322,0.154488105198124,-0.0586532461840231,0.104824398122516,0.183887700428634,-0.107459993478293,0.36159494402595,0.670320220573198,0.434310426005938,0.725025232719848,0.0731567232852978,0,0.0401117309511981,-0.231307114113635,722
"Intermediate Monocyte","HEU",-0.0246374861001706,-0.00648079896336115,0.0569277134646045,0.0756214735103541,-0.0980558984182341,-0.837351755119913,-0.743198788788663,0.200397929387884,0.0677028123847796,-0.0456737987154434,0.586964998917294,0.778149716162126,0.0401763198345192,0.168673239416758,-0.0425937736005722,0.00354556316245219,0.0305111349153125,-0.125082191235864,0.286889541451017,0.956089316187534,0.730419072024164,0.988654673793771,0.0157780109518957,0,-0.0181566871368095,-0.737973396327607,22
"Intermediate Monocyte","HUU",0.112495393207596,0.0404142172029696,-0.0359643641579607,-0.150339889122783,-0.121375498953502,-0.863786793024099,-0.619898830748201,0.086516207314405,0.00689829014969478,0.207690393644485,0.399511217106307,0.240207303459994,0.203240566575283,0.145874969300239,-0.0575490978656665,-0.13497213781321,-0.0655668626296847,-0.269948409646194,0.0953792066644447,0.291945696416928,1.11281201976667,0.054203580929033,0,0,0.0720811760046267,-0.0369667368847111,8
"ISG+ CD4 T cell","HEI",0.0961025382225673,0.546837263209571,-0.139431943359733,0.250515896458472,-0.065167286214939,0.4624513965624,-0.719372256581516,-0.311302034223913,-0.242995590783606,-0.133862948968636,-0.0170457936983226,-0.0566022692016578,-0.0936449321672347,-0.0696545879928094,-0.00180850010641668,-0.0692341534613164,-0.0929232590968884,-0.0406082615780777,0.0132144742179897,0.426293994007162,3.87872024063756,0.226577164760195,0.0458981066071918,0.00100398612016536,-0.450734724987004,-0.0370426629655769,2331
"ISG+ CD4 T cell","HEU",-0.0799424639439468,1.47204692024618,-0.331560110409918,0.0422802549010175,-0.0561430928251533,0.241494164202922,-0.670153412453303,-0.302932746679881,-0.266027102432142,-0.3785924800241,-0.0283225703454827,0.203953192691216,-0.110238110345282,-0.0412759592766346,-0.00222374303607357,-0.0799153326168692,-0.0850558491405251,-0.143905759667092,0.0522728647162315,1.12506275237106,2.69969870890836,0.412457825538956,0.0209016266654365,0,-1.55198938419012,-0.314191303036498,107
"ISG+ CD4 T cell","HUU",-0.238363235580927,-0.133899067199077,-0.489335460499785,-0.195705858689477,-0.152061243474223,0.00696387954456453,-0.832773552740007,-0.40233753707401,-0.397508610122603,-0.416552665135217,-0.056955027222571,-0.177308447199665,0.0379245671123276,-0.108396483754135,-0.0463612000360011,-0.101619531463562,-0.11897628150704,-0.116101147096587,0,0.0010843007287994,1.56302163844802,0.0305587030465444,0,0,-0.104464168381851,0.215233014311992,3
"Naive 1 CD4","HEI",-0.0343348168871369,-0.0547859394055921,-0.271225215741501,0.216040932144336,-0.0616875409730507,0.482935200837232,-0.696084331735058,-0.339971636880074,-0.2979789566812,-0.38561876985211,-0.0256016887377218,0.378992645444308,-0.0839270886783024,-0.0275901512825697,-0.0016640977569276,-0.138240903631889,-0.113111307971881,-0.167759202365969,0.00857331597593505,0.670736016564312,5.90690148977561,0.154092427470159,0.0296942220690714,0.000328508420018556,0.0204511225184552,-0.46291973412261,12914
"Naive 1 CD4","HEU",-0.0963251907346696,-0.0873003207742298,-0.329090623476336,0.354947531683116,-0.0655628823744088,0.388176215167398,-0.669158540293808,-0.345150573339963,-0.288979745110865,-0.424724497123052,-0.0312179559689101,0.698719246598268,-0.0919084307849975,-0.00285390851620005,-0.00153246948976504,-0.128978728230768,-0.092668434015562,-0.168832582880393,0.0194157375214746,1.47510627455434,5.10596929483953,0.199768967355117,0.0597810503926323,0.000874641341881812,-0.00902486996043986,-0.790627677383265,3422
"Naive 1 CD4","HUU",-0.104444470018575,-0.12426429428809,-0.415280907686903,-0.038752269867385,-0.0626785759745119,0.588978403701964,-0.670701598187509,-0.351674823191873,-0.291185759395303,-0.486295134700198,-0.0408226522951821,-0.00751302783554916,-0.12551549934263,-0.00632339287037039,0.00584566008288338,-0.158536499575186,-0.0818344977523832,-0.276399520954876,0.00289571616523697,0.517265626746526,6.25465671954249,0.116820563831512,0.0187303305407836,0,0.0198198242695145,-0.118002471507081,1248
"Naive 1 CD8","HEI",-0.0300381625747485,-0.0349099534061955,-0.290246404495692,0.0139318705488201,-0.0734917560436878,0.490165151194319,-0.673397089979273,-0.299770616287787,-0.287913057538255,-0.435771570552302,-0.0289398196650692,0.17840780073199,-0.096358040374523,-0.0166481180963796,-0.0040465996220015,-0.128955549871594,-0.128037322366165,-0.109311132377722,0.00842788805786775,0.234486399826413,5.07562185868716,0.331737212471242,0.0291296790326226,5.26414241966494e-05,0.00487179083144702,-0.274765841106513,5256
"Naive 1 CD8","HEU",-0.116294798248888,-0.0893811197934952,-0.457863866239425,-0.063418314608517,-0.0677891006099218,0.301539231618292,-0.632323211559062,-0.335844817014691,-0.295280781376562,-0.459416345210767,-0.0337581010638961,0.7736555453114,-0.083432516110123,0.0333428529252571,-0.0048167790675919,-0.102907624172969,-0.0954644509627336,-0.0918395456453127,0.0186384364557625,0.806497429638519,4.36403609991372,0.433830135850657,0.05724394484644,0,-0.0269136784553928,-0.857088061421523,1048
"Naive 1 CD8","HUU",-0.105161306362895,-0.169938915696137,-0.425226929054085,-0.220444767096014,-0.0671807956750911,0.606350300624926,-0.664940347131078,-0.310501406567876,-0.310822632973819,-0.524183629038467,-0.0419468769535788,-0.0817429708708671,-0.162155887774194,0.0110074309351207,-0.00359421591056347,-0.157896905227151,-0.110489126981038,-0.194636068958706,0.00183872392878582,0.14675646007814,5.49782556417386,0.234564442111209,0.00766938484778137,0,0.0647776093332424,-0.080412916903327,422
"Naive 2 CD4","HEI",-0.0243955845845047,-0.00832672221733254,-0.262224803141105,0.169997281079567,-0.0565172479831451,0.497615101630699,-0.697779544574598,-0.32283632191881,-0.285910241266205,-0.394083626096679,-0.0250736013645765,0.173127884910928,-0.0967310492947747,-0.0287847470231985,0.00306541463255443,-0.128800758648838,-0.111487839871146,-0.177662907065336,0.00680589980197745,0.193268753147819,5.15858960167946,0.0480562165573687,0.0147076021351663,5.7047978866434e-05,-0.0160688623671722,-0.269858934205703,9907
"Naive 2 CD4","HEU",-0.0803055539712463,-0.038458640091039,-0.327762624032426,0.357532987992529,-0.0567041724179075,0.377908210200408,-0.674842112873235,-0.332627112896587,-0.283521026109877,-0.424149975693772,-0.0290403587212546,0.623168125101798,-0.110951089825744,-0.00735391573803328,-0.00231791315414597,-0.118258107599931,-0.104629099692245,-0.166336437121565,0.0123202731120328,0.934338665734126,3.93252249280877,0.0780815384762358,0.0281244770922066,0.00069674529808761,-0.0418469138802073,-0.734119214927542,608
"Naive 2 CD4","HUU",-0.103484998930822,-0.11605799630145,-0.383280991696913,0.0175031083362898,-0.0614414734830597,0.487970649691844,-0.694778676644533,-0.345336762794487,-0.305276631290794,-0.498821308151267,-0.0358621389091213,-0.053949686035698,-0.123763344154669,0.00381004876020673,0.0116359016955608,-0.144502702178968,-0.0809611729523436,-0.268356060219481,0.0020335894327959,0.137672191861985,5.48237356632793,0.0294342141213232,0.00744151491033336,0,0.0125729973706281,-0.0698136581189713,1043
"Naive 2 CD8","HEI",-0.0378295478743374,-0.0159433984844352,-0.273113086923646,0.00103063718397354,-0.0624061199264621,0.443991568529773,-0.618746682315977,-0.275901167201864,-0.268381655288083,-0.446738398749188,-0.0237965597780296,0.174771567393322,-0.0966301406640689,-0.016684532698221,-0.000480284041490739,-0.124865491696312,-0.122902532192415,-0.13651450287872,0.00696305900885349,0.108064715147298,4.37903265654423,0.0758091523828337,0.0292978351003166,0.000483798292809737,-0.0218861493899022,-0.271401708057391,4593
"Naive 2 CD8","HEU",-0.104787228956448,-0.0649315738917651,-0.438394395838951,-0.0500524678333445,-0.0626266273238399,0.324753651813964,-0.627090235309114,-0.325330588491816,-0.297018212096508,-0.465148497402915,-0.0326864935871136,0.642262232596292,-0.090083149307139,0.0297309779257328,-0.00177529591983696,-0.110960057423412,-0.105888617164099,-0.117115031639518,0.0192532428269289,0.570864120462686,3.53994123346722,0.166460612415798,0.0315756444185491,0.00206625385415263,-0.0398556550646824,-0.732345381903431,575
"Naive 2 CD8","HUU",-0.111529529961511,-0.146121847643896,-0.418745793450819,-0.211782406818448,-0.0697119435038544,0.516070745377711,-0.678974721289424,-0.317186935415331,-0.307771390279103,-0.535804847371751,-0.0400182485442637,-0.0992880064452784,-0.161943317008618,0.0172085334454073,0.00354620878421347,-0.151290324571936,-0.110511851025603,-0.216150949567703,0.00345728520103626,0.059892882608569,4.96538966277776,0.0610362447141743,0.0068478026054943,0,0.0345923176823842,-0.0626553105633398,656
"Naive 3 CD4","HEI",-0.0262579155366731,0.00205397449481595,-0.252166925297886,0.236581954812771,-0.063614412718486,0.547234440777293,-0.705808965635781,-0.327390837892598,-0.290275408957044,-0.370748180518144,-0.0256826461139412,0.21340074941733,-0.102837807735309,-0.0338069637890502,0.00186862620442809,-0.125922808534457,-0.11600138188777,-0.159934114375692,0.00584453941984639,0.296263346766583,5.67184712660411,0.0454426441285912,0.012363725684386,0,-0.028311890031489,-0.316238557152639,6153
"Naive 3 CD4","HEU",-0.0955330324697167,-0.074151278878815,-0.305704044320667,0.386506197062846,-0.0583924964181196,0.379948793149059,-0.66471257743809,-0.333646002140987,-0.286834259320279,-0.422879290921748,-0.0292040794055822,0.647126900388991,-0.0970823303201598,-0.0100182777410371,0.000488717712951757,-0.127289882855517,-0.105636992221091,-0.185272730028542,0.015173063818639,1.10033231390276,4.01024856639496,0.0407985221879444,0.0203495421879961,0.000125449220631218,-0.0213817535909016,-0.744209230709151,1010
"Naive 3 CD4","HUU",-0.0972993365778167,-0.127403541324699,-0.407732960144098,-0.0158475217329001,-0.0683175429048441,0.50994371702673,-0.665917349609512,-0.341537074343213,-0.29943778934141,-0.493228658251482,-0.0355258857921536,-0.0171727118900995,-0.121621753632459,0.000770214973968865,0.00764697449228134,-0.154126483962674,-0.0899350154790306,-0.274953557997898,0.00217725759435227,0.270837978060374,5.61451262803034,0.0398488690137177,0.00553399732042592,0,0.0301042047468819,-0.104449041742359,627
"Naive Intermediate CD8","HEI",-0.0495261482687715,-0.0846811743996575,-0.280093185380004,-0.0634050999620452,-0.0688118133407856,0.417616729262538,-0.628289505213233,-0.311959810871066,-0.309574325806469,-0.470274641132018,-0.0228154814559185,0.559651079438367,-0.0704005369484693,-0.0109961790023634,-0.00390680447988958,-0.145408010117473,-0.125912002518718,-0.132638578754799,0.00934104383226766,0.571325957849371,5.96536618072177,0.406586739203396,0.0375211889769516,0,0.035155026130886,-0.630051616386836,2027
"Naive Intermediate CD8","HEU",-0.114704604857936,-0.0906054945074397,-0.489961635918532,-0.0958222616556468,-0.0620452472117985,0.37041844185719,-0.586631270096038,-0.336963622106377,-0.29942061786691,-0.456469891917566,-0.0350086546265053,0.710974807685125,-0.0823963033037804,0.0293480534295602,-0.00218963207589354,-0.139524244268289,-0.112869409615117,-0.108730572644168,0.0262768522100139,1.07363002668086,4.99023784421581,0.629544159220311,0.0724464496304934,0.00163228718600286,-0.0240991103504966,-0.793371110988905,1813
