"Annotation","Timepoint_Group","MS_IFN_Memory","MS_Stress_IFN_Acute","MS_IFN_Signalling","MS_IFN_Negative_Reg","MS_Exhaustion","MS_Stemness_Naive","MS_Cytotoxicity","MS_Inflammatory_Chemokines","MS_Terminal_Differentiation","MS_Activation","MS_Inflammatory_Cytokines","MS_Glycolysis_Hypoxia","MS_OXPHOS","MS_Fatty_Acid_Oxidation","MS_Proliferation","MS_Apoptosis_Survival","MS_Senescence","MS_Tissue_Residency","PS_Exhaustion_Protein","PS_Activation_Protein","PS_Stemness_Protein","PS_Tissue_Residency_Protein","PS_Senescence_Protein","PS_Terminal_Diff_Protein","IFN_Ratio","Metabolic_Ratio","n_cells"
"CD56dim CD122lo NK","PreART_Entry",-0.0254955562701691,-0.00718301158232403,-0.0546786819836018,-0.234761845740277,0.183218855103563,-0.78201380463525,2.08317453136981,0.732944195396809,0.422215241478488,-0.252269539714518,-0.0127188512143088,0.18090714613968,-0.115511640615611,0.0196397478873593,-0.0010945228782478,-0.0666370956245027,-0.0915347125163138,-0.00087215086254569,0.0213234322688698,0.282678018140486,0.304646827342052,0.0859627922410569,0.246922932536596,0.0249578227150751,-0.0183125446878451,-0.296418786755292,1455
"CD8+ MAIT cell","PostART_Suppressed",0.121526574955702,-0.0479187699436247,-0.309393504213727,0.0923970873136698,-0.0420811710810665,-0.0404268862343048,-0.564733733565578,-0.182029671265709,-0.157416202980886,-0.348329438742714,-0.0252792815093192,-0.00373406048847895,-0.0523215767744273,-0.011827317193975,-0.00755932211192303,-0.0922947598944803,-0.0574497172960043,-0.00754462300348417,0.0300244326977866,0.233664794636727,3.47291902275592,2.46164297994937,0.526030006447612,0.000703084317663548,0.169445344899327,-0.0485875162859484,217
"CD8+ MAIT cell","PostART_Unsuppressed",0.0137973182638991,0.140510378036248,-0.315102343094311,0.110353795655489,-0.0178961467969948,-0.137383640560137,-0.29549761770185,-0.1124937594233,-0.122980845569016,-0.286523923691876,-0.0364084438928341,0.0346527900840651,-0.0529246565644697,-0.0206149396167329,-0.00562281171112835,-0.10219321606966,-0.0771181293693899,0.0821878049985848,0.0388811958796528,0.193399875927666,2.95105309160698,2.02282486264628,0.972648790715773,0,-0.126713059772349,-0.0875774466485348,102
"CD8+ MAIT cell","PreART_Entry",-0.0257310378073145,-0.0103403495705811,-0.290027084496012,0.0722185161506781,-0.0575523565495568,-0.0366995116913113,-0.434081094719566,-0.208685077650927,-0.254359413311881,-0.387956148254363,-0.0179409319264936,0.280134545956889,-0.014045551666712,0.00742407762488841,-0.0040308962619452,-0.126476644350042,-0.0623180894266605,0.012661732729631,0.0191807202397839,0.300483930965905,3.35409699016125,2.16701523673313,0.484964876486997,0,-0.0153906882367334,-0.294180097623601,505
"Classical Monocyte","PostART_Suppressed",0.153124729916993,0.213943275080648,-0.0962855233541853,-0.0032512192412001,-0.00266559866029653,-0.532496098039076,-0.544041210729881,0.438478349256644,0.189434774452687,0.183595960485142,0.657029635693737,0.271286990224956,0.0860278140679393,0.081772620474866,-0.0458404454946995,0.0998820704381735,0.17903206169909,-0.119606552234039,0.667832795401296,0.794709486522236,1.05319549009828,0.455096633064233,0.0984288082162377,0,-0.0608185451636553,-0.185259176157016,450
"Classical Monocyte","PostART_Unsuppressed",0.0763611690994737,0.341305371052008,-0.108182046734587,-0.0156959776224426,0.0123743449009112,-0.69015062946892,-0.592947961247204,0.61013122388575,0.332400376038412,0.189946629751965,0.681235696980342,0.352183785877968,0.104717909678841,0.153790678841744,-0.060045536403401,0.150513253509429,0.186957112287614,-0.102679760936813,0.763510522716489,0.919694752698864,0.507063083279909,0.816193217940067,0.113905119625832,0,-0.264944201952535,-0.247465876199126,492
"Classical Monocyte","PreART_Entry",0.0246295269912021,0.221543213133517,-0.119414175479574,-0.152538106379182,-0.0931074966792905,-0.761283806999743,-0.646858863376813,-0.0461313233442469,0.0375696378026404,0.0782721739835968,0.358252725984222,0.345133911252708,0.237190588050794,0.121272160340429,-0.0491535211439195,-0.0556829705941196,-0.022721278938321,-0.281139285583955,0.509169189236076,0.618808619130404,0.76381755882492,0.421382774340661,0.027612403918139,0.00139701608419554,-0.196913686142315,-0.107943323201914,1180
"Cytotoxic gd T cell","PostART_Suppressed",0.0638456574631358,0.0718929973407697,-0.152504371289328,-0.167058507675425,0.174786260612527,-0.603569513753406,1.5661761762885,0.443111546320917,0.384878696501744,-0.204750233996363,-0.0109152287269632,0.0511910898981389,-0.119607910084898,-0.0171454455580594,-0.00221788340403164,-0.0708461263662586,-0.0909381749537658,0.0717002363944068,0.0332359926639154,0.115248522520753,1.01654446967161,0.29757329820385,1.94819256703625,0,-0.00804733987763383,-0.170798999983037,839
"Cytotoxic gd T cell","PostART_Unsuppressed",0.0829775993614871,0.348422847192856,-0.0776701078325338,-0.172646527584538,0.261104461473837,-0.723231386627046,1.78284000052705,0.59732938349424,0.541729327718089,-0.123177914255875,-0.0160453163850973,0.0403563450398142,-0.134895960382605,-0.0257009913738814,-0.00339630454133802,-0.0746022199999122,-0.0828338814254223,0.0696240210788023,0.0554252425946956,0.160837181139848,0.691125359767502,0.0606517054043867,2.28602624871979,0.000733743901311282,-0.265445247831369,-0.17525230542242,1648
"Cytotoxic gd T cell","PreART_Entry",-0.00656462809816923,0.0282287751567931,-0.122401848784956,-0.222556056458147,0.19492847548925,-0.69997100097601,1.76399537628828,0.727225060790174,0.302045260741724,-0.253108589057395,-0.0152160643806063,0.223626297770076,-0.0970517750658603,0.0113323890931528,0.0174431056026636,-0.0654103124996067,-0.0587018389023875,0.0244073091232681,0.0950445438427614,0.511135347141276,0.606931516308587,0.443707586741587,1.0139236923815,0.0507827356499253,-0.0347934032549623,-0.320678072835936,358
"Follicular B cell","PostART_Suppressed",-0.0410904290596731,-0.0824201654775227,-0.179399144037577,-0.114717424288896,-0.104115126993129,-0.234372052662013,-0.73183074668323,-0.340276936516757,-0.199673517628921,0.673910912543933,-0.0204867798210813,-0.0913560516695226,-0.085488509737776,0.0111321320179107,0.0033849137382256,-0.0450956367338998,0.115175752099252,-0.0643596533507007,0.57868168278499,1.33619825888048,1.52436775866651,0.370726659298614,0.0234120093452232,0,0.0413297364178496,0.00586754193174653,1911
"Follicular B cell","PostART_Unsuppressed",-0.0614522468150997,-0.0123528062881749,-0.227216808491355,-0.0717368933558665,-0.11822104682667,-0.30949759237239,-0.809822991967489,-0.381489993903942,-0.177323038027857,0.665380443687287,-0.0339176354147757,-0.0851773683969293,-0.0848080152574729,-0.0100159373071936,-0.00740404768592091,-0.0423092852662433,0.103171468965656,-0.0691482868661491,0.813085496065529,1.99515502122441,2.11064354474891,0.408486505979161,0.0373505578091101,0.0017040120362744,-0.0490994405269247,0.000369353139456387,1620
"Follicular B cell","PreART_Entry",0.0277974511667806,-0.0582676760274888,-4.19342282621161e-06,-0.0233199993060674,-0.118333316382809,-0.133001116525416,-0.756682567057646,-0.340540283509514,-0.241144606270533,0.629426862555245,-0.0243305584435896,0.211427218533757,-0.0956407684937345,0.0329820389672735,-0.00929791172566522,-0.123593170490628,0.0123611859547209,-0.122284587591898,0.211529452813814,0.946832496853598,3.0155432723977,0.208964480832483,0.0184699915920432,0.000566733793263254,0.0860651271942694,-0.307067987027492,3015
"Intermediate Monocyte","PostART_Suppressed",0.0266133385187963,0.0149117780232179,-0.130440878335652,-0.209633696961488,-0.0268598833175,-0.830092887543913,-0.682394807695461,-0.134506112688749,0.21345655571088,0.116038896691222,0.360356105437192,0.322298521192332,0.145165276639834,0.0985914374189705,-0.0524576513953506,0.0752900894385407,0.196370417218614,-0.111968561672873,0.221986905385224,0.624860088528243,0.449012489664706,0.403199865762232,0.0175132960345548,0,0.0117015604955785,-0.177133244552497,108
"Intermediate Monocyte","PostART_Unsuppressed",0.0929694773344495,0.036010518464007,-0.134307124868172,-0.15601829156497,-0.0184677368181475,-0.826604745193165,-0.673923905066236,0.444625222122097,0.335789022735484,0.161955923278142,0.724537068299853,0.392588278255679,0.164182595942782,0.165645247055329,-0.060155408830583,0.112924350439257,0.184231264405834,-0.105722632157712,0.383748711542423,0.690437288716915,0.426498248415679,0.78460504432444,0.0846883060402479,0,0.0569589588704425,-0.228405682312897,588
"Intermediate Monocyte","PreART_Entry",-0.038323575004183,0.184559755864187,-0.052325832564485,-0.0132203507737943,-0.0155210594007467,-0.692485519941206,-0.712890352440304,0.296433975169312,0.180559659633575,-0.111153077820465,0.696443759020234,0.664456794922202,0.142502764984089,0.134351209356278,-0.0504168077609227,0.0443218356465757,0.124266583816655,-0.128023189304695,0.440489285314887,0.404199381817396,0.549915716310742,0.714417940716879,0.0434997803302831,0,-0.22288333086837,-0.521954029938113,26
"ISG+ CD4 T cell","PostART_Suppressed",0.184614007559981,0.301112855412111,-0.131042451451362,0.262882848655253,-0.0663836695019601,0.491655534639429,-0.718888277567081,-0.318615843568661,-0.228613433817708,-0.104187962275887,-0.0228273736666284,-0.101930865933017,-0.0747942434845547,-0.077387796638908,0.00500472558431236,-0.074156797674505,-0.0960493130707149,-0.0335670912480027,0.0129621930291219,0.474881519507776,4.20395950162115,0.308349201087073,0.0406981185486703,0,-0.11649884785213,0.027136622448462,1234
"ISG+ CD4 T cell","PostART_Unsuppressed",-0.0252796282651557,0.970865718317695,-0.192072477351234,0.307523071631515,-0.0659585003276259,0.530607257377893,-0.728996638829947,-0.30400084637373,-0.247580841940361,-0.12888646963788,-0.0159730545969268,-0.0984139082947419,-0.124401739231673,-0.0683416070389755,-0.0104131035443753,-0.0553305917263506,-0.106333971594967,-0.0111441240455953,0.01453262449679,0.200308407671422,3.76714607445052,0.0968347595285321,0.0509844904154031,3.20683807100884e-05,-0.99614534658285,-0.0259878309369308,686
"ISG+ CD4 T cell","PreART_Entry",0.0329517183885277,0.576862564956267,-0.0767585289966189,0.118234287749139,-0.0601945615008583,0.261008995330081,-0.704761317120176,-0.301529221897406,-0.278523813173835,-0.23126635140112,-0.0014774952619922,0.149281606186062,-0.0989066844500148,-0.0486276426522851,-0.00790281286534619,-0.0776606750941919,-0.0611536742370732,-0.110927489156169,0.0117718072978091,0.657605686850371,3.08843953492118,0.197615114058377,0.0530210408451056,0.00564061493172346,-0.54391084656774,-0.248188290636077,411
"Naive 1 CD4","PostART_Suppressed",0.0324282773286257,-0.0513096603556631,-0.291258522668519,0.131740939729092,-0.046307598057943,0.580240793964427,-0.714150560798914,-0.320533140662249,-0.264106798353488,-0.344679291792472,-0.0287441682709869,-0.124090422711719,-0.0897711421559504,-0.0487604616534407,0.00126496733540103,-0.116343787301174,-0.118932832988685,-0.153966346065284,0.00799283914739772,0.609374557349511,6.42661235589312,0.31355983987392,0.0144657966032313,0,0.0837379376842887,0.0343192805557689,1897
"Naive 1 CD4","PostART_Unsuppressed",-0.00574701193440442,0.118690092296426,-0.192076276640896,0.531688890376964,-0.0563655127631041,0.68182986228593,-0.751289252101371,-0.328211883892895,-0.27839295405724,-0.274724342562528,-0.0319247915914287,-0.0546477423795465,-0.103707251534697,-0.0638490806734532,-0.00470322420290882,-0.100478908543088,-0.123718493488906,-0.0843178875760163,0.0144369860888108,0.432990617278583,6.28702874448415,0.150085047322775,0.0238888868539798,0.000769784934487453,-0.12443710423083,-0.0490595091551504,1442
"Naive 1 CD4","PreART_Entry",-0.0518672664400499,-0.0816002411363519,-0.279176086440459,0.185205708106767,-0.0655361170971971,0.433703366688793,-0.684191158711313,-0.345593818721611,-0.307639374449494,-0.410430462179077,-0.0240268377727454,0.543969984299032,-0.0797903613377259,-0.0179352734804604,-0.00178671040915136,-0.148266138785666,-0.110360499149695,-0.183058150076623,0.00780524832486126,0.718697536553921,5.74668895564353,0.123102240612988,0.0335855658276992,0.00032713606899099,0.029732974696302,-0.623760345636758,9575
"Naive 1 CD8","PostART_Suppressed",0.0757548800667636,-0.0467932317760602,-0.290519618106786,0.0648977221446804,-0.0801023277198524,0.492225597700623,-0.680025216482895,-0.293113709837665,-0.251598280236639,-0.401307085503435,-0.0324458806866608,-0.124896049666146,-0.0916438719953054,-0.0361411665525661,0.00284685134871151,-0.0969926134006368,-0.120764893060217,-0.0832247919030067,0.0102381347951004,0.251345575569105,4.3782860508012,0.618644134626348,0.0422447972922819,0.000196229308920276,0.122548111842824,0.0332521776708401,1410
"Naive 1 CD8","PostART_Unsuppressed",-0.0689250998236988,0.12846988465763,-0.312871339038774,0.290562976111813,-0.0953164425322724,0.65552650201853,-0.742282099742786,-0.315081221132702,-0.282608140198541,-0.403831050729379,-0.0385345584326068,-0.0975659726700104,-0.128924778598535,-0.0389906474922858,-0.00831555186424202,-0.110078624624369,-0.143906813854552,-0.0398719449589491,0.0109973469807478,0.13300362423887,5.26770222538105,0.247081369753731,0.04214205242511,0,-0.197394984481329,-0.0313588059285244,889
"Naive 1 CD8","PreART_Entry",-0.0687928811781354,-0.0783625247748906,-0.283314108925708,-0.0935374915058512,-0.0637781772977481,0.439468001902262,-0.649526805214352,-0.298341840632576,-0.30682408476527,-0.461808109626188,-0.0243834216925346,0.406003036990276,-0.0888149721072083,-0.000636042696926273,-0.00605020710436657,-0.149871791660175,-0.126734024222172,-0.142626376775639,0.00679221106025585,0.256957400739544,5.35038819048571,0.22038120433366,0.018963863445189,0,0.0095696435967552,-0.494818009097484,2957
"Naive 2 CD4","PostART_Suppressed",0.0200627640595261,-0.0176655658225289,-0.256434929743863,0.101981619454328,-0.0538965267300337,0.535211336037067,-0.698898592606243,-0.309582012945824,-0.264498400683052,-0.384307307502546,-0.028755134134255,-0.0998421461069882,-0.0962401922083007,-0.0452252547541544,0.00672281625583697,-0.119178135424998,-0.11441832835488,-0.170160561026421,0.00798068416395277,0.129103899967457,4.97930108323627,0.0699373814913276,0.0144435149408627,0,0.037728329882055,0.00360195389868753,2780
"Naive 2 CD4","PostART_Unsuppressed",-0.00361195172413825,0.236089007745462,-0.18136302543153,0.466507017939128,-0.0538124717051398,0.653652670805596,-0.707372713193217,-0.303770289236266,-0.268800292088764,-0.266873241195449,-0.0264038317788238,-0.0730962569076035,-0.131774044936815,-0.0516967512987363,-0.00527930955234874,-0.0958653231188686,-0.126272714776737,-0.0750601689310425,0.0136562403362523,0.106679807985979,5.07931926472084,0.0510309124159198,0.0317550886300881,0.00036428941969283,-0.239700959469601,-0.058677788029211,1346
"Naive 2 CD4","PreART_Entry",-0.0506140552747761,-0.0607435337218259,-0.283836254592656,0.133668174265036,-0.0584072728843465,0.443205120700217,-0.695007816761307,-0.333649305647508,-0.300190626738269,-0.428403526419935,-0.0229934852536471,0.361724041478573,-0.0888079755300648,-0.0155441019363742,0.00324953887406182,-0.141096553283956,-0.106636222571768,-0.205159846611599,0.00464598648500369,0.24428536135215,5.26326352570962,0.0368412746542351,0.0108654027886864,1.29459899192547e-05,0.0101294784470498,-0.450532017008637,5781
"Naive 2 CD8","PostART_Suppressed",0.0349584865289298,-0.0192641969878332,-0.271799268102813,0.0115375701421883,-0.0657721130767898,0.450020359761633,-0.575830837850691,-0.25206160751528,-0.227504440955528,-0.433255141592373,-0.0302083927235694,-0.122008355480883,-0.101214630390446,-0.0273384649174467,0.00716264430922126,-0.110963119213408,-0.125068574504115,-0.1309003870013,0.00882363271893427,0.0766552874804982,3.92415785177927,0.126287783082851,0.0232213874280851,0.000281786887690593,0.054222683516763,0.0207937250904366,1112
"Naive 2 CD8","PostART_Unsuppressed",-0.0430401319569576,0.252534779153469,-0.29153854441589,0.218254184866324,-0.0601442467903505,0.574474359724339,-0.576581480205033,-0.247486697588141,-0.207864899708557,-0.361025208647879,-0.032495576948063,-0.1002240013746,-0.128675528740886,-0.0467550413654802,-0.00883869339183083,-0.0870568770991465,-0.126795700537411,-0.0478172123750027,0.0155744113607139,0.0660971619325559,4.13672193323199,0.0528920767751347,0.0973050781509294,0,-0.295574911110426,-0.0284515273662861,716
"Naive 2 CD8","PreART_Entry",-0.0657534234813093,-0.0841306126808043,-0.268870171540037,-0.0594452288522283,-0.0616381332292801,0.407778297518874,-0.646924875356424,-0.292846682794958,-0.300492128826144,-0.474356491360731,-0.0189652923172034,0.36533796937305,-0.0864882056048529,-0.00461304740580274,-0.00138962047228576,-0.140247193776804,-0.121023274476094,-0.161740599390964,0.00398487230015841,0.131564191337981,4.62471629516637,0.0614425660525236,0.0141310444266394,0.000690321352536413,0.018377189199495,-0.451826174977903,2765
"Naive 3 CD4","PostART_Suppressed",0.0403088158362131,-0.0246033547521183,-0.277493936903109,0.148496262162139,-0.0594483721008976,0.651642848414095,-0.707619382298103,-0.313674786365635,-0.266290372483136,-0.33301863167663,-0.027186469384477,-0.123129102075487,-0.110813910175499,-0.0560543412639171,0.00696664709089173,-0.11162361947895,-0.11643815180367,-0.139080622480667,0.00737982527992909,0.274842192049225,5.94307515909418,0.095107811381866,0.0146815705901359,0,0.0649121705883314,0.0123151918999881,1358
"Naive 3 CD4","PostART_Unsuppressed",-0.0182780174207697,0.205594395202436,-0.162676968428009,0.516041985026682,-0.0671367747493637,0.74898815841556,-0.723094318710513,-0.312910844904934,-0.272488592162278,-0.265202416966136,-0.0296236494450062,-0.0895331602973597,-0.131380950838163,-0.0517707443052079,-0.00254100597534255,-0.0943226362374231,-0.128783153040446,-0.08011453741371,0.00891849407051444,0.16429105713351,5.91709006859744,0.0324768303791876,0.017509840612627,0,-0.223872412623205,-0.0418477905408035,1232
"Naive 3 CD4","PreART_Entry",-0.0543883830312485,-0.0581652635614431,-0.27345728317153,0.173524310523134,-0.0639843069471259,0.437678673810939,-0.699142083565754,-0.33762540127582,-0.305567308430162,-0.421623596746842,-0.0237467751890858,0.44641285020199,-0.0899282653787291,-0.0191161649659305,0.00145031424306401,-0.142299376316474,-0.111415281521257,-0.195481900177153,0.00419648151145028,0.350060649302119,5.48367228162592,0.0309965552735022,0.00970090026378506,0,0.00377688053019454,-0.536341115580719,3563
"Naive Intermediate CD8","PostART_Suppressed",-0.033628072720426,-0.0825204351890656,-0.379575687718963,-0.0667822758433067,-0.0725944485658328,0.59258138064108,-0.676173475022114,-0.322407906730757,-0.248118040115023,-0.447831180431217,-0.0354163040182297,-0.157935920501826,-0.0746309953832389,-0.0505191904517068,0.00551032043556931,-0.12419007829925,-0.111136518892933,-0.135389443256133,0.00959853232784186,0.45745735254735,8.05589055040099,1.08349882669158,0.0141851638203323,0,0.0488923624686396,0.0833049251185869,185
