gene,avg_log2FC_unsup,padj_unsup,avg_log2FC_supp,padj_supp
AP2B1,1.02234186707165,4.34936373037733e-10,0.70327065275782,2.6789980854344102e-17
WDR7,1.0434874864008,4.36140209202361e-10,0.611265379586553,2.79168115889569e-9
RIPK1,1.05380628552308,4.57517838578468e-10,0.664323691015474,2.10695639021118e-5
UQCC4,5.01780446761162,4.67725511807144e-10,4.90622967878027,4.34846119170697e-64
MARCH2,-7.14992153073794,4.81810381666887e-10,-2.77994483088817,4.91643477621144e-13
ELL2,2.76440160657295,5.081322885717611e-10,1.77006109842439,5.0503900254085394e-11
MAPKAPK5-AS1,-1.10835367639345,5.166373052809e-10,-1.02779916048091,1.1752367803216501e-47
RGS19,-1.37170147897144,5.17557114676664e-10,-0.933003789629019,3.2864599659824996e-30
AKR1B1,-1.0269590981417,5.19246246797991e-10,-1.19547757355231,3.9257009967297395e-18
UBA6-AS1,-7.50859584115106,5.22128057295911e-10,-5.90148645253776,1.25824210868251e-38
EPHB6,-0.911758594741501,5.46434695739745e-10,-1.48838236601796,2.4210246788051e-10
SC5D,1.58647068844248,5.78651525503895e-10,1.58790256372471,2.4701284850381398e-48
ENSG00000291117,4.86752658533149,5.88714539016046e-10,4.48075959927132,3.7679103213384497e-44
ABHD14B,-1.12523664005195,6.00696290035552e-10,-0.826093492612649,9.190353216694409e-30
AL031963.3,-6.07817187860898,6.36833437517258e-10,-4.72967030399724,3.85343576318103e-10
RNF38,0.976522780884552,6.490921037094451e-10,0.793867792330475,9.835264015911319e-25
TLK2,1.08109483541007,6.77072457323699e-10,0.871329446479706,1.298891423933e-12
SLC43A3,-1.22730581195392,7.44811945860282e-10,-2.10375348233131,3.33664389562452e-27
TMEM245,1.15179444856817,7.69249180826098e-10,0.703140508806893,2.10027266362435e-17
CARD8,-0.875310169749617,7.7365008750308e-10,-0.964614611137071,1.19977305997793e-34
ZNF862,-0.894243671634176,7.96623496681797e-10,-1.38485909885687,7.56890749493616e-38
DCTN4,0.915308064565385,8.05571115227021e-10,0.748252088133812,1.3875918749343102e-15
EIF4A3,0.667771565289017,8.117388318773371e-10,0.655489326502176,3.24029148691381e-29
NDUFB8,-0.681876351356685,8.15259194636017e-10,-0.78984583109758,6.613687346081818e-89
MIF4GD,-1.247737929982,8.200027250370601e-10,-0.947486526455319,6.00539516031587e-7
SNRPA1,-0.688256005568455,8.287285043940021e-10,-0.636319386155352,1.4739524964598e-21
ENSG00000226824,5.35419681965811,8.60857409765761e-10,4.30591841590178,7.347040294230599e-29
ENSG00000259986,8.61414941689091,8.99616945320972e-10,6.40775469189834,1.69071196166206e-5
FAM210A,-1.09093575551273,9.52111182114676e-10,-1.47433947118715,3.6702268559865403e-67
C12orf49,-6.87628439962079,9.61621542870177e-10,-3.58588817561117,1.38357364577764e-14
LETMD1,-0.882060347859254,1.05727034221233e-9,-0.908340801303535,1.50545621760737e-34
RHPN1,-1.80968929036063,1.0691953949309501e-9,-1.0820960661377,0.0334072619517107
TFEB,-1.22527559480818,1.0812879373675902e-9,-1.16683514819758,2.92629811883995e-13
AHI1,1.91766696722307,1.09099664510807e-9,1.67242136360379,4.05953901561894e-62
HDAC7,-0.62737410639486,1.0933055542271602e-9,-0.970516659227236,6.731528122334639e-48
TMEM9,-1.49885438031634,1.15126093386762e-9,-1.50474946820304,2.68308712526184e-27
SOX4,1.33201281478915,1.19458024746049e-9,1.16380236888279,3.70756063377684e-85
PRXL2C,2.85504601988302,1.24383398458557e-9,3.2317565490391,1.58496741050482e-77
HSD17B7P2,5.79912757198429,1.2517018588372801e-9,4.65896966367828,3.17402815717185e-23
AC092279.1,-6.07798858752471,1.2593286159118202e-9,-4.59862337122852,6.10726419219064e-9
PPP1R3E,-1.25751114820996,1.29662380900141e-9,-1.42467361741891,1.16596153833781e-38
C12orf45,-7.35643618744117,1.3057875311327701e-9,-4.0299546692665,3.0703754549657e-28
RORA-AS1,1.41664478719471,1.3648260423793801e-9,1.34239019832342,1.90869183415507e-22
PLK3,1.44861159988743,1.3713130568343102e-9,1.51946231175918,4.2134677496223e-102
FTO,1.01845058253604,1.45796850587198e-9,0.603327364325859,3.75385253697626e-5
IKBIP,-0.86240525714449,1.51504754529554e-9,-0.99876516945694,4.30115090517441e-16
CEP83,1.65196928608276,1.70288749143183e-9,1.3645163749466,2.7084328882907e-27
ADAM19,3.68790022038769,1.7633077600644702e-9,2.83967345662808,7.19362004007352e-20
GPR146,-0.987423859343723,1.87969364942917e-9,-0.608983923765351,2.2568895566208698e-35
CD59,1.30637707260662,1.9488906356628e-9,1.00118223001881,1.48669353742213e-29
FAM13A,-1.25585747870839,2.05970251879813e-9,-1.04584226683109,2.6032204028739597e-25
ENSG00000291177,4.86505751863949,2.14117716393084e-9,5.04106581501459,1.59597286060013e-66
ORAI3,-1.9728424995414,2.19344932395771e-9,-2.37304763828701,1.4069058621956498e-31
RAB3A,-2.91148422440901,2.1967213654263103e-9,-2.4999923076416,1.37526161453923e-23
METTL13,4.97046164916435,2.20455089646694e-9,4.3078142537623,9.920656745235979e-36
SDHAF3,-1.12099108779123,2.38273999500319e-9,-1.15338551829615,6.000621195685809e-25
LINC00513,2.60152857833371,2.5277591370866602e-9,2.26570629623625,2.98662553767335e-23
RNGTT,1.07473432908195,2.60315710079798e-9,0.774793186404285,1.98434615075026e-16
ITPKB,0.66578340041645,2.62758214911419e-9,0.803750928931796,1.10611306912878e-22
INO80D,1.05747870237727,2.68070794613744e-9,0.743421547637278,1.91077882488434e-10
TNFAIP8L2,-2.06985910926254,2.6825828038597903e-9,-1.34675917899712,4.39129958591961e-15
EIF4G3,0.991094021508063,2.8141330872041303e-9,0.696610543380824,2.01286169681911e-12
TRIB3,-2.33446089288034,2.8899160317334804e-9,-2.26711281331266,1.70922728526399e-20
CEP112,2.67009649086711,3.00521358859807e-9,2.31216168084481,5.21952939450683e-48
ANKUB1,0.967135570516422,3.24052831434858e-9,0.830353850827492,3.05328014557114e-6
ENSG00000288891,5.07423194545564,3.26338776348703e-9,4.20575073134924,4.1456171272709e-28
SREBF2,1.33271311180342,3.5208883200362204e-9,0.667010373299654,3.19852555742564e-18
PALS1,5.31202388623178,3.53662023612078e-9,4.34863960384768,7.16047479129548e-27
PRXL2B,-1.33384723794133,3.6262780249952704e-9,-1.10651825805905,6.658198898658969e-19
ENSG00000266947,5.27834571181969,4.10331211755316e-9,4.8148354429195,1.6542522057035098e-42
UBL7-AS1,-6.98962083238432,4.18895892528345e-9,-3.43675195148194,3.03202605408109e-16
EIF2AK2,1.07513766323514,4.29546244234098e-9,0.69864524434753,4.4100059077641103e-10
ATXN7L1,1.40631244333038,4.393997100201831e-9,1.06290913075182,2.15168244368687e-26
PLSCR3,-0.882412606958145,4.489849936931651e-9,-0.852559638200125,1.10489398268395e-13
WDYHV1,-6.68489529673491,4.491942833213981e-9,-2.67926523741736,1.23608201355002e-6
RORA,0.865022640169651,4.66502490902663e-9,0.973134863064634,1.2175835635438198e-40
ATP23,-1.25465646256947,4.7379880512655e-9,-1.2753996893633,2.97919898940212e-29
ENSG00000290879,4.23966798836762,4.765168198920891e-9,3.92169837803376,8.81890393799366e-54
INTS15,4.63191625889604,4.7835780388151305e-9,4.49267615687008,1.84990669251111e-73
C12orf73,-7.60657152802201,4.95219577457839e-9,-2.68968975378416,5.86191761493827e-21
FGFBP2,-2.14952664811783,5.0958897579279804e-9,-2.07778932175527,1.5986459345387498e-87
PNPLA7,-2.93311090646454,5.12488927191268e-9,-2.19362911626493,2.38330987662533e-21
ENSG00000291066,4.04742270273965,5.1520961467971e-9,4.19840943665988,1.0924567662378899e-103
MPP5,-6.79614526527551,5.327661974835671e-9,-3.009427304673,3.5263462599160197e-11
PIAS3,-1.10868878193053,5.34807070902496e-9,-1.67531759885968,4.08277491293488e-10
VMP1,1.11864734106282,5.39638493918823e-9,0.601610343277709,5.5958917081179904e-14
HNRNPUL1,0.872815401762936,5.542620132480531e-9,0.888557095266633,1.2639325067715e-58
NPEPPSP1,4.69761738383811,5.755751565324181e-9,6.23130215542564,1.28972982265648e-233
RELB,0.949873807807782,5.954375249255581e-9,0.707059618788343,2.3255112853115402e-10
AC135457.1,-7.50499717203532,5.967966749880271e-9,-3.64514001554413,5.73636338585692e-29
ENSG00000287978,5.28389206516847,6.041595529392241e-9,4.21201483342537,2.8268333499332295e-25
ENSG00000284691,4.26227613531123,6.105747863507221e-9,3.78511046971059,3.85334708380913e-57
CHAC1,-5.63062717157363,6.367435826068971e-9,-6.2722298057948,2.53621869462941e-13
HSD17B8,-2.08853129197651,6.76521026796758e-9,-1.89162469926123,9.579036233152227e-43
BPNT2,4.75460162307167,7.0975070542626504e-9,4.28605611976157,6.83551131344883e-49
SMURF1,1.26814854683799,7.236279466808011e-9,0.970652737225713,4.8825749705567494e-11
SLC20A2,1.00573595129346,7.409697698545071e-9,0.928709023860385,2.0997559887034399e-22
LINC01145,4.91444532365224,7.517967913841e-9,4.8480837928642,3.3934176471515e-84
HERC6,1.60409078135788,7.52647146369881e-9,0.911869145652501,1.43656398925152e-6
TENT4B,1.02880332733468,7.536333757117391e-9,0.635114009161832,5.47908765475524e-5
ACAA1,-0.871225050755209,7.64630328892562e-9,-1.10447204646354,2.4342133915271798e-18
ZADH2,-6.70297552975068,7.738633892657751e-9,-4.81293758881073,4.1196432850732096e-23
BCKDK,-0.98198600419379,7.74526621108264e-9,-1.27463275028341,5.779301195909899e-29
CYP20A1,1.17886367268918,7.8663910350711e-9,0.845312651226285,3.4503633190622496e-25
PPP3CA,1.22456252673893,7.948359117103711e-9,1.22334089442085,5.1029846640260593e-36
TAMALIN,7.1587863574074,8.000199992424251e-9,6.70009490920233,2.7983053022318197e-45
IFIT5,1.38554752345545,8.15352277179772e-9,1.0491583525243,2.8422018539357298e-11
TCEAL1,-1.92046561896162,8.484177057515921e-9,-2.39225461482839,3.70003275981521e-23
VDAC1,-0.619303342985379,8.52688213174596e-9,-0.785174026735684,7.501114714814679e-60
KATNIP,5.24981541263255,8.62335530574256e-9,4.92528801980242,4.85956835626878e-53
ZNF692,-1.83577189226276,8.62797431360868e-9,-1.72806546460812,6.5105075763759204e-24
TTLL5,2.28410088473557,8.88198927125743e-9,2.43938293106165,3.2299613965254103e-73
CARHSP1,-0.929008584447983,8.96558376680012e-9,-0.675955326625946,1.23536655903282e-12
SPON1,0.860855014014241,9.54868236320347e-9,0.691525744821086,2.12185833155171e-11
SH3BP5,1.54925852332755,1.0423179178545e-8,1.29868322571967,1.46327013426608e-27
MFSD11,1.30857051890358,1.04470384540575e-8,0.840242083338292,5.13390030980552e-18
CCDC144BP,5.10310966287823,1.10356757666703e-8,3.89388153273991,8.062140491079001e-17
HSPB1,-1.06493080769846,1.13148472674208e-8,-0.689875228143922,4.6385036234416804e-21
ENSG00000273175,4.79379573028918,1.30659129682852e-8,4.18203592209009,1.24558978371533e-33
ZNF22,-0.817323985068808,1.32317273834032e-8,-0.921527221806684,1.34468635562217e-32
AL354707.1,-6.4583454203149,1.35709184756871e-8,-7.09994805453607,2.9070357132415198e-30
ENSG00000291063,5.39559806763311,1.37290270379249e-8,5.12045518142503,5.95683915700798e-39
MYLIP,1.44862715784813,1.40822557361727e-8,1.25573450026684,5.19950624690467e-32
AC110611.2,-7.35049751112779,1.41121518004343e-8,-4.01032199701443,2.83362707699028e-33
RRNAD1,-6.5935802358964,1.44357391831218e-8,-2.70344542390339,2.34374829527726e-10
AIF1,-1.56518283708052,1.49486712503113e-8,-1.57901544254265,1.9583342792550397e-92
ATP2B1,1.16824320559911,1.5067643992012e-8,1.37922876166663,8.277140588310668e-89
MARCHF8,4.42186348283843,1.51751706081552e-8,3.96701843291824,4.17439391058031e-50
HNRNPAB,0.759046239704534,1.62113573003113e-8,0.944350685803419,1.36895399981564e-79
AC008014.1,-7.60928351625669,1.74947907484255e-8,-5.06687615075075,2.43128680973587e-39
AL117379.1,-5.93599918914619,1.76574441172099e-8,-5.35013084527474,5.05319837416648e-12
MIR142HG,4.07813828193429,1.79464697698513e-8,4.22763817579027,2.34234033074702e-93
SSSCA1-AS1,-6.34318079804704,1.8246941832832e-8,-3.29436322839058,9.112732716191809e-11
BMAL1,5.34444895950096,1.86105914035692e-8,5.67074291010372,1.86576614169918e-78
AC009061.2,-6.67580831294143,1.99794281664479e-8,-4.60710043553779,5.64917649255108e-21
ENSG00000290993,4.38572063004085,1.9982502240099e-8,4.4585228252687,2.1179344783722e-79
MIR3667HG,4.81928334078536,2.0152439122923e-8,4.50698802816613,8.77872248621016e-46
RNF34,0.779146916608477,2.0424844788166e-8,0.641121508094632,9.011630398195239e-11
AC010226.1,-5.77132657198623,2.13987012617758e-8,-6.4129292062074,7.90299363277872e-16
GARS1-DT,5.08611348821817,2.23425848821573e-8,4.48250367276894,1.30327356881657e-41
CORO7,1.24447422726706,2.29068201486655e-8,1.33524772206191,9.31178012050458e-54
CENPP,1.28754289657776,2.32107011432661e-8,0.730883233284103,1.56265265001442e-8
RSL1D1-DT,4.7010187175635,2.43021992770216e-8,4.1666567557778,1.02478582904608e-40
ABCB1,2.40201583262295,2.50703480877876e-8,1.7894121388443,3.19918132249325e-21
SAP30BP,0.716884696587361,2.5999756038192e-8,0.790424648741858,6.723695583892939e-26
FGD5-AS1,1.16037365645192,2.63866158928701e-8,0.844367203670755,1.4969698937564599e-12
ANXA11,-0.703511519993655,2.69565904750978e-8,-0.675719752107679,6.0457811798752506e-58
H2AJ,4.40792419386847,2.75635970426108e-8,4.00483435722672,3.25083375602772e-47
AC009133.1,-6.20295291388994,2.75850152129437e-8,-2.39682525535805,1.1600315624841e-4
AL136038.5,-6.85085473203739,2.76314615857784e-8,-3.35520630424899,7.1606067429333e-14
ENSG00000290856,5.10954922434988,2.8506728455559e-8,4.90426271248602,1.0738473752601801e-52
GSTK1,-0.817002204029448,2.87119109949355e-8,-0.796605640321686,7.750335075396029e-84
PEDS1,4.3588668844836,2.90334477289747e-8,4.46676899137206,6.91095974310966e-90
FO393401.1,-7.25331210059012,2.95136196884688e-8,-2.49068589058558,3.0932621612194397e-12
TSPYL1,1.07648243464678,3.0307251973008e-8,0.917208410569196,1.2131196299617499e-20
C22orf34,-7.58123377591913,3.38916810704209e-8,-3.52464711984027,1.1674960152775299e-22
C15orf41,-6.81606832934759,3.43524131212022e-8,-2.61546110356487,3.5011927656264e-8
AK4,-5.24332533146505,3.65700089548702e-8,-8.13388138855056,8.46190599963764e-66
AC025171.3,-6.20036588040544,3.9294862979721e-8,-2.49993443668969,2.88870051933364e-10
TRABD2A,-0.903802678008987,4.06319116918164e-8,-1.25793935583848,2.11583367980911e-51
XPNPEP1,-1.33982353545472,4.07425400542475e-8,-1.55513002396433,9.260555956578589e-26
EID1,-0.667349711842583,4.22382105908041e-8,-0.594385945250207,1.4487301592173598e-11
HSPBP1,1.21365773107856,4.49328386873837e-8,1.53553804641743,3.4413980230597996e-55
LRRC8D,0.914195585573976,4.58329866083346e-8,1.2065869579739401,6.889130989799089e-62
ATP2B1-AS1,-1.07414629285945,4.68485662850581e-8,-1.16336754984684,4.93177971591194e-6
ARHGAP31,4.04756206492949,4.73000478343729e-8,3.91499835497301,3.7231995507501806e-61
AC019163.1,-6.12582635792656,4.75494154132496e-8,-2.22552683596731,0.00235187486083292
GATD3,4.12657068043834,4.80799725829537e-8,4.11953651992033,5.6296179946600105e-73
MPG,-1.03073057101149,5.09125152876654e-8,-0.964837762222917,3.71107688926068e-17
GAB2,3.47029730524832,5.40375658026301e-8,3.09691641830025,1.09928553615062e-41
PGLS,-1.00390651065583,5.58245970731647e-8,-0.830614042698015,4.59455387787706e-27
SIK1,3.78963365432014,5.62949930159616e-8,3.62736274137573,4.78840875299247e-33
H2AX,5.3957548521349,5.67511561798852e-8,5.43539129704014,6.19243943420576e-68
SCD,-1.91915771831985,5.85651667612288e-8,-2.57767907153887,7.75868767594305e-13
MAN1A1,1.929581741883,5.97481632245172e-8,1.25240997735981,1.32316350354647e-10
IRAG2,4.05005478400338,6.00640880716048e-8,4.23839436304678,1.9489439360756794e-107
ZMYM3,-1.02428020179669,6.12913045254458e-8,-1.67385249467416,7.59319027526891e-24
CYTOR,3.28495170225408,6.15741353547075e-8,3.1996500504307,3.0284850674455e-29
TMEM134,-0.822610779923277,6.19654657752662e-8,-0.855622817243436,1.04372401333675e-50
PRXL2A,-1.15613781847174,6.22331457331752e-8,-1.34483561995881,1.5546692421643e-4
RNMT,-0.595212562706239,6.37736466594873e-8,-0.613817643707462,1.3198211170935e-35
MFSD6,0.913088394598266,6.4583708325236e-8,0.600323311280701,4.42885542640215e-5
ARHGAP26,1.25803083564967,6.68232017469704e-8,1.27374470698106,1.2381630477589499e-20
AP1S1,-1.36747011767593,7.01776749740952e-8,-1.69720462270319,2.98279125624794e-19
RPS6KB1,1.12542890704107,7.03930548422983e-8,0.723207964718102,2.36452765473693e-10
RNASEH1-AS1,-6.81993752293054,7.13644779604736e-8,-2.54418596565087,4.07427293295058e-7
AC021028.1,-7.042195564178,7.25178450862767e-8,-5.22215804497282,1.66826661715487e-31
CASC15,1.79568145833428,7.40617669857691e-8,1.54568264434589,2.73259608265485e-24
CD63,-0.897571342478102,7.44886051391259e-8,-0.87041022612855,3.93505695120764e-5
SH2D3A,1.46222064144607,7.53410575896359e-8,1.11741850602156,1.1867162619067e-17
TCEA2,-1.32202809324944,7.92050858239588e-8,-1.21164657337222,8.01448035130099e-24
AC010247.1,-6.20780437730224,7.98088748243275e-8,-2.87043992498741,1.61924980291281e-7
TAS2R14,-6.00159708922105,8.18044176984047e-8,-2.75027892880332,2.2686811392064e-4
PALS2,5.52039829480177,8.37519711173779e-8,5.14447537407866,2.34349764663303e-42
SLC39A1,-1.13410156241562,8.42888093758114e-8,-0.637419398136859,2.40481166952719e-9
PITPNA,1.24549754076919,8.7258993605111e-8,1.05520772458254,8.09011655107749e-27
AC069544.1,-6.2359485565826,9.09657191499549e-8,-3.66339110569819,9.66146807596693e-10
SENP5,1.18775467645371,9.17810726731083e-8,0.924387580289291,2.82319934682799e-17
FAM200B,-1.13655945035022,9.36738489831583e-8,-0.653581581123187,4.854959767783531e-15
AL590764.1,-6.25458663783295,9.4535771653956e-8,-4.32610214995448,6.30072085379981e-16
PBX4,1.29732708861258,9.77575972014605e-8,1.3005574532498,2.85034923822172e-32
RALGAPB,1.24955233030867,9.78594680466613e-8,0.774838823186364,1.67167573855765e-10
NPHP3,-0.838901731556419,1.01975555852339e-7,-1.21325872558548,2.55288485307166e-38
AC016727.1,-6.52041066607912,1.07202039665606e-7,-4.10016038996992,1.42126854583314e-17
GRWD1,1.07421258874566,1.07270265880026e-7,1.33102440999174,1.00524354097754e-48
SPRING1,5.00111185123273,1.11740012522926e-7,4.8995509819844,4.9297546229665e-53
TBC1D10A,-0.911026620234568,1.12680773559764e-7,-0.592901699049126,3.73397708368896e-12
HDAC1,-0.737329447371885,1.15542303148033e-7,-0.937759954195119,2.43900942907337e-37
SAMD10,-1.98709085736299,1.21145194435633e-7,-1.38927156920996,2.31592345753704e-12
C6orf89,0.855277862620912,1.29161771932968e-7,0.706884533802666,1.19490178183497e-11
AKT1,-0.869026210066495,1.34115198827658e-7,-0.996378309259718,2.28339586974237e-8
AP004609.3,-6.21190406231545,1.37137773943981e-7,-3.29654791659176,1.060139837534e-6
ZNF407-AS1,4.95197888772731,1.47749917396387e-7,4.90913264849719,3.60513576209446e-61
Z99127.4,-6.47311986579545,1.48040652571182e-7,-5.12388357428659,4.3641727055485e-21
H2BC4,4.85720037432104,1.48307465958089e-7,4.36822461143687,1.19375954450153e-33
MALT1,-0.720091416757397,1.50888581602442e-7,-1.13894578909016,7.63834908009847e-93
DNM1L,1.28797531132147,1.56399641290068e-7,0.866589920969851,5.59946965428567e-23
BZW2,-0.92714899104332,1.60078828583777e-7,-1.0735893478892,8.76347923826875e-40
AC016168.2,-6.17623969719818,1.66115053233429e-7,-5.03833464250377,3.59606075144705e-18
FER,1.28398853869322,1.71212220316485e-7,0.848258701669964,0.0247241157540234
RBM3,0.669055055592182,1.72291598548725e-7,0.695649074637923,1.0582309259531399e-75
AC100861.1,-6.18581275190768,1.74485789864572e-7,-4.44227983557155,5.751961933244409e-12
C6orf62,1.4528289771859,1.7946165142599e-7,0.785085423798108,8.87841710295651e-7
AL390728.5,-7.46687675862159,1.79682723524027e-7,-3.07059262484016,2.88963436108835e-21
AC008608.2,-5.9086678200722504,1.83631457618341e-7,-5.09303862521709,2.49693407887432e-12
ENSG00000259589,4.17516409373281,1.85110167807839e-7,3.89876773484364,3.09238675009699e-60
AL499604.1,-5.93693076144991,1.86012780191158e-7,-6.57853339567107,3.3742760028279804e-17
AC111182.1,-7.1824574346873,1.9136542313887e-7,-5.70493290848344,1.03701352758661e-33
FAM85B,-2.3170975481808,1.91915111080842e-7,-1.92965931098568,1.5174384999578e-4
MPV17,-1.19360572721422,1.95593462028109e-7,-1.27814117387767,1.7261562856012798e-18
LMO4,-1.43600720140426,1.95898455707088e-7,-1.33823357673252,1.5233460722631199e-30
AC016876.1,-7.16974034107796,2.0458820442314e-7,-3.45840204212778,4.11221770660058e-23
MIR155HG,2.90161730938002,2.06523036135552e-7,2.40590756821219,4.8763717595319795e-20
CD200,2.69745624095951,2.17962533407097e-7,1.59367050368938,0.00249645202987165
PRKCE,1.87036476528916,2.19903221880689e-7,1.43682773936711,1.75117171880801e-14
HEIH,-0.609538291805368,2.25448292604084e-7,-1.09753338988496,1.18270293557433e-13
SMYD2,-1.49263334415047,2.33492437899754e-7,-0.742707852739835,5.68344282108483e-21
COMMD3,-0.852731912086729,2.34155152560196e-7,-1.02216415911851,6.86203137894455e-46
ULK3,-0.895637132641371,2.44492688254951e-7,-0.819377477449492,1.72125568081349e-8
SRCAP,1.33713827237513,2.46603052868954e-7,0.70090107956134,1.0269829810098202e-9
S1PR1-DT,4.79119850773889,2.50009394180934e-7,4.79097010552658,1.56936115182243e-82
KRBOX4,-1.03555205991139,2.50351319727982e-7,-1.49101358988257,2.62076652634906e-50
ENSG00000290921,4.42788282277776,2.50378681866447e-7,4.17828329910298,1.5520723367559599e-49
HERC5,1.28033977977684,2.52973449776672e-7,1.30847546809619,8.49271659547421e-16
FNDC3B,1.70740470532788,2.60234443956123e-7,1.46486842084542,2.21180815988651e-20
PDLIM2,-1.03055789209251,2.66497125279574e-7,-1.14334044574605,6.72844481619882e-14
AC025171.2,-6.81851354681997,2.66900645767508e-7,-3.61722430679667,8.32057400108146e-18
AP002387.2,-8.52137465537151,2.67449547700644e-7,-4.31433528982293,2.8254219726807597e-75
ITGB1,1.28943328902795,2.67775312103072e-7,1.42372427953902,3.51012315473843e-48
CCPG1,1.32013894722962,2.75454762615653e-7,1.19903837734909,6.3424307915138105e-21
FMC1,-1.72249865863405,2.75875913165496e-7,-1.7487368800947,4.3426233593252306e-67
ENSG00000288528,5.11111962620457,2.82389161130554e-7,4.67625572923246,4.57280463164651e-38
PBX3,1.47016225338985,2.89638889303719e-7,1.09158508767066,8.41460075048622e-13
FHIP1B,4.61373981679218,2.99791453357815e-7,4.3404981259527,7.40505711400361e-46
GALNT11,1.38695039192586,3.0325123698073e-7,1.35679621042581,1.4018201175533101e-24
NUDT8,-3.50172184072708,3.27308058735589e-7,-2.14141664813898,5.41537452451449e-6
PIM3,0.831148388394338,3.45949556516367e-7,0.71930652935796,1.29647401922043e-25
TRERF1,-1.62582181602139,3.57690734297438e-7,-1.46162860954532,1.10020613069842e-18
ENSG00000247121,5.27366991964847,3.59205160782543e-7,4.98542187689697,6.49018132531474e-50
XPR1,1.22554879133439,3.70479951725965e-7,1.12145770972656,9.7795216949928e-25
ENSG00000291037,4.10023572948224,3.74160600141036e-7,5.01243953100431,8.822527281211499e-124
LINC03049,5.20407617853925,3.84777040511433e-7,5.86523476584316,8.865137422673438e-121
AP002748.4,-6.73942049304911,3.89464229830559e-7,-2.94619332646539,9.09466730679152e-10
RPS6KA5,1.06235384979994,4.165877335516e-7,0.883896638890019,9.82323570965022e-17
SHOC2,1.0734776772695,4.21587127834321e-7,0.727179858448268,9.25260914479378e-18
ACSL3,0.882180801176589,4.28471710631022e-7,0.676947219765171,4.0415347064940706e-9
AC011603.2,-6.55802028424918,4.33568523492192e-7,-3.46851948899544,3.10485198481466e-8
EYA3,1.25782988722529,4.42957310994797e-7,0.916751291779915,6.46083814876427e-10
MAP4K1,-0.899738363285836,4.44619755046461e-7,-1.05559534140293,5.012230914863411e-15
SPEN-AS1,5.07974430063644,4.45837862510761e-7,4.80486441827503,1.96192506810496e-42
PRANCR,4.68046153985767,4.68232799156838e-7,5.24878337449004,3.79667857803114e-99
AC138969.1,-5.4795884453139,4.7296905622583e-7,-3.85782000175467,2.1301838015544e-4
GIT1,-0.702386522856219,4.82515208650303e-7,-1.58047097645115,7.90957628747833e-18
CLASP1,0.80042379775322,4.86524099491514e-7,0.605368900034299,6.59028275902395e-5
GNG10,-0.926325913344468,4.90820050111798e-7,-0.898496280572433,3.37087061193795e-15
SMURF2,0.865061141166195,4.91358721891595e-7,0.722032690365507,6.24984389630778e-14
NRF1,0.841156457609921,4.93359348533878e-7,0.8489982141682,4.9027958183899194e-12
MT2A,0.825856392410161,5.20141718566644e-7,1.48473897454191,8.190905953178069e-103
SNUPN,-1.09550584098427,5.28017868471823e-7,-0.878267297751206,3.77296306026527e-12
RTL8C,-1.00459105655123,5.28367148488594e-7,-1.1138568731304,4.88328561154705e-7
KIFAP3,1.01691077676723,5.6371506417892e-7,0.709490260434732,2.69477344661222e-8
EHD4,1.74778445598845,6.05107806580452e-7,1.30328392441564,8.992871544745031e-21
LINC01002,-4.89909755829386,6.0760162447665e-7,-5.54070019251502,8.48466553260444e-5
AC055839.2,-5.50745955103129,6.0831946648054e-7,-6.14906218525245,1.33655802113799e-8
GPATCH4,0.782534211987397,6.15090033532887e-7,0.677451290407114,6.53511101868031e-23
GBA1,5.41234757298045,6.19499540128923e-7,4.81237152651085,6.940565021118669e-31
CHRM3-AS2,1.68032558343899,6.20989254054863e-7,1.93220684723675,6.51045018869267e-57
NME7,1.44301513083381,6.22042089699224e-7,1.27320577054849,3.10061597775575e-29
ACSL4,1.25648018343308,6.30375587562491e-7,1.00434675322812,7.57926058488242e-10
LRCH3,1.56956666256041,6.63711198072024e-7,0.705270724780058,2.4071450456450902e-14
ACTR3-AS1,5.79176513773996,6.76840547554749e-7,5.00589627343763,8.169793532919091e-17
HEXB,-0.978277832459642,6.88973285604551e-7,-1.07738943826857,1.49559181380833e-14
DNAJC9,0.93895467187363,6.95759357589634e-7,0.932776729837597,2.8077753274927e-23
TCAF1,-1.07409273119795,6.98397510209173e-7,-1.72012425064686,1.9676266311738598e-49
TNFRSF1A,-0.837090889600243,7.04229570360704e-7,-1.01169446885669,4.6165226611538204e-21
ZNFX1,0.856660052517011,7.26984155117728e-7,0.711411516016985,4.86395103020508e-21
LINC00680,4.81113631530606,7.29742332152476e-7,5.1556968538015,1.70857968868332e-88
NAA10,-2.26542811786449,7.40041704973532e-7,-1.19447154479078,2.3979047397624098e-11
ZNF267,1.55178452063196,7.48825018814206e-7,1.13398506602611,5.6639740677994e-25
LINC03076,4.67586077077899,7.56883384768839e-7,4.09034657165742,1.60004814744795e-28
VARS1,5.48454518139109,7.6892800034929e-7,4.92301474653907,2.43909808615977e-23
AC009126.1,-7.52742339835561,7.74497821620661e-7,-3.89854395982979,1.7527901880340198e-42
FNIP1,0.952313295568978,7.99418659411282e-7,0.802981444453604,4.44467333139423e-13
CARMIL1,1.31486419085315,8.12452128559929e-7,0.67049500117745,6.446712401581619e-11
RHBDD2,0.949967061661952,8.1289268433421e-7,1.46149786567941,1.79076852012002e-80
