"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP020-V1","CP022-entry"
"FCGR3A",7362.29782728879,30802.2724115972,56302384.2870506,21343.5487711593,961644115841.904,3866984.10097058,57890.634664818,428754.560016353,6903281.91049034
"IL2RA",0,0,0.00347208280481241,0.00176433492344147,0.00998864541715483,0.0125562668493446,0.00342266589653008,0,0.00189871595563396
"CD45RO",0.122404716264499,0.011648390277159,0.01267436602333,0.00968423872905219,0,0.0224745372449181,0,0,0
"PDCD1",0,0.00245012885252814,0.0784292415552213,0.0043284437126445,0.00423825534569099,0,0,0,0.0177201799839518
"TIGIT",0.692947597651998,0.253208283877589,12.8689251985852,0.0438145008815193,0.102106775909191,0.00410018984696941,0,0,0.0133833174810669
"Mouse-IgG1",0.00220865696235683,0.00418177825424806,0.000765696573608375,0,0,0.000258745285566146,0,0,0.00028588749901857
"Mouse-IgG2a",0.00323985199338563,0.00287531440059664,0.00383728127439552,0,0,0,0.00187671251166102,0.00516602382449465,0.0117176473265535
"Mouse-IgG2b",0,0.00841159648437484,0.006946546237443,0.0353613915179686,0.019527419398647,0,0,0,0.00544417138256593
"Rat-IgG2b",0.0073646880575101,0.00356525059766571,0.00178601679247707,0.0119194820931012,0.00235122651288938,0,0,0,0.0127358279865417
"MS4A1",0.0103474668560873,0,0.0745749366714748,0.183226922225996,0,0.87375960087491,0,0,0.0138651641770924
"NCR1",2.51876288828871,2.42616336293087,543.583323770396,12.7772478150015,425.218669992429,8.67752529775089,2.45269974311715,2.42515855174387,0.928929690688984
"PECAM1",0.00811857171862262,0.0102955404971424,0.312937863141601,0.0714106719336989,0.0015128216030568,0.000982459290696543,0.000960090662908737,0,0.00161409384132903
"MCAM",0.00468370215988405,0.0435009878110455,0.0789581842243127,0.00741496664012345,0.00977304860243716,0.00412267958718397,0.0527235321065439,0.00487651647913778,0.00847865167597675
"IGHM",0.943610839610443,0.024146928706122,0.285724998034588,0.0235327125032327,1.70022198984728,0,0.00273811175641275,0,0.0656506850719836
"CD5",1.43430822870246,0.52251487881537,11.7530041745595,0.111954733722293,0.554292566066196,0.861027577322818,0.0268692589887605,0.526846384291465,0.243009081971396
"CXCR3",0,0,0,0,0,0,0,0,0.00142736133995489
"CCR5",0,0,0,0,0,0,0,0.00201121904461584,0
"FCGR2A",0.173302181846223,0.0130899197556373,0.187351879078393,0.0155228341140983,6.51222726077193,0.254560184909246,2.68553218375273,0,0.0581605162978872
"CCR6",0.0102839244161341,0.0739283280376247,0.0101572552873482,0.0163215234895751,0.00464792046538536,0,0.12899877605725,0.0112029147875185,0.0156740281038898
"CXCR5",0,0,0.00458185238178672,0,0.000964859289720955,0.00128613843077918,0,0.00282064038419152,0.00776659853055308
"ITGAE",0.452064957379681,0.0443951395719907,1740.5402993297,0.370186586680645,1.86516960744978,0.35395310709012,1.1228633354105,0.0440530255046987,0.104294980611862
"CD69",53.1968101852479,5.07484226315739,283.768875680512,0.0207962203122778,0.190453889417582,0.00702239718176499,0.0165121082403781,0.00527026013348266,0.0616159546690276
"SELL",651.32298635338,9592.93362453324,9.47396019315448,20948.4095510949,0.106340957803047,967.307900815903,106.438216541466,33853.9258272627,14.6920828498393
"KLRB1",0.775192526931087,2.23039113211993,111.638581474506,0.00099804087313743,0.586184133022881,0.0356293059546202,0.00299925921710439,0.0249345648891243,0.0411526361923146
"CTLA4",0.00711301584899417,0.000520262695563162,0,0,0,0,0,0,0
"LAG3",0,0.013436361254194,0.0155144299023269,0,0,0,0,0.0183338640101121,0
"KLRG1",0.0314185762139668,0.208892557198361,3.95855757827916,0.0804701968832885,0.0482930447563634,0.0728106801057646,0,0.624026268595789,0.00844107607498624
"CD27",0.128689068286236,0.92064973863716,0.00069304135818589,0.292826116506596,0.04549371063121,1.10163536198133,0.105436563681156,0.117006079112414,0.12890532129507
"LAMP1",0.00275236048853195,0.142149640359757,0.0400782210537308,0.0444022204892085,0.00101854402719419,0.00966862565507038,0.0097587673709369,0.00515802512337745,0.00222341478007709
"FAS",0.0359819795378215,1.1763680497998,1.01454872238256,0.00711607793106793,0.00704642241491487,0.0228412328170023,0.0105957211452558,0.00546691284868048,0.0649780242954807
"TNFRSF4",0,0.000975661255671782,0.0130137827712886,0,0,0,0,0,0
"HLA-DRA",22.9086122181254,0.0253850455671416,0.0716285076416829,0.268848297507159,0.0462304778360794,1.54810163801147,0.000511174485863129,0.101866044442579,0.0279170349150955
"CD1C",0.00460919541448858,0.0464533015647907,0.0478535043505112,0,0.321660247149483,0.0226352628853279,0.352780798158863,0.0108625993492624,0.0131258992956689
"ITGAM",0.120345568249472,2.07075053478252,41.127915716717,0.0154089369663419,0.749357625915895,0.508885261080844,0.157923756853575,0.0579963472984199,0.120867763057039
"FCGR1A",0.150346894995604,0.138198049723155,13361.8040945835,0.06807391545875,0.0255769605683105,0.0206557369898487,0.0031010993970773,0.0064770003575378,0.0330692944103863
"THBD",0,0,0.000262677869520891,0,0,0,0,0,0
"CD1D",0.000170717431928667,0.00323404631741506,0.000524681771212559,0.000347691500070034,0.00964910872533015,0,0.0166510952756813,0,0.00143686808355516
"KLRK1",0.0108379269710846,0.0181777761969403,2.22538564892641,0,0.00648767593857381,0,0.00331562414890296,0,0.00308196542355435
"CR1",0.00440550930533706,0.121507078189287,0.516085199276698,2.46870105637373,17.4670826713534,0.000526262715120705,0,0.0829798780968469,0.346874843602711
"B3GAT1",4583.71427389568,87.5771899838214,3133.68917178618,852.31618878219,199.396647884856,10.9519915295511,48.033250951261,5.63556762468332,125.944226102747
"BTLA",0.0362120490256483,0.0221568602747997,0.0136754359835187,0.000546590936582893,0,0,0,0,0.00503265456480498
"ICOS",0.00419164390280486,0.013412854390524,0.300209920614338,0,3.19194431103973,0,0.531061577147616,0,0.00117984682544534
"CD58",0.000627872233643541,0.0212127243029195,0.0426774500789595,0,0,0,0,0.0562993011387306,0
"ENTPD1",0.0186253591412898,0.00921069688407313,0.89922872609177,0.0227524529221231,0.0180595549422185,0.0774097242891189,0.0566930480658867,0.056188397516748,2.96482697948997
"CX3CR1",0.010790795092385,0.0834220388030063,1.07230432467545,0.00678017181290276,0.0300639739627205,0,0,0,0.000417529452326841
"CD24",0.0168241793961735,0.00351403267546334,0.0025903549081281,0,0,0,0,0,0
"CR2",0.102594211156479,0.0244523655304608,0.328552819090152,0.101065044182132,4.53819276856871,0.183407835604352,0.129930038154023,0.173544493869195,0.111359590406497
"ITGAL",317.614313062242,1119.10261345948,351.560530965119,80.8791806158689,8759.66091348492,91.8582136916888,22.5073719260835,146.666107020484,107.737028508432
"CD79B",0,0.00235314300536005,0,0,0,0,0,0,0
"CD244",1.23676545517661,3.24618318661557,134.143152007755,0.983594785828168,43.7444310995493,1.24228881165241,0.616534833768218,14.8663157122452,5.07396881547333
"SIGLEC1",0.00362366775799792,0.00316400862121171,0.0628399649184332,0,0,0,0.00176959283001998,0,0.000504818576023301
"ITGB7",0.0128369519626285,0.0130664775617397,0.291910615539875,0.0716828541478996,0.00997883510033993,0,0,0.691587486636825,0.00224524478560153
"TNFRSF13C",0,0.0162687319189111,0.00196777187373966,0,0.0125498356729207,0.0329163417117723,0,0.0509232111481776,0.000992115451021118
"GP1BB",0.0103084666204522,0.072910031590352,0,0.0084563834165872,0.0208104422710576,0.0174383960523102,0.00182815009834797,0.0656094985835384,0.00675401732622786
"ICAM1",0.265907708044844,0.503759815246049,1.13386994042714,0.997291672356606,0.35724521095135,3.1435595058532,0.122227065619637,0.602795402200953,0.440690625190843
"SELP",0,0.0065006972439963,0,0.012057191052118,0.00794604086506886,0.0623013192619576,0.00289038722874246,0,0.000978102038873625
"IFNGR1",0,0,0.155386061042083,0,0,0,0,0.00928478427174475,0.00563827541503516
"TCR-AB",0.13349809187171,0.246939439661933,0.00112308025447024,0.947946984511597,0.0437903014906444,0.895311598649698,0.00525534638655207,0.0852970780404082,0.0898708218104128
"Rat-IgG1",0.0023275152729727,0.00940292015129547,0.037107346371402,0.0048900951266954,0,0,0,0.00162944296259406,0.00436001772781214
"Rat-IgG2a",3.5518473102444e-05,0,0.00650145141204817,0.00817980048574963,0.00123826130440522,0.00657540415698441,0,0,0.00146758213975052
"Hamster-IgG",0,0,0.00492210282699338,0.00139829212728597,0,0.00201095021265158,0.0129225976885148,0.0441986649620078,0
"IL2RB",0.0385122045850203,0.223727681646708,19.1619180596599,0.0249833920906454,0.0716790837951689,0.0841017377914803,0.0156909710606952,0.158001105717165,0.0606908829847259
"TNFRSF13B",0.00088581506211153,0,0,0.00409275957353526,0.00730824154098946,0,0,0,0
"FCER1A",0,0.000526828800833171,0.0028600298534013,0.0215088280264219,0.000977231755410432,0.00172099002483947,0,0.000554285702362334,0.00274401362221347
"ITGA2B",0.0108579951743874,0.00703911118589356,0.0087332255211395,0.0104610376520247,0.0163521855600956,0.0111294731378512,0.0117688972823313,0.0101540674476126,0.01135769039978
"TNFRSF9",0,0.00453938141175769,0.00333826006527009,0.00190919277714823,0,0,0,0,0.0308784034025146
"CD163",0,0.000205600653369424,0.0435033924953055,0.0208085640470012,0.00555082567101979,0.00806528991540887,0.00141971461824122,0.0367791304247535,0.0398467685201389
"CD83",0,0,0,0,0,0,0,0,0
"IL4R",0.00641695008234594,0.00377167790551643,0.00241838192586707,0,0,0,0,0,0.000106463334350507
"ANPEP",0,0.167103333669913,0.209032714034927,0.0187619501869082,0.0261196618174709,0.00252608077071479,0.00871165356580524,0,0.00726851667970085
"CD2",1.59862970922475,1.42576084477625,84.3974977490347,65.8722627363326,5.49291679839334,5.16038002989289,2.72167530943496,6.65217937672998,1.69826671552239
"CD226",0,0,0.273350397679678,0,0,0,0,0.00261312583423381,0
"ITGB1",3.93024519708975,0.121225500505478,9.27894774957844,1.47803955199466,0.380833426707072,0.0677417734240432,0.164874702413246,0.266186510535026,0.508868347285031
"CLEC4C",0.0578270181980283,0.0041079621232903,0.0162289062961967,0.0531532227441512,0.00176086882548501,0.0166955439751993,0.00671157791298793,0,0.0375572239441933
"ITGA2",0.0100627552602215,0.0156889657009724,0,0.00418833071117482,0.00374802961074944,0.000779557396601235,0,0,0.000438480852223552
"CD81",0.0357225035166589,0.290165138233974,0.786326570896707,0.00147656421234144,0.0119479097112139,0.00367328193465987,0.00940706483651332,0.103199323028836,0.0221203661147125
"IGHD",0.0838530196816013,0.16441388168046,0.0492250907147901,1.14332544632379,1.67059422888828,0.0112194775322234,0.112380838778307,0.00319980335335956,0.0462724768828498
"ITGB2",2045.30490531513,2938.06440238717,4890.51199192208,1370.59542661596,18869.6284344915,219.218634693211,183.223797343907,426.07966562418,356.803566823349
"CD28",0.0158485838022851,0.016905837144127,0.4311649753528,0.00311028151458395,0.0171390166304113,0.00069844558473066,0.00688885635965365,0,0.00063219147913737
"CD38",31.8177521695936,6.39358373018418,179.763252037241,5.29834416973251,767.613198012316,18.1391601609787,3.78595578536349,17.5452622839403,18.3653330933766
"IL7R",0.000100157631168699,0.000136335375643984,0.00444679494277844,0.00166225397153103,0.00608275292039048,0.00728286665227545,0,0,0.000376380979241822
"CD45",9.64965953743899,30.7063937101154,131.267754367715,2.5239390947306,28.2466063157594,4.25808195335872,0.687940596950309,4.93126314009262,2.26567639063458
"CD22",0.0287808846018888,0.0674889183793724,0.0914826717870689,0.107061621355043,0.362845355677766,0.916198581455855,5.63807127929897,0.151837869376678,0.535262376647876
"TFRC",0.0168048475878654,0.00319192646240987,0.0243502325714382,0,1.25380338255247,0,0,0,6.1078785183547
"DPP4",0.0222514945482716,0.0169673919650167,0.00482292229852458,0.132748749321143,0.0491757403942881,0.0220511611802644,3.50460183855254e-05,0.0319054319806866,0
"CD36",0.0497626295920055,0.00631589232397285,0,0.016657148079002,0.00276018436879644,0.0122094298511868,0.00122722476362604,0.000226586188935254,5.02589664884248e-05
"KIR2DL1",118.944842750705,2.31990424419873,6224.05383351076,711.137938518552,1009125.75771532,535.719723066581,2751.10049826166,68.6523318101505,46286.5769508155
"ITGA1",0.878535887665932,0.0690405310832779,0.639765595909272,2.63089741779111,0.056295162862985,0.0285370531546872,2.1455144302049,0.0415468813228266,6.69841996891676
"ITGA4",0.241463320414971,1.44205104974523,28.3702270465845,0.0692714318526678,1.56191715425993,0.0626478266903247,0.0189404161441817,13.3935465291302,0.090210215373617
"NT5E",0,0.0592666371319091,0.117140917164695,0.00439294249271144,0,0.0156911244654261,0.0268262028267191,0.0463255273280135,0.0171413916966517
"TCR-vA7.2",0.0406680329183808,0.286723151305401,0.0429741003417899,0.0256915524759801,0.107766484138619,0.0454892185730115,0.00627850686939913,0.000287256499189323,0.0184535462713872
"TCR-vD2",0.0292141489106666,0.0745562042586292,0.0398803196839133,0.456696294662594,0.0165583471975751,0.00997763057066664,0.0199881720534105,0.00204104434076023,6.59381075489866e-05
"OLR1",0.0114081157571992,0.016664060736288,0.0449252173102599,0.00838863484905248,0,0.011695445454458,0,0,0.000399277885293709
"KIR2DL3",1321.77914515539,126.989901632271,3010.30296048555,599.087041555907,2374828.70272031,448.354702628806,475.539138203116,0.402617408699421,559.778298622561
"KIR3DL1",1.62116066614986,131.454417942713,11879220167.7831,49.1488298808423,1056761.54253194,726.663009568191,54.9400457467738,1399.22761311063,523.694346027323
"SLAMF7",0,0.0426742463982828,0.262374546046463,0,0,0,0,0,0
"CD99",4217.19249252065,176.71909238308,3234.8154966077,442.06766111188,118.340310995297,61.731544091555,36.5300539004388,574.417711169212,784.965398404109
"CLEC12A",0.108911167425424,646.996777182586,28.126307709388,0.0680587376334706,0.0254505096450769,0.17251514394233,0.00926132445568827,0.214094468062818,0.089973832394841
"SLAMF6",0.110096970490904,0.227154329926946,4.4104636090071,0.0254003487835115,0.372899368919699,0.0328215353808976,0.0353677668421619,0.118721494744998,0.021660343575141
"KLRD1",6.34271162790556,4.92858721740057,3529.90310808048,1.19782247207525,102.58319570029,1.09932331616122,0.825036199107229,23.3047623952265,2.71300470266021
"IGKC",0.086137244657712,0.0022678169950628,0.0337858371370166,0,7.12476041448486,0.00178747591041239,0.11784342935703,0,0.100010567289777
"LILRB1",0.000216173671571876,0,0,0.00192868361667742,0,0.0006191586108713,0,0,0
"FCER2",0,0,0.00326957274663874,0,0,0,0,0,0
"Human-Ig",0.131017025870278,0.0114182988940347,0.0301480951483222,0.0491599313400647,0.822005498230197,0,0.191602252984745,0,0.172751494777984
"SIGLEC7",30290.8576303964,175920.10850053,2320987.57890993,15.8387479406381,7057984.84183401,5091721.17300782,349.721871263202,85.1858155791463,2333.34711779535
"ADGRG1",246.20299549124,135.23160294676,285391.826767288,8.98647862624385,49.9068165134476,10.3202992756744,2.66951576436231,21.9146145962063,4.39342061971478
"HLA-E",0.0366029126075774,0.0366701150743963,0.123645412280274,0.021686108083831,0.0460394883137451,0.00414902082893782,0.00334980265579731,0,0.0784957551696009
"CD82",0,0,0.00242365087472202,0,0.00360586108828116,0,0,0,0.0302513554340593
"CD101",0.000662732527644469,0.00658644003235843,0.569785037255565,0.0126855420368026,0.0107036852644531,4.10044443833506,0.038820704419755,0.304981119394177,0.00635248476360806
"C5AR1",0.0278734073638445,0.0155479275410541,3.24080670611713,0,0.00515590055917478,0,0,0,0.00228712596807936
"GGT1",0,0,0,0.00230678386764919,0,0,0,0,0
