"","CP002-entry","CP006-entry","CP016-entry","CP018-entry","CP020-V1","CP022-entry"
"FCGR2A",0.0599739427763907,0.0263023019439449,0,0,0.484191913624696,0.0177675912548986
"CCR6",0,0,0,0.00749728697919265,0.0694085576544606,0.0028922757220574
"CXCR5",0.0011323079235677,0,0.00545973170882557,0.000646484543969781,0.000728530933764258,0
"ITGAE",34.9863473758267,130.589067407635,255.156857712898,403784.408991297,20.7053967251056,252.069341291703
"CD69",55.8074056004852,283114.696069763,0,0.860503981949786,0.100135983837483,1.41876419733829
"SELL",11040.8361170842,32859.0962443462,201.418875838006,3566.08251841035,75113120.2907752,53533.1646208876
"KLRB1",0.601506613950396,0.26444783713157,0,6.09683254961931,0.60861545220663,0.000771912077978228
"CTLA4",0,0.00576328857769877,0,0,0.000734268889254314,0
"LAG3",0,11.9754040245331,0,0.104280175910467,0.126669384136071,0.00248259450241188
"KLRG1",0.751954419057458,2.77774177993419,0,5.02558808127112,35.3028138758676,0.14403476668694
"CD27",175.175490164665,602.495227581138,24304.5685548256,6363.46557637906,44709.5425667194,36913.7165647163
"LAMP1",0.00257111775273564,0.0752579333216407,0,0.0646903475920367,0.174280978681349,0.00597401607247012
"FAS",0.455964208688265,79.0023302481077,0.926728862691787,96.1082521689031,1.90394341360353,1.40686718634171
"TNFRSF4",0,0.00885567678489007,0,0.00129201838971414,0,0
"HLA-DRA",0.31004186492214,0.830096704868346,0.188444033761944,1.45419207665715,3.4829667385829,0.7410659737122
"CD1C",0.0770130790568549,0.0279694606378763,0.0237886980908308,0.0695552936436159,0.056193835528261,0.00751271738668467
"ITGAM",0.0327511494323233,0.120051366528537,0.00265916990424571,0,0.180899458767706,0.0618118035974098
"FCGR1A",0.0732072527149862,0.0459147643063152,0,0,0.108770014985538,0.0651541846492248
"THBD",0,0,0,0.00135350075326073,0.00460982749170139,0
"CD1D",0.00541863521988182,0,0,0,0,0
"KLRK1",0.0374481509017475,4.71921070694409,1.09060046086164,1.59368678504548,0,0.0347070748086699
"CR1",0.0560304107818769,0.161315434115067,0,0.0038323868343365,1.62253015274329,0.141258000540976
"B3GAT1",2812054.29780627,0.314748547099844,1.32199480005457,1.56171245857411,1070.63352483681,8026.17318487771
"BTLA",0.0653910918875045,0.169992347078706,0,0.243741470638308,0.00127868724859538,0
"ICOS",2.8394103193943,32989.676582997,3.91185545856782,1834.14366775872,130.403986204799,6.47982047282379
"CD58",0,0.00553902145470318,0,0.122344495039473,0.229954369323389,0
"ENTPD1",0.0706146024154244,4.43752399709261,8.27560302781317,0.0229199863005075,2.64257126023079,0.244171903373785
"CX3CR1",0.00410181606578906,0.00206706522333664,0,0.00130766089684424,0,0
"CD24",0.0249186668134755,0.00445326179944806,0.00167362068243299,0.0127042950085528,0,0
"CR2",0.192474567042447,4.07915122678527,0.221950161406267,0.63991886076499,0.0505384647451192,0.108642323414637
"ITGAL",1279.3823480126,130.036263876939,245.266432871624,1854.92658760141,672.00859206634,716.860040470338
"CD79B",0,0.00553517854273943,0,0,0,0
"CD244",0.146507814925112,9.23260419182273,0.262210362902266,5.6130715480421,2.90966797854793,1.83466442367277
"SIGLEC1",0,0.0321799586539072,0,0,0.0218650164821102,0
"ITGB7",1.1705716076176,0.741099010792549,2.88760547036258,17.7745297741323,1456.21593625384,1.96427173390629
"TNFRSF13C",0,0.0886028969026175,0,0.0172302939880002,0.00137126277999134,0
"GP1BB",0.0012589643905884,0,0.10583391297178,0.421973742958092,0.177254658144122,0.0266311521373051
"ICAM1",0.136414997978528,1.14623193582233,1.03512848435589,0.711057928949928,2.29311427022473,9.59392070567782
"SELP",0,0.0251408103723229,1.4085486906418,1.95521353722363,44.5591901051561,1.62012542030143
"IFNGR1",0.00110992100997353,0.0478267558736314,0,0.0206881900738858,0,0
"TCR-AB",22.2632808377426,64.5515749072231,3.60876047508859,27.1694292019029,14.1101101290902,31.2508745028681
"Rat-IgG1",0.00347260282788462,0.000338223545920367,0,0,0.021606623584362,0
"Rat-IgG2a",0.000452822946771494,0,0.00322928045013388,0,0,0.0156703243083279
"Hamster-IgG",0.00262388612333287,0,0,0,0,0
"IL2RB",0.00599885508172805,3.56851622396135,0.00395103719016249,0.0828976073070167,0.0165224234237212,0.0156245864424197
"TNFRSF13B",0.00313228477637507,0,0,0,0,0
"FCER1A",0,0.000674911820751925,0,0,0.00102975873266116,0
"ITGA2B",0,0,0.356092085574283,0.21579475457204,0.130164825106023,1.73683269994563
"TNFRSF9",0,0.267889662168346,0,0.0097595492027705,0,0.0376216213968437
"CD163",0,0.0239012481845079,0,0.0042716191235668,0.00277419890942365,0.0428820737998545
"CD83",0,0.00502171704064094,0,0,0,0
"IL4R",0.0343778146121635,0.0124055619361455,0,0,0,0
"ANPEP",0.00641732832866321,0.186763366425257,0.0057441752127343,0.0478276506460459,4446050.26272724,0
"CD2",7769.81573703962,2984251.93969513,422.999925458504,2034.84959614641,2057.58312887858,1233.77758539238
"CD226",0,0.11604839389283,0,0.0083429172590327,0.102290789809318,0.0130482831272128
"ITGB1",10.5746402485677,170.837592370141,0.61866138304839,10.6009907802611,2.62569202838236,5.69305886081697
"CLEC4C",0.276576699976663,0.0236876296002623,0,0.000663539847867819,0.0218733690832014,0.0613276194476551
"ITGA2",0.00690552862018283,0.080431899667033,0.232388833786074,0.0826566213482565,0.453158167375042,2.26873003353522
"CD81",0.0435663713986198,15.55791952833,0.016861012478309,2.05756252999784,2.64003813011901,0.00293427500692198
"IGHD",0.426198450085837,0,0,0,0.50145943075214,0.991051008534211
"ITGB2",5766.46315491241,7910.15919910462,6985.9656346686,101599.645162662,11071.4848967996,7415.65032128398
"CD28",0.929273187366457,6416.85787443688,0.0864278329986,392.114673243219,1.27656168008112,0.143092071037865
"CD38",23.4906289688986,443.986430118554,27.0200974649781,97.7448546897766,29.6631947421152,35.9245911192461
"IL7R",0.0903008441929768,1.24485921964279,0,0.0413655411972366,0.00827667085802243,0.158587616494323
"CD45",108.381634192126,2992.02777501666,50.598139777451,336.876453053855,98.8198552821603,77.9009591453527
"CD22",0.121909867759852,1.02992735875226,0.329409660599855,0.0337014628089448,0.0126168236163179,0.185452405574991
"TFRC",0.0514403157166381,3878.54813139591,0.00182104762342926,2.178100310715,1.5781284765994,0.576809890464538
"DPP4",2.83215889616698,53.8905124979196,0.00723581976911893,0.372477340643385,0.309649867388177,0.0141197040750971
"CD36",0.00127657091246174,0,0.32814811306864,0.128162699371869,0.112212550175984,9.06400824603077
"KIR2DL1",0.0290719162443765,0,0,0,0,0
"ITGA1",152.342652397946,87609969.6229952,161.596477431154,25222.4799647127,21.9580395871849,2713.73158096884
"ITGA4",1.59676852884588,5031.37518252046,0.314198763863574,78.1922888802026,926.961087346364,0.844126955825375
"NT5E",0.0688550681929756,5.89726424877979,0.00334858493439063,0.300910797055637,0.00519665163573949,0.710063783929957
"TCR-vA7.2",21.0492539516412,62284.9438994772,7.30594358930152,0,222.110798617279,80.1865710634819
"TCR-vD2",8.35310512607513,0.0753580658348768,0.00102275981639528,0.002557976452754,0.093601065335569,0.00485031178119799
"OLR1",0.0209637752141397,0.0467109049962734,0,0.00595736503485625,0.0014051386342056,0.00729233518046029
"KIR2DL3",2.03622499573173,0.0843166392920082,0.0045074739482137,0.0664696243789032,0,0.122502620817245
"KIR3DL1",0.000864383858449852,24690574784.1093,0.0078686267494794,0.0269965003589743,0.0240605024987502,0.550938855669527
"SLAMF7",0.00103243223366082,0.697765805191551,0,2.30134991287632,0,0
"CD99",746606.943408611,29331932.1453019,864.292069738548,841090.384166605,513562.233928327,45585.9306494195
"CLEC12A",0.0430212598097209,0.410752107563852,0.00829236386281237,0.0964359471171914,3360.63243515337,4.09649669364715
"SLAMF6",0.998714448150133,126.906690209407,0.492524389889617,13.0896965184237,2.51459315770893,0.293301800968225
"KLRD1",5.41698371291023,158.311746322667,1.08453963116175,0.0723351241249056,2.58879101631103,2.3493109872905
"IGKC",4.40256635579302,0.010310805069332,0,0.0340170363177857,0,0
"LILRB1",0,0,0,0,0,0
"FCER2",0,0,0,0,0,0
"Human-Ig",5.28436559554857,0.0217033672244312,0.00213590621508862,0.0222877087749914,0.0184038721717106,0
"SIGLEC7",0.00155427223840765,0.0892641519487322,0.284649508054462,0.080049390511264,16.9035626009506,0.862848651411552
"ADGRG1",91.516298408908,2.28210299117156,0.1618475596376,4875.63284498335,0.84150234523884,3.00964868409769
"HLA-E",0.0374178787215148,0.859789614796868,0.00900950855102628,1.46177049727169,0,0.0395566870315161
"CD82",0,0.0351878659177774,0,0.0101887740485126,0,0.00865750817364653
"CD101",0.065954726139609,8.89245560716298,167.672126922428,70.3442311670201,0.86228544107569,8.97036561475347
"C5AR1",0.0978448518469681,0.0472568288736077,0,0.0334316470490318,0.000128641362665214,0.0201506284190925
"GGT1",0.00327277975046366,0.293779300907806,0.0026478835500985,0.032650291619251,0,0.0280873365887781
