"","CP002-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP042-entry"
"CD5",6.9068519324581,329.239281775931,0.520373068142506,46.7690328019181,5.24831057737462,12.370892191705,3.07925666873181,64.9729054082785,7.92364642477249
"CXCR3",0,0.0159146552073688,0,0,0,0,0.0128518962269812,0,0.00807036913130235
"CCR5",1.45198752948852,11.270851576626,0.427628438750766,0,0.220295032406584,0.387977636843898,6.21171155219589,2.1443144224123,0.27781443759313
"FCGR2A",0.0139457834422975,0.825833322486507,0.0531829868078853,0.0212297875190765,0.00955816649698684,0.021140295162099,3.36524105066135,0.073025164053678,0
"CCR6",1.09051610726665,24.5187642748386,0.0563027971644884,0.099118346678211,0.0738987173677871,0.289903882728089,1.06652917105737,0.132428154851702,0
"CXCR5",0.0079707755568912,0.0202441911801926,0,0,0.00446006255350039,0,0,0.00497775068373891,0.0285041925432645
"ITGAE",78.0099034794745,29.9897551434054,0.0437395722406902,144.628903539061,2.90859777950064,0.0186992273553325,702602.87008156,0.0214736297164391,26.2133943352141
"CD69",242.614709718462,145756.182676581,0.42696061524187,1142.98757380333,0.726729049948606,0.0351154651055069,51.7179778876351,0.697339705647128,0.189752322247558
"SELL",8375.26502831217,236.673981581322,2373.90173979103,47.9058802474624,540.086288873586,63608.4755506996,1346.00456738806,16727103.8078758,18013.3075102649
"KLRB1",1385.10868882803,713444.141862525,0.453068980505878,347.696290163131,1.6596516144557,1.24207695690521,208681.006220056,8.23338446038299,1.31810050228771
"CTLA4",0.00306283714921274,0,0,0,0,0,0,0,0
"LAG3",0,0.0712619129964165,0,0,0,0,0.0201731104987833,0.0216199019045851,0
"KLRG1",11.8587307911387,28239.5231764318,3.93463641804869,46.9915125477765,4.69381223827239,1.29829824333241,959.124459954331,438.891280394217,0.626389366224966
"CD27",1110.71254186071,5.06401791944021,1477.29231581228,254.8322397273,29.1780984767161,6.0573479942931,8.718602896949,945.008960640215,1176.91922247006
"LAMP1",0.0164540141836905,0.247525054252554,0,0,0,0,0.0146326547553308,0.0893595799155845,0.00146095738384706
"FAS",0.167045702116884,25.9779769023221,0.0128369366733694,1.15536934364104,0.0867514445507855,0.0346344886361874,6.68569015389722,0.205191954874374,0.197819547776754
"TNFRSF4",0,0,0,0,0,0,0,0,0
"HLA-DRA",0.645819964275783,0.180623507000296,0.0782690685368017,0.00819181072523933,0.0470718101464377,0.00605916157914615,2.18050855724822,0.0492010150677141,0.0480915529293521
"CD1C",0.0101583165012214,0,0.00917224615397859,2.39315442008501e-05,0.011711113581325,0.00228292922968765,0.039687236861875,0.144066215687599,2.78082305912634
"ITGAM",0.105744432346677,7.24932778007078,0.020183286682545,0.157000120469628,0.0489609287268629,0.0208219801688132,0.351658540272636,0.0225959036694081,0.0138895170775582
"FCGR1A",0.00167900655026515,0.079215220203442,0.0194579426877539,0.0337545492124131,0.1079815008356,0.00256994282104719,0.076800057396655,0.0288231862325279,0.198510262072734
"THBD",0,0,0,0.000650607948407384,0,0,0,0.00764242154711364,0
"CD1D",0,0,0.0110355370034756,0,0,0.00295274430469624,0,0.0024096897908403,0.00664125555863298
"KLRK1",0,1.76926569624193,0,0.0108468480511854,0,0.00324256379151832,0.041680903205665,0.00118713977938176,0
"CR1",0.538296649505734,1.10081452672933,0,0.0603915932952569,1.07201995196193,0,84.560377526072,0.100251508245004,0.109235628678966
"B3GAT1",264.944929124832,0,19.5513890602575,0.0111915130602897,2.13812778094069,0.0111444874142319,40.8484268078703,0.460077999749875,4.96104754216276
"BTLA",0.0245341594841252,0.0843778016284422,0,0,0.00148591925080878,0,0.022599724810518,0,0.00233790595771137
"ICOS",0.578608554953295,7.097540997941,0,5924.95526596347,0.0613389651266823,0.0511203800686294,0.331874585281875,0.758759231609086,0.1917649897937
"CD58",0.00440670362039156,0.0593987816696377,0,0,0,0,0.121332107566059,0.199210469701649,0
"ENTPD1",0.0176634324514292,0.0333005882043226,0.0145186020619664,0.0608339693659846,0.0112511760330871,0.0481915427012473,0.0205771453562107,0.0128380355615765,0.00730490765527609
"CX3CR1",0,0,0,0,0,0,0.0957123996300209,0,0
"CD24",0.042778419233801,0.344457373363817,0.0273597514347734,0,0.00254466937932439,0,0.243520458555712,0.00160904966422025,0
"CR2",0.666929519366613,0.324674267495393,1.64225466852973,27.7626368839411,0.081442535649031,0.150293010569833,0.222012183674508,0.959666933746591,0.0936527643994039
"ITGAL",195.705655090832,539.927424130445,75.0536044338714,7523.20524767407,173.861712520344,16.6559938650094,562.622446770764,336.563053970584,21.7211780307111
"CD79B",0,0.015888579927992,0,0,0,0,0,0,0
"CD244",0.0395549892701484,10.8376768868245,0.0763642358419278,7.5225759366762,0.148498210685643,0.142647070764976,1.29954887572166,4.39502412174925,0.151123108354492
"SIGLEC1",0,0,0,0,0,0,0,3.59098963044099e-05,0
"ITGB7",0.209491457174959,0.0427428267626638,0.271047538766046,0.77148308962922,0.0332907173741329,0.0392552279191669,0.82182803791414,1.56151420196687,0.049530664679271
"TNFRSF13C",0,0.0185630232201359,0.0109789603473583,0.0138060412039339,0,0,0,0.0046288546410123,0.0110765674019914
"GP1BB",0.0504939936314826,0,0.0558499936207537,0.225888506594555,0.351425730369264,0.187948807339166,0.132558123449809,0.30051494471824,0.0884608330893003
"ICAM1",0.217372107918013,2.68917642293703,0.55979832297345,9.16794041232999,47.5621927306892,0.592952629075299,12.1720135938647,0.949247927887644,2.0467689830406
"SELP",0.0133624114078436,0,0.00349677849651624,3.92933585107224,1.99074661970779,18.8256526825568,1.31008052035936,1.07703861412429,0.42343853452691
"IFNGR1",0.0143061066641475,1.44549297680554,0,0,0,0,0.72185400532359,0.0219568167396497,0
"TCR-AB",0.116229547103186,0.21684772560011,0.0060345480739146,0.0132386644243491,0.333418153937773,0.0347423439440293,0.39919825725506,0.598153046852001,0.598760640286363
"Rat-IgG1",0,0,0,0,0.00811221632080687,0,0.00398442836385852,1.56376305649398e-05,0.0152834736402178
"Rat-IgG2a",0,0.0246928421749792,0,0,0,0.0118081761385536,0,0.00371113740873735,0.0239591051514767
"Hamster-IgG",0.0195372763368358,0.00599399573426986,0.00864583995001601,0,0.0141784672062202,0,0,0.00252316856822905,0.0015972005766298
"IL2RB",0,0.318939142328818,0,0.0381080962259757,0,0.0214378547802589,0.0765866382296862,0.0308315409727766,0.000457510252824017
"TNFRSF13B",0,0,0,0.007779667189238,0,0,0,0,0.00213252280831359
"FCER1A",0.00772624691110841,0,0,0,0.00364751766104908,0,0.00101758547015906,0.00254446975268351,0
"ITGA2B",2.59434568598966,0,12.4435019571293,0.0403715935529722,0.279450132811428,3.64059884503216,0.236946991451628,0.209178843901846,0.113746718751575
"TNFRSF9",0,0.00956297472574759,0,0.0158372140110513,0,0,0.00658355448010541,0,0
"CD163",0.00602426496690121,0,0.140898010283447,0.0182675617267367,0.00315012910051456,0.0404938526914708,0.0654334141781086,0.00937548863592083,0.0311899617081739
"CD83",0,0,0,0,0,0,0,0,0
"IL4R",10101.7803172056,0,0,0,0,0,0.000281343226099884,0,0
"ANPEP",0,0.0269778835125354,0.00142755831425781,0.0441364356066628,0.0271999203606926,0.00113967741794746,0.0681013987310867,0.0328187245785442,0.0166221979139757
"CD2",325.865272576958,12652.4758846494,11.5613795913821,235.354945293988,29.3328856054073,13.9229799283615,177.576240915355,326.171710083637,11.5793571061345
"CD226",0,0.0553491640145072,0,0,0.00700592519439765,0.0101198736168752,0.0445557632675071,0.203639345879243,0.000515926241277828
"ITGB1",5.37109908081475,6.28786346338611,0.467682128146301,0.550767286369728,0.364154157090867,1.00943417021673,2.53953043473597,0.812799508450642,0.155899300826473
"CLEC4C",0.141592546403508,0,0.0198340595022962,0.00282919378166915,0.0306690362228488,0.0206784340744957,0,0.00185361898527328,0.038319750506246
"ITGA2",0.0624080548843935,0,0.3896419627998,0.0300764019580151,0.206326080728109,1.18396654038996,0.444420148616303,0.964188227525943,0.201623133116118
"CD81",0.0249358389532544,5.40999604341937,0,0.237586464014676,0.0157120359546097,0,1.29776733534908,0.336639306691114,0
"IGHD",0.0799389715500446,0.108974421166237,0.000144239124299356,0.22887506834329,0.0595980239603682,0.0188676072408641,0.0201755448479705,0.101721764266545,0.0399323099784841
"ITGB2",5440.84239351797,11994.9069589204,1188.64212042074,7161.22133922017,720.753033254682,294.165425748974,4388.15362644095,2391.57712337366,71.5337600173857
"CD28",1.27709760580692,2835.46290011329,0.142921121427315,1.01183616188949,0.21869082858217,0.0840570529225817,129.491128659792,0.825653256711578,0.151004370834574
"CD38",1.55276621090413,22.2853792578429,0.139518398076622,22.1443764043369,0.562658414826656,0.0411191687221277,2.67667544817688,2.17489987442821,1.71075087476134
"IL7R",2.96128714968967,4.47036010242421,2.24479245061836,2.16888686582094,3.25933412108873,1.09840851457969,9.67109296289196,0.107583444473535,0.815813945952169
"CD45",40.9507324426383,2814.75112191018,11.0100241983513,238.511971844686,11.3719624845585,8.5080518165756,289.464160614797,29.9063371197205,10.4342115679952
"CD22",3.6794363840093,0.476010720148792,0,0.420772634889812,0.00376131802039284,0.0187096533035822,0.0496387245225122,0.48156518450167,0
"TFRC",0.0471569849079555,2.77510677734939,0,0.191739651862206,0.00121707475965984,0,0.0154895353806617,1.05801076974419,0
"DPP4",56.6771487101356,3244.40766474444,0.471768131318956,1121.84249503958,0.458814929254551,0.0683196799783406,217.536343626772,13.7973024241137,0.447809528013508
"CD36",3.36674837191678,0,118.827863492127,0.0188567204829702,0.211731550531996,2.24768706848608,1.67429523049119,0.372653219152175,0.281512681331793
"KIR2DL1",0.0054598615852931,0.268692676442296,0,0,0.0802837222861515,0.00469620962830888,0,0,0.0110952725232849
"ITGA1",0.355221384027092,2.11486930709229,4.52311655092383,13.7701829888153,71.4526471784545,0.387307139647313,481.923835436298,0.0681935956748201,15.3646253407815
"ITGA4",0.331265214486685,28.1895268494701,0.0204695078094662,2.77103223354969,0.124803105870014,0.0134443000154585,14.2528211411093,34.5588483829316,0.142656916098569
"NT5E",0.0123599068625342,0.942385503680373,0.00637117294898546,0.0358053716413908,0.0858284133679603,0.0652430406033494,0.0942934100074384,0.0761095333755874,0.00105799373728962
"TCR-vA7.2",1.15882580960834,0.0270698678639521,0.00562868977770111,0.0333413030598238,8.15922742090088,0,26.0149437652906,7.77467434968086,0.0326574716831312
"TCR-vD2",46387909.3458955,2145020750331216384,164651794.493789,47451378170473.1,895432305.11731,13622906.5894817,6812462093985.54,145538378.471576,2236300.20651852
"OLR1",0.00358675660389657,0.0117757962189981,0,0,0,0.000231207688474703,0.0385967084835405,0.00212023843270088,0.00249956916515143
"KIR2DL3",0.00518079553318768,1.62808677622663,0,0.00513565142217323,0.00794630650658431,0,0.0769033144656949,0.00236333125893585,0
"KIR3DL1",0,7656970079.98711,0,0.000147739222888936,2.65103175494043,0.0170054592962809,0.0249611349356297,0.0773707721550073,0.0641069984575657
"SLAMF7",0,0.0975393506796202,0,0,0,0,0.339672262936729,0,0
"CD99",1715.73523588704,138986.501958887,3273.03563919614,1396.75110851965,233.308486577173,476.044522568442,2931.45637844694,10748.8792314926,98.9485498663604
"CLEC12A",0.0422206758610899,0.892922946925832,0.084017585733665,0.903709824453354,71.5918818916178,0.718697935429476,0.4050365381337,0.197200396124565,0.145694284033301
"SLAMF6",1.01889545799943,33.1607243521539,0.171267904443183,5.36649476870663,0.280841020976161,0.139736524391816,22.8152547377466,2.64756932613625,0.210809501279461
"KLRD1",0.260559854420274,569.29023801067,0.0774731907866824,62.1952274344966,2.1352176283634,0.504547047804636,689.847548656128,8.8972939534864,0.150825292257914
"IGKC",0.0018366294253412,0,0.0266859622911667,0,0,0.121257067962063,0.00886969501549555,0,0.00270726963608866
"LILRB1",0,0,0,0,0,0,0,0,0
"FCER2",0,0.0245980561080679,0,0,0,0,0.00773532834397756,0,0
"Human-Ig",0.0233509193240423,0.0410681950700941,0,0,0.105299182834247,0.0358699374849911,0.0604101543052191,0,0
"SIGLEC7",121.27918619227,0.00342631654064489,0.61203757653596,0.349291515756924,23.5524442214114,0.526321181143294,1.49501168267437,0.111315614406507,0.188190381016029
"ADGRG1",2.37398232574586,187.297408498535,0.204954137510743,0.0415536152392758,0.080630618342094,0.0192661907853106,0.668260937757052,0.930754286788766,0.0479567338877148
"HLA-E",0.100544483024321,0.257493511134522,0,0.0632785751795337,0.0195917816709479,0.0164147508959665,0.645955939956147,0.000373732048934672,0.0011453031098755
"CD82",0.0013589175584068,0,0.00329514755259821,0.284062901371718,0.00175303890406966,0,0.0133410166505062,0,0
"CD101",0.000376715146504826,1.81927267044304,0.0647992096186188,0.492569245055036,0.0513510119214923,0.199740877677356,0.137791729431025,0.441084425161382,0.143697319968283
"C5AR1",0.0591484076959252,0.0567281142736522,0,0.0397182614516553,0.0121028582543498,0,0.185737159054781,0,0.00062737024796444
"GGT1",0.0174718875325536,0.596142427898237,0.102219029274971,0.476496254355261,0.21149147766513,0.134364253826515,0.265605493777039,0.00598793743985288,0.0733263553485129
