"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"TIGIT",0.292513430060292,-2.67237331317257,0.331,0.326,1,"27: GZMK+ CD8 T cell"
"CXCR3",0.811966076351715,-2.65973307281726,0.022,0.024,1,"27: GZMK+ CD8 T cell"
"GGT1",0.0126524241841257,-2.64043049343816,0.033,0.077,1,"27: GZMK+ CD8 T cell"
"MS4A1",0.834875158841219,2.36038028572656,0.018,0.013,1,"27: GZMK+ CD8 T cell"
"ITGA2B",0.129309027694765,2.26875520262183,0.085,0.052,1,"27: GZMK+ CD8 T cell"
"ITGAE",0.941769826124225,-2.23978424671123,0.184,0.193,1,"27: GZMK+ CD8 T cell"
"KLRB1",0.028447819106187,-2.08653601205991,0.018,0.053,1,"27: GZMK+ CD8 T cell"
"NECTIN2",0.373890461507514,1.99623237419807,0.011,0.004,1,"27: GZMK+ CD8 T cell"
"LAMP1",0.731798683023686,1.93854564816517,0.059,0.065,1,"27: GZMK+ CD8 T cell"
"CD27",0.407156735531515,-1.89767278786411,0.676,0.655,1,"27: GZMK+ CD8 T cell"
"PVR",0.0344908948926939,-1.87765041725217,0.004,0.025,1,"27: GZMK+ CD8 T cell"
"ITGAL",0.377045433345814,1.81245588610457,0.993,0.989,1,"27: GZMK+ CD8 T cell"
"KLRD1",0.012200434859034,1.80930202725435,0.221,0.143,1,"27: GZMK+ CD8 T cell"
"Hamster-IgG",0.409797672879374,1.73860801087818,0.011,0.004,1,"27: GZMK+ CD8 T cell"
"CD47",0.0588709501430453,1.7084180064427,0.25,0.309,1,"27: GZMK+ CD8 T cell"
"TNFRSF14",0.0596369966024699,-1.62138910428606,0.007,0.03,1,"27: GZMK+ CD8 T cell"
"KLRK1",0.507629870537504,-1.57499512660399,0.103,0.118,1,"27: GZMK+ CD8 T cell"
"CD2",0.0238040795830662,-1.52544114936449,1,0.998,1,"27: GZMK+ CD8 T cell"
"CD226",0.388923894979609,1.5169038885363,0.074,0.053,1,"27: GZMK+ CD8 T cell"
"SIGLEC7",0.687922307031949,1.44287602303743,0.136,0.117,1,"27: GZMK+ CD8 T cell"
"CD1D",0.781407981924263,1.35637200667093,0.011,0.007,1,"27: GZMK+ CD8 T cell"
"ICAM1",0.743187171877326,-1.32450799466164,0.316,0.314,1,"27: GZMK+ CD8 T cell"
"ITGB2",0.072551507316338,-1.29463614386421,0.996,0.978,1,"27: GZMK+ CD8 T cell"
"IFNGR1",0.408534320818506,-1.27095707598242,0.033,0.046,1,"27: GZMK+ CD8 T cell"
"IL2RB",0.58569597815762,-1.24149955279809,0.048,0.062,1,"27: GZMK+ CD8 T cell"
"CD40",0.859310681925752,-1.16285169416759,0.033,0.033,1,"27: GZMK+ CD8 T cell"
"CD5",0.250968977576379,-1.15769468772056,0.919,0.906,1,"27: GZMK+ CD8 T cell"
"PDCD1",0.0510820334733466,-1.08557466156907,0.206,0.227,1,"27: GZMK+ CD8 T cell"
"CD4",0.154041691877894,-1.03374773766276,0.066,0.1,1,"27: GZMK+ CD8 T cell"
"CD1C",0.165698251272243,-1.01501548276566,0.029,0.057,1,"27: GZMK+ CD8 T cell"
"IL4R",0.900552039688164,0.977790195805558,0.011,0.01,1,"27: GZMK+ CD8 T cell"
"ADGRG1",0.182079398296311,-0.966053846108001,0.338,0.291,1,"27: GZMK+ CD8 T cell"
"KIR2DL3",0.89426175029233,-0.92935443934776,0.033,0.039,1,"27: GZMK+ CD8 T cell"
"CD24",0.513351840911131,0.797111787725718,0.015,0.007,1,"27: GZMK+ CD8 T cell"
"CD22",0.34023247724522,-0.796361302956794,0.048,0.072,1,"27: GZMK+ CD8 T cell"
"SIGLEC1",0.392712289327108,0.745605267008321,0.033,0.042,1,"27: GZMK+ CD8 T cell"
"FCER1A",0.859830210681299,0.648612206207796,0.011,0.008,1,"27: GZMK+ CD8 T cell"
"ICOS",0.0110878477119463,0.585602561113738,0.592,0.517,1,"27: GZMK+ CD8 T cell"
"Rat-IgG2b",0.208361459408649,-0.579169125649359,0.018,0.008,1,"27: GZMK+ CD8 T cell"
"CD44",0.0401158422021567,-0.560015643487787,0.993,0.973,1,"27: GZMK+ CD8 T cell"
"ITGA4",0.0376146611593405,-0.515822669118918,0.838,0.859,1,"27: GZMK+ CD8 T cell"
"CCR5",0.647674411738989,-0.506620684460414,0.11,0.132,1,"27: GZMK+ CD8 T cell"
"SLAMF7",0.00741391783847769,0.457270808041985,0.022,0.05,1,"27: GZMK+ CD8 T cell"
"CD3D",0.109481592509414,0.446337171258731,0.974,0.967,1,"27: GZMK+ CD8 T cell"
"KLRG1",0.250677240086303,-0.43899179986264,0.379,0.325,1,"27: GZMK+ CD8 T cell"
"CXCR5",0.732941427285717,-0.428622689133376,0.018,0.025,1,"27: GZMK+ CD8 T cell"
"TCR-AB",0.185120480900432,-0.421142288183395,0.632,0.684,1,"27: GZMK+ CD8 T cell"
"HLA-E",0.0148151925225035,-0.409749580027699,0.074,0.136,1,"27: GZMK+ CD8 T cell"
"CD81",0.542886977060365,0.39026909579765,0.39,0.428,1,"27: GZMK+ CD8 T cell"
"FCGR1A",0.828059981150289,-0.336509458581768,0.066,0.077,1,"27: GZMK+ CD8 T cell"
"CD19",0.77594344361004,-0.334359294805803,0.04,0.051,1,"27: GZMK+ CD8 T cell"
"Rat-IgG2a",0.999340242116673,0.308945516146859,0.011,0.011,1,"27: GZMK+ CD8 T cell"
"FAS",0.211232197440889,-0.308706669852114,0.68,0.65,1,"27: GZMK+ CD8 T cell"
"CD58",0.462417812885023,0.308177990690367,0.165,0.136,1,"27: GZMK+ CD8 T cell"
"OLR1",0.619225885048383,-0.298870010673905,0.022,0.018,1,"27: GZMK+ CD8 T cell"
"C5AR1",0.23997162486559,-0.276598214496205,0.018,0.036,1,"27: GZMK+ CD8 T cell"
"Mouse-IgG2b",0.52905382974578,-0.275874745246899,0.011,0.007,1,"27: GZMK+ CD8 T cell"
"FCGR2A",0.8090541902498,-0.268872131652712,0.04,0.045,1,"27: GZMK+ CD8 T cell"
"LAG3",0.230493124858684,-0.218164139079578,0.11,0.077,1,"27: GZMK+ CD8 T cell"
"TFRC",0.624169799860298,-0.21251689200962,0.221,0.196,1,"27: GZMK+ CD8 T cell"
"IL3RA",0.963195452856755,-0.200888102438388,0.07,0.065,1,"27: GZMK+ CD8 T cell"
"THBD",0.929393979708543,0.136278037296433,0.015,0.018,1,"27: GZMK+ CD8 T cell"
"ITGAM",0.976197675530999,0.0410098550157083,0.059,0.057,1,"27: GZMK+ CD8 T cell"
"CD163",0.125526382893321,-0.027383171618383,0.048,0.027,1,"27: GZMK+ CD8 T cell"
"CLEC4C",0.275160667032333,-0.0222304373217632,0.015,0.029,1,"27: GZMK+ CD8 T cell"
"ENG",0.984735425824685,0.0117493417018668,0.026,0.025,1,"27: GZMK+ CD8 T cell"
"ITGB1",0.114455313443775,0.00303190847014667,0.463,0.446,1,"27: GZMK+ CD8 T cell"
"CCR6",0.866794532790054,-0.00226958523340848,0.015,0.012,1,"27: GZMK+ CD8 T cell"
