"","g.CD4.T.cell_0","g.Memory.CD8.T.cell_1","g.Naïve.CD4.T.cell.1_2","g.IL2RB..NK.cell_3","g.IgD.IgM..B.cell_4","g.Naïve.CD4.T.cell.2_5","g.Naïve.CD8.T.cell_6","g.Memory.CD4.T.cell_7","g.CTL.like_8","g.TRDV1..CTL.like_9","g.Memory.CD4.T.helper_10","g.Naïve.B.cell_11","g.DNAM1..CD4.T.cell_12","g.Transitional.B.cell_13","g.CD14hi.CD16..Monocyte_14","g.NK.cell.1_15","g.Gamma.Delta.1.T.cells_16","g.NK.cell.2_17","g.DN.T.cell.1_18","g.CD14..CD16hi.Monocyte_19","g.T.reg_20","g.Gamma.Delta.2.T.cells_21","g.CD69..B.cell_22","g.DN.T.cell.2_23","g.CD14lo.CD16lo.Monocyte_24","g.CD56bright.NK_25","g.DN.T.cell.3_26","g.GZMK..CD8.T.cell_27","g.DN.T.cell.4_28","g.DN.T.cell.5_29","g.DN.T.cell.6_30","g.B.cell_31","g.Plasmablast_32","g.pDC_33","g.APC_34","g.TNF..B.cell_35"
"Hamster-IgG",4.67507407015771,0.0119367163916884,3409.04713919089,0.0102091899987821,0.475641840016531,0.0248283765737102,0.0641856891385255,0.00215051175521688,0.320882452500447,0.00700058011506553,0.00700689025938431,58.7007837034393,0.0102969348094993,3.89565534526031,53.2953830006149,0.172913524943151,0.00243263809559283,0.00503883392499855,0.00163458834906479,0.024099256829312,0.00969894599538268,0.00511977215055945,0.0144406841368808,0.0262364806656866,0.0084425387251002,0.0297685858328795,0.00726280621544252,0.00094788556886289,0.00747074802463943,0.00832828460780045,0.0428370121493702,0.00602840690803491,0.030773777079763,0.0251460941348849,0,0.000654766121365346
"IL2RB",0.0319833149174312,0.0708416563938316,0.00946589379393327,12.5063366112708,0.0165481773489611,0.0152619442024436,0.0273081858049205,0.0150647216057768,0.0466906935126282,0.57851167527432,0.0470074132582578,0.00462795883516664,0.0333703075189855,0.0073381119285869,0.13414461062277,0.294732411989248,0.0843237549914503,3.359859620228,0.0263767151642804,0.0121579305530804,0.0317832185160279,0.03716268937727,0.214612216101936,0.11983262738534,0.022444060630048,1.20033370644116,0.0528048246497666,0.214244451602193,0.00558134795403734,0.0196937897550567,5.72790654879779,0.0164476970354666,0.345053891805153,0.0204245151431103,0.00410115495854111,0.00983109779438861
"TNFRSF13B",0.0034033845555097,0.000337322256629921,9.36693642643573e-05,0.000376826798232944,0.0647650961449694,0.000360531644077939,0.000114892861876579,0.000564803742699562,0.000111738411500569,0.000110970359981704,0.00188125326129843,0.00330337350155953,0.00270167703476212,0.00675856577110004,0.0217571606296731,0.000279405448566228,1.48173313702948e-05,0.000744622662090178,1.04001778181268e-05,0.000732170240087012,0.00109477404100405,0.000290715555206401,0.0189773329634926,0.000302730961424399,0.00103764822158572,0.00300066885317862,0.00372452049358649,0.00023919265565046,9.89326885227268e-05,0.0004908862214268,0.00122457292594745,0.000784061911194895,0,0.020766085199561,0,0
"FCER1A",0.00581784675967415,0.198291073388733,0.0188729056282227,1.42970058324254,0.039365490099559,0.00374254116498322,0.00828471105157744,0.00847829735678317,0.0441073407321225,1.4890225687978,0.00564822661146546,0.00456822131239149,0.0750277102974486,0.00713244500017254,57.1903989303397,0.00390848141984391,0.00535682547998901,0.00420690495030199,0.0108121736821157,0.010830673490356,0.00520639988779256,0.00724929322364366,0.0334791246966719,0.0186918099567198,6.40989805215508,0.00866599733769169,0.00212964119453703,0.00288609379826713,0.0536086371601676,0.00164765250472136,0.0476047303402083,0.241791907191938,0.457755957914872,32.1547010713913,0.00713970549747906,0.00270422316746525
"ITGA2B",0.0116367149173701,0.0130076136881273,0.00301167476694933,0.0188334750043477,0.0641094939911402,0.00373744577419141,0.00444192012359478,0.00558208213030441,0.0396640526689552,0.00688309716788523,0.0206434779272229,0.0107955147610917,76.9280824009873,0.0211321017529976,1.09995489288604,0.00592282293705984,0.0130220044050477,0.00979632193221063,0.00886686973477007,0.22156395867396,0.0227635355159818,0.654683223029046,0.0777474588267902,0.0055117402052866,53.0331380254063,0.0140921647877367,0.0281421068456436,0.50345404778238,0.0392764515789747,0.0149327297302292,13.7088221262924,64.9076012448385,0.109173109684886,2.09961885961121,0.0097235686120104,0.0203087141477303
"TNFRSF9",0.0391991995465734,0.0949654607398222,0.0029960627698454,0.00666693684255113,0.0145669807377128,0.00558320717124796,0.0051980341410706,0.451156765044829,0.0052371699928529,0.00291922342679007,0.052883598835724,0.00438140193287389,0.0652521061269892,0.0101158336192788,0.0156949297565583,0.000464597407642677,0.0253878035919676,0.00310895763775588,0.0175524587871056,0.00370127766584698,1.43355096100477,0.00513415709173807,0.0990593462331865,0.000839822075752955,0.00918266998327352,0.0599738162326418,0.0721332901528833,0.0495005482607093,3.18723947684956e-05,0.0349496614686792,0.0726958783155659,0.0168757983018776,0.00419158915811074,0.395955899775847,0.0266110151367884,0
"CD163",0.0208538002609869,0.0328782382303346,0.0164302497015503,0.0535989073403061,0.0272320800722003,0.0181270589299643,0.0196735089558949,0.0339968301367851,0.0176944360249376,0.0319792883395188,0.0255093331373023,0.0252743010497877,0.026215612834175,0.0264684011142436,5087.15832378232,0.00884498775953995,0.0190214161286605,0.026598616387592,0.0334681198999867,2.46797145867289,0.0298042694269664,0.0226039637484011,0.0225902489478219,0.0311858995559295,238.248598532664,0.0328085756006147,0.0171475720363954,0.0184144117929968,0.0585105990724137,0.0306349341743827,0.104622833944509,0.0435916737460992,295.475822388346,0.0401405636111389,0.0124231374025472,0.046248645941549
"CD83",0.000453801221666152,0.000803289375774748,0.000278147880065623,0.00184095940372349,0.260602289875672,5.75978251817794e-05,0.000412988906515386,0.00129356595097679,5.37686358812969e-05,0.00127650651497381,0.00056337994343401,0.0807966582112538,0.00105088157784958,0.269851801496521,0.101088158846685,0.000144949253286552,0.000123696253709078,0.000176362141869111,0,0.24417117812856,0.0401295274767233,0.00181780836400708,4.61548752063638,0,0.0286180259437463,0.00999503981191385,0.00122557687383083,0.000306075794728409,0.0011642873935447,0.00320649095334725,0.00319743749254885,0.0624282703737805,0.00456667210716883,75.7672578896506,0.061537001869793,0.00395272289106625
"IL4R",0.417927037234806,0.0779920014163996,0.0146276766916833,0.0633004227360623,0.292533177206034,5645.38604147138,0.00353828214418096,0.0187317286495367,0.00106097626359132,0.00189892902998098,21.9656312219786,0.644972276360821,0.00728507813914681,3.33137779079275,0.016507780830676,0.00822661995468778,0.00525634087569669,0.000845283080582177,0.00110740754888727,0.0148133377593901,0.00275445322686656,295.638304269203,0.0296912892003503,0.261176562662277,0.253018799692647,0.00156030118309801,0.00432715565781463,0.00340408937454587,0.000415242974061145,0.0957004896620101,0.00422175857167211,0.0024722575371138,0.000841172464332657,0.0383778975492018,0.0142751778880285,0
"ANPEP",0.25896161365868,0.67422013422682,0.049308519971681,127.622892783598,0.309006070886371,0.10821762417217,0.0805381564067264,0.296301055899327,1.48438001442596,0.132173619762597,0.18906065810204,0.0825501459609904,0.182107471683343,0.192167666218277,130950386.798128,0.472528425496236,0.225422046806682,0.309942833204176,0.213814420578036,488303.905340494,0.283198963645748,0.104015386147277,1.02513218018529,0.203094522264332,2042096.5392307,0.594176047929009,0.302494654858471,274846.930606837,0.435511090366726,0.250781733158274,0.253177086473686,0.124129331570279,34.6854737903441,116285.062257784,8.74602223358157,0.0605101394029605
"CD2",285993.407352357,947563.932579896,18803.2038343971,2577.31920850118,574.108064288884,25850.9457175753,615209.140022703,76633566.3633571,16608.9418519192,7245.66200782407,412228.181312172,556.376659669487,2662089.34319207,1043.21535561183,7881.79985637982,1156.76614699336,59854.0784446929,256.297841740046,2150632.74023602,23.5710988595176,88358.7492862179,19796.0833605068,225.322774004634,4256.52433315184,185.958815661259,1134.3782749198,134423.823485965,1086912.33270447,1.97093827525557,42573.6490391796,7254.58098319374,277.08798476092,516.288904935889,2311.02537623008,1188.56035881454,88.6633156569157
"CD226",0.029251291096372,0.0766437405233475,0.0014326132544588,0.0404469610881544,0.00353042243606463,0.00358036742434332,0.00639215546115166,0.0422588448932492,0.0127855871684149,0.00756177844656831,0.0675922075257613,0.000496917508918586,1.33077056998115,0.00208906712388603,0.0605497714347391,0.00169973990563626,0.0035341444588358,0.0465291492452832,0.00721490434084286,0.0920713741806504,0.00275263141986706,0.0730338856427462,0.0130420968134753,0.000299143035469722,2.6584126170692,0.0142121347210843,0.0438446665339326,0.0527552106418141,0.000526691448609767,0.0849404409084816,2.04289620944647,0.851096117477552,0.0276885970782256,0.16068623553283,0.000205080101119703,0.00273193173327131
"ITGB1",0.176095626079195,0.225974678563607,0.0191615772938228,6.81527119495337,0.217853928668567,0.0583288295517847,0.024536354951577,0.362669714443513,2.3893351983487,1.94135643536042,9.63639307616816,0.0255969701917701,12.5889647817952,0.359368664321603,58.9869667753948,0.703166104983854,1.2158996070763,3.43273286997869,0.185347900508012,10.2404702874266,6.29580350675684,2.28983856916944,0.426600963148063,0.0279526885672623,34.468608498756,9.45257823924662,14.5711302176384,12.295907971543,0.028166910687918,0.302716766621763,11.8989677984361,4.55819536481688,0.812154945517173,20.1929787351789,31.0501057081211,0.385386372442544
"CLEC4C",1.41363514316161,1.09012824703095,0.0162660512856229,0.0260417323550804,37.0484564451412,0.0124752971436841,0.104916549159022,0.214210919558841,0.0181170196828673,0.0157691027986107,0.0177546033010088,0.0456910557939971,0.389993500848807,0.0571252662106192,1.27161993843638,0.0135234149784871,0.0217445525625096,0.0161210613468508,0.0197969104498489,0.0241762420055675,0.015911881113486,0.0118755022103784,10.038322212569,0.0159848201881953,29.6499890659731,0.0329527302248614,0.0343651506820899,0.0315338935008221,0.0157003756625951,0.0595198381643819,0.0455491788845958,0.0955789089127961,0.1021816466393,46020.2607235185,0.0386294860334491,0.129624105627229
"ITGA2",0.00501293439682871,0.00549799143067521,0.00241322856760188,0.0124876420067254,0.0167788488389823,0.00142946891691981,0.00290752361561238,0.00178311387480635,0.0112742634194027,0.011225630473908,0.0555372566605617,0.00729520655081,39.7123579153524,0.00764146586969827,0.497975596866617,0.00465346716229245,0.00951343526986942,0.00640845834617629,0.009390166234208,0.441291548045031,0.0165090367606126,0.386007086027966,0.296756187018902,0.00351662001647568,44.2118623953866,0.00787582502216316,0.0187764906095591,1.10265932377961,0.0135688930504084,0.00848798015063764,17.5403479144386,29.3387710389428,0.080046663948024,1.03376918211319,0.0244349975811884,0.0765197367914171
"CD81",1.39562531160353,0.637021114249687,0.171072386398675,1.44931207425151,208.567190777523,0.365989745356684,0.156386422383703,2.66813573831616,1.30468377745877,1.3312513506625,0.817037733518215,0.205845371386693,1.19037639321068,25427.5118532481,17.5997908422568,0.166505249541925,0.951269432353709,0.696192554713376,0.494221735549058,27.806789030579,0.33333256340604,1.34285218553113,1.95648865128443,0.0677700618070721,1.92574495770898,0.570416354575181,0.510129063446332,2.6516871711665,0.0276787579054288,18.8973472347564,0.738662610644902,1.93737109935339,2.20067924646102,0.290532738342882,1.1992962381759,3.94787437111473
"IGHD",0.294288894688172,0.132794760217651,1.87923024876624,2764.55765462146,598094512571062,0.182303493907689,0.0747868375937012,0.195974983657253,2271.3221171644,0.0913696387635894,3.08661478352195,68378997075.0425,1.08037774993814,4080644450755.03,621.896088784593,0.0974837255544093,0.0616599177684629,0.270148077427022,0.934220745474198,37.0983685497343,0.374297396947906,0.0669662699184283,16795034498.5343,0.0980037896203669,0.205683242005354,0.97903596253732,0.586679398707339,0.279872146643129,23.5253129151083,35660561.4039258,0.138006324889476,8647918499.19621,2893315.91352893,0.117309749574218,16.0618626857101,53043496.3869243
"ITGB2",263.634857407881,650.182489051244,23.9483651894583,1372164.66691846,673.000908276082,167.88940468806,44.1147222616535,1021.45769055432,1959599.42247059,258470.274470069,4283519.83752177,228.502709519326,7323.62927750335,13.4867636216325,273715905.611357,5964.93087170156,600632.071957051,265773.567020597,902.395954052901,21433566051.9699,20371.8549004507,107670.277656028,22000.0424671596,11.0263967262212,2204247.54138374,305183.800561792,3665474.21083562,493394.909841106,8.51660746567633,634.406429077328,199242.927019858,47.142332965893,25814.2329636905,62713643.0246169,8707.20668252423,6.18882153131031
"CD28",259.642564477382,51.052509776228,13.959415925923,3.43874144223945,1.62196692920486,35.7830186439257,4.64887312611737,525.255875983848,2.39895144014111,0.936993168134594,16831.0502478657,0.213873043534942,1489.01424010189,5.87587491301765,9.63688773066133,0.0239411935455563,176.626861353083,0.0565666946761175,20.1595725034186,0.186273625682904,8337.67919839938,138.174895846316,2.51678226119327,3.74199423456437,0.429485411431088,0.0233874388721049,171.832707025822,639.498897415815,0.147163424608718,264.709824467458,0.168178084642028,2.74329751851985,0.424851117728809,0.418648242272737,15.0469609889756,0
"CD38",57.6048074029254,701.750737538756,18.0849874538377,390.75594873774,161.497151545916,16.085083428851,2.8812440219311,190.459548069197,6.08821944870982,113.650248389071,52.5299398889342,9.06834717418087,24.5264421835111,1795.62720909787,12.460370125951,9.77594759549516,29.5248869788292,159.34572504004,17.6025500685813,4.50416222590888,26.0495032652311,6.2874426028965,152.960022185503,1.453284724381,9.03697392092176,33.1334475109117,5.99892644075667,266.849491176666,0.391348965331659,96.8110766285991,93.0380813183748,178.702798124989,123.443683672193,19717.0726863703,6.94023464389938,84.2838384943239
"IL7R",8.29057885848442,10.4098058051124,0.278427081508671,0.130750800737154,0.161340740243674,0.4330589924164,0.450539304927997,13.5973833562018,0.179289980909665,0.0783513556872036,13.2924796140085,0.0112865258386105,2.9802581836196,0.0669780757306261,2.72931608268143,0.00436789273135471,4.00190525072073,0.00474245199710842,4.8860549888858,95.7666278510369,0.429732442850919,2.823962063276,0.0591300309198927,0.275541028632914,0.190642829567476,0.0166662118572787,7.56995397385201,0.965530645149243,0.033648293360196,4.46756720629468,0.0397145292967802,0.0567776621580511,0.170111845005874,3.61031612590475,0.0645436288976083,0.00411491506804851
"CD45",1260.3101289258,2465.65339223397,96.0770413466294,412.254828697997,459.399262056042,566.932050308845,324.62990478239,3036.88921102733,395.75998365558,149.20740801115,1648.3442410226,57.3150444555443,503.784277853041,113.552102798804,7741.67058795552,8.01406556045831,1819.84489506552,85.2706924292436,588.848710719861,43108.5132003666,1459.01318527002,630.39838803733,232.506251732681,14.143314275424,2165.66852967502,53.1370758435532,2573.76853928978,1969.57838737017,0.742715183048119,1243.39622943415,125.823690469595,66.3691068860882,100.577536352349,178.28111357656,52.7574833223893,26.8690763462096
"CD22",259.02303703548,0.676000742852234,1.05475282858345,372.490079311991,14595458367807137792,0.8987516344065,226320968.766047,0.942684721498779,5.035167750435,667.384344323632,1.73189733439219,223008919905313952,6.81218853380646,781894335.589319,11629.5948356427,0.160955687904556,0.465383851049971,0.539165950715338,0.249969961426694,83.4719076879645,0.334337368086672,0.328781232195419,2099701638865.01,130.514513374297,157.361410463957,0.316883904589024,0.166256283313289,0.210343152574007,43.6120768538239,588199195.037637,3.81299304195604,1141142245.64547,56.3278855178377,3236.92966309423,13498.0198771794,279936488385.67
"TFRC",5735.71692518538,10622.6248485108,0.0317040046523018,16629.0464130056,2140.8963681076,0.0344533998017188,0.0237868442868002,0.930505643840441,0.138051964887274,2.60957887916273,1885.29991311864,59967.9690226702,29.7772192284189,45.720742725129,367.040505382633,0.00878986375369651,12.1131895251003,0.536481410751859,0.117869025055919,30.3157053878413,1524.43405908088,0.295619691397181,11565.985681599,0.0622765393282594,17.3030168759132,180.092070766864,999.148087910288,226.391890992001,0.262150282473517,276784.381384322,0.173117305998382,2.5230184746233,0.0814208922234371,6260.98797553549,18092005.693537,2184.14726144712
"DPP4",134.807472470194,32.2920196895726,21.5895318667073,1.26213086563293,0.714849847105227,83.0655540190269,6.51326301205703,238.340891812063,0.407589222804237,1.03168696246266,1403.9118294848,0.155603431069503,135.793096136301,3.50841600017783,6.7559963443839,0.0214739004058709,1.12837485328075,0.0484309401683648,25.7986690608421,0.139576401437604,31.3390387890668,8438.45571419165,917.932265644836,2.75906051163361,2.8886670652394,10.347973298976,2231.54116251331,5.12008889490423,0.187325980897897,77.5406120266104,1.4916015509482,1.01521957987669,3.51322656907121,65.2185427893176,0.461770262290764,0.0108359913751746
"CD36",0.0535477712017036,0.00727739416071931,0.00270169138267923,10.1253242610324,0.126308214388634,0.00286152783021134,0.00467917335815251,0.004188884794332,0.0346446133929781,0.00873482836763178,0.0193488138666506,0.00690159115286717,4141.22139080209,0.0124518659796621,167.205270876618,0.00788323763854469,0.00620440035249085,0.00950397163769566,0.00869176132269877,1.73323644506114,0.0142938707614227,3.54479767772487,0.0847885593434022,0.0017941887575304,988.20582188442,0.0210574497294199,0.0278491281818114,2.41426727783371,0.0211342023345342,0.00860792763043953,212.019548848989,10941.0907017952,0.172971745870017,100.827350759121,0.114418479033871,0.0309512757574003
"KIR2DL1",0.0152062462381747,0.0727417620118642,0.0129940779653966,319.530061891152,0.796253453455854,0.00985860343644913,0.0053088707284934,0.0165430010170406,0.123638749167193,527.262218856162,0.00634626818928302,0.036992805970341,0.0943777296106962,0.00876746767282423,529.794834320333,11.3632295909546,59.508997738352,241835.786130961,0.00235052741514727,5317.03060342899,0.00985945571170595,0.0399723172652834,8.34855754593771,0.0151467597180521,54.5625847840542,6.6966398008275,0.323016776015064,0.0799493269627603,0.0317849431961438,0.0281009960837342,471.18539009652,0,22.2839282020817,1.57207159647024,0.12113763084929,0.00241118516766515
"ITGA1",5.68776767591347,148.774560886239,0.273047787600264,1261.7417406583,2.60789898363303,0.155792559809456,0.413894388287137,9.14784786190642,117283.753281144,4774.57604082983,3304.49022322699,0.209953652837516,43614396.004311,0.0368632138143118,155513.576055698,96317.8890428348,120.010529570981,6.65048253031831,29.5950969834516,20.8834419528884,36.2691106413177,23899.3933137506,602325.065247184,0.278530898084331,61322820.7404443,1725313.07900337,20705618515.4314,4860652.24962695,0.109177829314284,1.65077569176289,104.648444511618,0.032702042375465,6.77336353513678,18384.8549104453,0.0497267759245471,0.0275317009594548
"ITGA4",16.9316626032949,25.4706043206794,5.65647657649627,129.683757796053,1506.07263515658,2.08495547788937,3.54979294575347,29.7284490921404,764.020924869818,355.023778068923,6029.54884368435,64.6176312874765,155.610813927867,378.850866275072,416.861322429525,11.6989905895427,366.143174937891,115.753368678475,112.664892994394,2805.88095915891,2393.22606281984,403.031861626942,477.610280106544,1.4746010907166,809.226628126675,1404.51328411795,1902.49667659045,3888.97164948054,0.924777653422794,14.6834400575979,87.3778757007971,21.7704794428977,152.834682568229,7277.1916886521,24.0079249062457,83.4985164159284
"NT5E",0.943559046918966,2328.30815990374,0.0794250831307546,0.192970241226385,130.98139390466,0.0700423345092545,1.88675386165586,1.45881892838996,1.70403568433857,0.777198857092485,135.733410713185,35133.8756025447,15.0170754611795,2.92516456015749,389.378539392571,0.0161918472078636,1937.18145781992,0.0292376983893173,2.87723993344604,0.165752020239648,0.78312013774714,0.182047124287728,176.023887177929,0.0825344159967827,21.5665882521467,0.093294565698436,1040.02028446756,4.85146636114303,0.0493324614141846,3.97994060212053,0.0952997829068072,16.1465962910549,1.00389718991807,0.187257056042432,0.157182039910571,13.1847205620982
"TCR-vA7.2",584555344.579641,11693500.7670569,135.139604545166,69426757.7895916,0.101144405731808,984197.082794379,976136.797479361,691249599.577791,376.983988438163,6.48095069533557,3145599.80167003,0.0784895115475165,959557.592743437,0.0845574242741206,0.174578915956032,0.0324014583569179,721.62307175176,0.0607976159086163,2878415.29972512,0.177072584730727,204191.088719952,46907.976494173,90146889.4858142,0.0894469526939306,0.156170633322732,0.541158791771283,704.579329021865,85981.658994643,0.0380309661604385,17.5165283763704,0.259782555258344,56.088605241137,0.195694887646341,0.0695239829977077,0.198457624883053,0.0240262129005311
"TCR-vD2",55883231.6610833,836.322376317515,0.175564826871415,4948745.02111949,29493915.7895832,1115913.58540156,0.0429958826329562,4737602.49020996,128043073.925887,757301957043.171,345023194770174,93.2239397548751,38978434.7764768,439892.987640854,2310.63342378094,0.252409029255856,1439443.89021605,56.754510671609,196963.51987007,1558217.67020317,0.0420932363464704,10396106693387732992,531.034008521648,0.172222860108008,4.56874469519629,0.0520501334938197,2275120562217430,471977.861887379,0.114666108551326,0.0333981462993011,240.322405343669,0.0338119842467909,39789.3054637034,0.303027975295949,0.0240563740471554,0.0605364997889029
"OLR1",0.0332560866751119,0.183320550535716,0.00664697252308805,19.2909617858289,0.0218707356990025,0.0119171430710752,0.00631645210762271,0.0363705136382379,0.0429414610685764,0.00980542513508422,0.0174872581793982,0.00790697015033149,0.049427413781803,0.00968996616738419,20707264.3079892,164.043876119866,10.0691059967312,0.0220272496917339,0.00714751930177566,179009.092047136,0.022669159869561,0.00858573305727528,1.91612674455371,0.00889901175793822,208167.945953906,0.0140643694891638,0.0127584299046473,0.00884428689745913,4242.8681294843,0.048026953282967,0.0173206536619302,0.0395085488838168,1.14034030569686,0.000745597331860731,0.0252124657612899,0.0196935075232398
"KIR2DL3",0.0575976759309318,0.0894208822092677,0.0121094797445311,3164.62407542892,0.314276047972451,0.0120910288387666,0.0176799354509186,0.0362237697662744,1.4165460666941,6416.70045874246,0.0427671642887334,9.07969916773534,0.0794721867358962,0.066268714060832,0.77342599622376,292.628065344063,97.3367222216622,238067.81523795,0.0103541418188694,0.0465087020134974,0.0172966709068666,0.129888401610139,0.428336615640005,0.0747141998677312,0.0577988421541612,347.767380645621,7.14022256252866,0.200701658790282,0.0418171150436725,0.0304780340434801,1211.12297867079,0.00432523572614877,40.907820511378,0.0225275997501114,0.00473210039966492,7.54809071945058e-05
"KIR3DL1",9445.06680306406,7.41465135267526,0.746275658199868,36968057337.5308,367.787882834613,0.0586394659567168,0.157983406511431,0.0967924721236044,2561455499.34313,1008936930.93843,8.86907355854285,13.7166207044408,35268.9317262272,30.2749584884855,2617.98792230518,50344312.4641869,578610062.92085,301335991736.825,715.653273690088,86257.6856765242,0.388203787954088,193703909.679962,0.200661701605424,0.0816918811175052,0.253453097446914,101433226.395445,1220.23759997089,1369204601.95756,18.4537095279715,0.0858615346274725,716576940.133878,0.71218266982266,57860591.1553368,0.109809967007788,0.0563206065666908,0.0139630549385098
"SLAMF7",0.00495727215947174,0.0549739818350335,0.0028163829777431,0.22544013387793,0.0859743440469379,0.0034879035820315,0.00137553285841398,0.00886365825210061,0.0179425555215646,0.036293980880297,0.0519292738531127,0.103772121236762,0.0109384605319363,0.689416629110063,101.028815894941,0.0145097712502105,0.0199193325427757,0.0969000121939248,0.0045232717171769,58.9031812656008,0.0033089485080132,0.0314591709336032,3.48044535500776,0.0126343985907612,6.62535319226642,0.063745425952526,0.0292642550059367,0.128786320995523,0.0150588939070662,0.0114602924347084,0.0921242646900283,0.0168579289112477,0.0433983155625014,36.678025767531,0.00132022076031189,0
"CD99",23.686813717104,110.563155773197,1.61848626605494,10305.6399727589,880.078491975145,2.22462621472777,1.66451158737855,197.189859990667,53589.9344586715,5853.68627101399,5852031.63323705,1.33984058249058,16698.7826850037,81204591.9348485,13901.07767721,110.256107149824,321945852.025222,7605.60334479356,138.099559327417,37.6566094185824,209944.386052186,23646.1110257006,21408.8137241488,13.654869146436,113049.759722665,3437.64397142326,298328.510286874,1857411.87496754,4.69583831335793,44.6794928881609,1601.69681672687,9.480327192298,1233.22119376647,50953692.4763477,262428109.195295,1.01305299692942
"CLEC12A",5.87615295992758,166.18120341109,0.218277675539526,6378.94238150339,738934.711470521,0.388073280512515,7.16049908047743,0.457155414272629,47940.3493900635,21191.8539034721,41.4067946078155,0.771438738707662,60820.6578879616,781.82103641862,5367813328974.93,5.37075004270946,284.521504107455,30013.0122264891,4.30415777460707,2417454231894.34,112.967314763253,5.68967950395443,161244.412618704,0.697418994794503,109567389776.745,49.2398046541042,2.43874302751179,222.83118411255,564.266532111149,0.340373759073666,5.66490311140918,1.86081831824788,229318913.578478,81633977.9070298,5669.25842960744,82.0870665480864
"SLAMF6",1.85226410856375,4.11863625503767,0.235531300247986,7.91320688972858,68.3362970613455,0.432554363367195,0.780702042530819,3.81055151234593,2.15696092115569,2.81997173988189,6.41981991930716,9.36577932812455,3.31885853775334,14.8398974972529,0.560404819429082,0.351144039207907,4.273842433984,3.01253689954348,0.773082905997048,0.123984318196946,2.88800268656119,10.1655199769006,11.6987521072573,0.209202227724627,0.229148760405646,1.72852845697181,3.64377593283416,12.028701294307,0.0332064727820885,9.84889231243205,3.16113580979594,7.57574057835784,1.91483825950927,0.427561164456901,1.06168976598386,8.37743133141616
"KLRD1",1.36539229399042,2.13065542388815,0.261527317897954,94064.0521017346,45.1494132619939,0.458270450484321,0.505554825084403,0.032947899042949,190.045186271648,5930.55449019899,0.176169601959998,0.207966784444483,205.7158601416,0.159133202598872,103.859067183626,929.221935442389,118.238442406639,1910.59577519545,20.2650535190042,1.12139731477579,0.368078804539109,37006.8147966832,493.431108946262,3.62711163520506,0.657852509931068,46313.7637585153,945.691060399183,83.2430206250287,1.11187111073505,86.3532558541575,5302202.09599982,3.71071210103237,4217.15876036444,0.67275705121856,0.00303359144479266,0.202766377375186
"IGKC",0.00857601138813154,0.00581512007239492,0.00240537784380784,38.2874891604704,65.9512386517434,0.00928970378103119,0.079708260318305,0.01455415249135,0.0175867538945104,0.0205342839528851,0.0203889017155271,5.45979057274923,0.265807139139345,105.398652969008,19.2195199231037,0.025858803091717,0.00420345710221385,0.494342667028934,0.00407785779185386,31.8718348768284,0.00434995679615668,0.168737558726203,21.1189777840004,0.00322454809751834,2.65593278168627,0.0196910750934804,0.0438962497688597,0.376649611213167,0.0202608979019035,1.9139033247627,0.0277352549123943,7.29304782745198,146830.515734348,0.174025280809102,0.00143526505341046,7.35222604670852
"LILRB1",0.0167506180078798,0.007147293344171,0.000455682699803629,0.00757294010543895,0.14448107109613,0.000995725263783602,0.000699441956522575,0.00147871868983002,0.00104871303816052,0.0043175885458338,0.00228157339749705,0.00395220476168149,0.189005508960682,0.0337462698799022,3.90070413547825,0.0009467401666105,0.00434572265648869,0.010529425418646,0.00116276766549209,24.3330085709891,0.00174797982580456,0.0046528085649508,0.0661129305775358,56.2797555523491,0.826281348417006,0.00232492188494852,0.0037325152069335,0.00269486022048255,0.00491607450983254,0.00181671157824727,0.0129443496723668,0.00468675305640937,0.0202514932098299,0.366136334954853,0.0193267984222627,0.0375437349505811
"FCER2",0.00360848004220683,0.00392663860308085,0.00149495532804866,0.00857048138145069,0.0681349950872021,0.00151418728916354,0.00294091850369406,0.00637582056704429,0.000115497053603213,3.02906921912732e-05,0.00318376321962264,0.0363971969245897,0.00463194823313441,0.0427013637409921,2.18577505036011,0.00129441769420721,0.00228094202486931,0.00167951738478265,1.45903362795383e-05,0.493705968076391,0.00165148378005345,0.00436946808641354,2.85666822434213,0.00571052456344545,1.7835307436354,0.00298253394193518,0.00187280774147601,0.00112594434608981,0.00141074886773353,0.0113877318397383,0.0132654636806198,0.00223911066081244,0,0.00232638828939151,0,0
"Human-Ig",0.0186633283784231,0.0101655734985442,0.003680914411079,0.712434422116496,5533.16758400046,0.00656529519956105,0.0947499917579931,0.034448459486914,0.00902455625882078,0.0116501021495378,0.0191491317358181,25.527620503127,0.117243857780007,3039.52900618301,8.01495799613727,0.00781739635513291,0.00604363319866198,0.107374086535082,0.00563783532195398,28.3070740026975,0.0178535493704899,0.109675632011115,275.809185838183,0.00824145497931684,3.27768764518624,0.00394664727375,0.0318053303983247,0.42377728981032,0.0115267475594887,2.87009478563641,0.0457452513894065,381.318248204543,40055.9670522076,0.11510371045324,0.243296581431344,8.27191900186738
