"","CP002-entry","CP006-entry","CP013-entry","CP018-entry","CP022-entry"
"RERE",0.249743369955112,0.437432446918879,0.484062703736375,0.508523120817407,0.465742704238917
"RERE-AS1",0,0,0,0,0
"ENO1",18.4211008741506,32.0127388128939,32.5156914234188,26.0579923698717,22.2647091456945
"ENO1-AS1",0.028732742396598,0,0.0353096123357662,0.0355699170618328,0.0479673821801175
"CA6",0.0973878141570614,0,0.211141562730858,0.0372311930997657,0.0932603058905684
"SLC2A5",0.0605768124077466,0,0,0,0
"GPR157",0,0,0,0.0302613796290743,0
"MIR34AHG",0,0,0,0,0
"H6PD",0,0.0474823133283673,0.0440276493638005,0.0883467855208238,0.216337683934793
"SPSB1",0.0403845416051644,0,0.23405809997075,0,0.0939977253823564
"SLC25A33",0.134770820861356,0.173971119821876,0.0288636107799814,0.20531674036952,0.247227019035938
"TMEM201",0.0404882887624755,0.0365947360172738,0,0.0458948137325903,0
"PIK3CD",1.34128045715798,1.02398865925917,0.924004895804446,1.49268411935626,0.825656196706851
"PIK3CD-AS1",0,0.0406367153082501,0,0.0282300379973212,0
"CLSTN1",0.204763618834297,0.0838268725214434,0.273612370390047,0.135212650096341,0.0782510899882631
"CTNNBIP1",0.0864252456847455,0.0242360787963394,0.0305534762217571,0.0979253073259972,0.0387437719386609
"LZIC",0.700489995120592,0.244126440752285,0.319196060684998,0.30518185594986,0.115145791192462
"AL357140.2",0,0,0,0,0
"NMNAT1",0.111132728012193,0.052040252308188,0.0223233220674968,0.0111827802408754,0
"RBP7",0,0,0,0,0
"UBE4B",0.166091472431497,0.215858123250032,0.269275540081091,0.0907790963927377,0.319940080016323
"KIF1B",0,0.0376143476167549,0,0.0587565992357777,0.205706848633356
"PGD",0.236676175712285,0.364821913388602,0.156342114383534,0.372795242735196,0.422177302862905
"CENPS",0.0595482668476934,0.0938549945361597,0,0.0289038255586876,0
"DFFA",0.520713432889347,0.102226385486328,0.241260734414523,0.0959867287369162,0.0592434610029918
"PEX14",0.326928340738108,0.0780474762261735,0.0659104424988368,0.0948025387723487,0.222177609385212
"CASZ1",0.13851403251812,0.0641242068999297,0.0759946083150285,0,0
"TARDBP",0.397830792272693,0.594931209473407,0.33514980967537,0.232831663434037,0.296489029445384
"AL109811.2",0,0.0591231873828279,0,0,0
"SRM",1.14311036227506,0.272548880692171,0.50923755086188,0.93004215090102,0.725983845135584
"EXOSC10",0.278541102185173,0.315413945352386,0.277770473349716,0.310454964575323,0.148135720056366
"MTOR",0.0851722867809539,0.0649540594195933,0.130085806999879,0.136349337826772,0.224756351812766
"UBIAD1",0.258834335912783,0.376323968681484,0.0669143618116961,0.375224447396984,0.27726293919632
"FBXO2",0.108574907666786,0,0.0400681157968547,0.0128691681755766,0.139603761957044
"FBXO44",0.433002146829388,0.234249327802544,0.263009801778046,0.251953763612486,0.26983919559572
"FBXO6",0.065630641040351,0.0383941478941704,0.149795685323577,0.0110317316729842,0.0555885998899346
"MAD2L2",0.369475528578908,0.375135669887452,0.145930932036738,0.284153111614406,0.304050557398137
"AGTRAP",0.5517515445715,0.491956324909352,0.195758874814727,0.335120984349975,0.119293787442796
"MTHFR",0.085056717563391,0.0490199103884876,0.0439239939209192,0.0117274264631724,0.0271532529597046
"CLCN6",0,0.0378329297820823,0,0.0400206759280384,0.122593106023467
"AL021155.5",0,0,0,0,0
"KIAA2013",0.409926140218945,0.20497911363324,0.20002486892559,0.281439635333401,0.287823443683244
"PLOD1",0,0.0390438130402299,0,0,0
"MFN2",0.139341386713842,0.0987050967723365,0.0243044669179749,0.0767432834586465,0.0550478916657492
"MIIP",0.414283482248691,0.113187683435736,0.109747728935642,0.324632116389736,0.22359114815935
"TNFRSF8",0,0,0,0,0
"TNFRSF1B",0.195656886521226,0.369520289204846,0.245824521447908,0.221240003274605,0.463367731077605
"VPS13D",0.247578179769325,0.29451404810498,0.416357961361714,0.291687117302285,0.0479673821801175
"DHRS3",0.45681409052016,2.26166320671493,0.565753624880295,1.17157430129233,0.548017465750669
"PRDM2",0.531795563239536,0.622280974106228,0.363012280436988,0.413528361116098,0.444205805936155
"KAZN",0.0509387964451846,0.0305343362531816,0.0277836432135673,0.0474550098219423,0.0863967139626964
"TMEM51-AS1",0,0,0,0,0
"TMEM51",0,0,0,0,0
"FHAD1",0,0,0,0,0
"EFHD2",0.574380548494309,0.115998161729027,0.034888670253222,0.172917208673014,0.116342214084268
"CASP9",0.0834370816777672,0.0946061394245639,0.0640343489299316,0.117368851801653,0.0640803824317224
"DNAJC16",0.218347152785766,0.165547458589098,0.172652525983439,0.0755767410598904,0.123299642229956
"AGMAT",0.0675657333523944,0.0830757107828984,0.0314020053320605,0.0619668315716081,0.183749364753379
"DDI2",0.123953271146665,0.244144868347727,0.22906166754408,0.146469649100624,0.056792367105861
"PLEKHM2",0.357235050782071,0.34894752763486,0.103537894037451,0.355044259899569,0.105878887435805
"SLC25A34",0,0,0,0.0108774277058961,0
"UQCRHL",0,0.0457554226299293,0,0,0
"AL450998.2",0.357701593116026,0.23378915867229,0.238777486376273,0.238456073924968,0.472045305079002
"SPEN",0.480142235823415,0.558665227783182,0.29788513110431,0.441556641698845,0.395592162540511
"ZBTB17",0.136374710490769,0.183932438052402,0.0330134331659552,0.0774760070812611,0.170873632347997
"ARHGEF19",0.066970713706896,0.0341705387546347,0.0290716266737989,0.0188076324175184,0
"CPLANE2",0,0,0.0702175307972771,0,0
"FBXO42",0.633701820781506,0.22423081268375,0.383213944220533,0.277759003410083,0.177005213817394
"SZRD1",1.07936585859003,0.381627933757826,0.28997100459459,0.357652858179666,0.261059224852753
"SPATA21",0.0270660167213851,0.0378329297820823,0.0658630885575233,0.0082684672080859,0
"NECAP2",1.92395463965011,0.943726092837501,0.595406910480065,1.29874545139634,1.05439676983536
"LINC01772",0,0,0.0287247365941654,0,0
"AL137802.2",0.047365529262424,0,0,0,0.0534693593836052
"NBPF1",0.0594139117577616,0.10029639381294,0.167139000805078,0.141145883136806,0.125531590749619
"CROCC",0.326240282526635,0.0672921302390675,0.14185450522141,0.241289864625085,0.110102197368382
"BX284668.5",0.0860144098629164,0.164575169759834,0.150983230888701,0.141879972318666,0.0543065059194091
"BX284668.6",0.0306490863507359,0,0,0.00459239508558617,0
"ATP13A2",0.157265506197192,0.117621887611006,0.0328970093328815,0.0355809318627563,0.0550478916657492
"SDHB",0.580478972727791,0.589661086706586,0.469300062345873,0.448713537647886,0.618331311987424
"PADI4",0.099496759603747,0.0219977474306631,0,0,0.0592434610029918
"RCC2",0.158598841657442,0.130138658013994,0.238001021993946,0.123540928697634,0.523462477320039
"ARHGEF10L",0,0,0,0,0
"ALDH4A1",0,0,0,0,0
"IFFO2",0.237376392700074,0.0948771035930144,0.0615349841074465,0.106086640284823,0
"UBR4",0.505645703754968,0.155555362982853,0.260628034657289,0.326573346026427,0.280631316241183
"EMC1-AS1",0.0201922708025822,0,0.031966958951228,0.0560090612549055,0
"EMC1",0.0351214852173669,0.0473513610890649,0.0642000738331839,0.0585720969399184,0.0753869233842698
"MRTO4",0.500329892672648,0.0405169624077262,0.164272226727816,0.263602028283052,0.311274081928126
"AKR7A3",0,0,0,0,0
"AKR7A2",0.500848367580603,0.839184239315394,0.520860497748784,0.573601650154634,0.654342205223179
"SLC66A1",0,0.048059495799811,0,0.018014512491263,0.189274352081686
"CAPZB",2.5170825569223,3.25431393436905,2.09962876583952,2.75228333258593,1.6990189556328
"MICOS10",2.03773244040975,1.64625339385519,0.966007959045265,1.3496138004601,0.840833262425661
"NBL1",0.0271766454779421,0.0355242735081905,0.0305534762217571,0,0.297484782070289
"TMCO4",0,0,0.0977709238815811,0.0317813071119397,0.0271532529597046
"OTUD3",0.0351214852173669,0.0427616509741027,0.131170464381885,0.0110317316729842,0
"UBXN10-AS1",0,0,0,0.0214605734591029,0
"CAMK2N1",0,0,0,0,0
"MUL1",0.270890067803808,0.152210760121555,0,0.158456798073579,0
"CDA",0,0,0,0,0
"PINK1",0.242843642694025,0.269630915350373,0.13231245957817,0.234489237241617,0.106145728694308
"PINK1-AS",0,0,0,0.016550646633764,0
"DDOST",0.948641987696729,0.825892051805129,0.592349224265841,1.14117026729838,0.65923922627696
"HP1BP3",2.38716496139061,2.09942427532566,1.72080238018838,2.39239949201185,1.57204368717057
"EIF4G3",0.135113925593883,0.125263918458189,0.135506957713546,0.138069697138965,0.31574121461165
"ECE1",0.526493808145371,0.258949207440833,0.143692086974027,0.16417542352922,0.111680729650526
"AL031728.1",0,0,0,0,0
"NBPF3",0.0733950518152125,0.0456701148914423,0.0584656995033617,0.0739213780761993,0
"USP48",0.424617970716727,0.442928486160897,0.317477005125785,0.390071064918108,0.516870839291061
"HSPG2",0.0201922708025822,0.146060429571686,0.226026400983092,0.0406180576689543,0.0387437719386609
"LINC01635",0,0,0,0,0
"LINC00339",0.129613694695552,0.166224189335708,0.165554743639273,0.263967010343822,0.155314017823149
"CDC42",3.51800301063891,2.23251931676336,1.54853624612294,3.25078285013965,2.04029684465193
"CDC42-AS1",0.0952210582022413,0.0725106352324306,0,0.0704577356828506,0.127165349622205
"ZBTB40",0.186992284267458,0.0534529225791389,0.0597187976769939,0.0944071429893195,0.0912203514964611
"C1QA",0,0,0,0,0
"C1QC",0,0,0,0,0
"C1QB",0,0,0,0,0
"EPHB2",0,0,0,0,0
"KDM1A",0.266361744592919,0.479622825644888,0.32172842826958,0.451600011515099,0.543239787753523
"LUZP1",0.161138925704154,0.142765763951807,0.0659628158555856,0.151609169834216,0.0661975467189186
"LINC01355",0,0,0.0517629990935783,0.0135690549560295,0
"HNRNPR",1.04161537162763,1.63550963330157,0.979392468945235,1.0981357130656,0.703450139951101
"ZNF436",0,0.0772979173590762,0,0.0333835208358256,0
"ZNF436-AS1",0,0.0518075146706936,0,0.0284035383379016,0.100168337876248
"TCEA3",0.744194779179801,0.52029752396424,0.0359387747034153,0.437866229139536,0.24072970366635
"E2F2",0,0,0,0,0
"ID3",0.202408518506067,0.390288929811874,0.255844022792771,0.315422169926479,1.16933486866708
"MDS2",0,0.0745446242573588,0.0588539950091812,0.115130507093725,0.0730150849165438
"RPL11",55.7568063168589,57.2101099416082,77.8721553383055,72.6859791135719,67.4206180539827
"ELOA-AS1",0.138112889197938,0.169271562626653,0.193932301056345,0.0487402554527048,0.0830965082847219
"ELOA",0.192116816361603,0.171048322636224,0.15463655076152,0.253719569274224,0
"PITHD1",0.969199772212617,0.42099830860346,0.507424251527142,0.704530820942973,0.249869849816629
"LYPLA2",0.524171356776401,0.360506931533414,0.184417268138916,0.307779600518048,0.224025801132274
"GALE",0.0301539055338447,0.0681562492995308,0.174186383790438,0.0847256824791019,0.056792367105861
"HMGCL",0.145909687911562,0.337542562609343,0.37187062333112,0.186047111178377,0.275928654210616
"FUCA1",0.137812566245256,0.0221129351825644,0.107885728515613,0.0316914306029847,0.0609678029032868
"CNR2",0.0861985202182204,0,0,0,0
"PNRC2",1.44727354343283,1.42263070995882,0.999923245221366,0.989406457081158,0.649339827811809
"SRSF10",1.79728968926422,1.00488566305753,1.54770144046102,1.717106533272,1.36168961876583
"IFNLR1",0,0,0,0.0143942883463842,0
"STPG1",0,0.0614351043493719,0.0346779115574544,0.0303347245039153,0
"NIPAL3",0.183864925364638,0.219829112499425,0.304543985964692,0.163757333727434,0.462899623825017
"RCAN3AS",0.241465107920151,0.0564041847538964,0.230772542661008,0.371947190407348,0.101436741563723
"RCAN3",1.48757334329229,1.43954112962895,1.0154805745398,1.52600340329488,0.994229167884932
"NCMAP-DT",0.0359644958496972,0.0856598965039012,0.0811722423220382,0.041574263597303,0
"NCMAP",0,0,0,0,0
"SRRM1",3.20068265955526,3.3839877941865,2.38905068599196,2.59817129137196,1.98584353424413
"CLIC4",0,0.0201769111570248,0.0678526605694294,0.00982287393716504,0
"RUNX3",1.35322521087025,0.419449607363218,0.742723482523518,0.656124610057476,0.926746058951502
"AL445471.1",0.04944595804016,0,0,0,0
"SYF2",1.91478614608396,1.65292409233464,1.5898505839878,1.36239547177277,1.17523817031724
"AL031432.4",0,0.0443751672383176,0,0.00873526470035858,0
"RSRP1",1.54713452866024,3.1370878644486,2.19729439373166,1.98153699358296,1.87795446615847
"RHD",0.0384539955624089,0,0.0544920523341671,0.0626394458883807,0
"TMEM50A",2.18572168785567,2.36431981059569,1.32538615157081,1.71414619770008,1.7053913817186
"RHCE",0,0.0253693781458029,0,0,0
"MACO1",0.576245410177808,0.585261306852798,0.580288017169213,0.365626208298953,0.790751902754434
"LDLRAP1",1.51042304374831,1.38343194280478,0.787312310492754,2.29310400187291,1.46317215172038
"AL606491.1",0.111977237597973,0,0,0,0
"MAN1C1",0.201156315337265,0.13582679285373,0.305525904281431,0.296836829305505,0.268339834303545
"AL031280.1",0,0.0484721575926788,0,0,0
"SELENON",0.0351214852173669,0.112844943140336,0.107777695703555,0.152606856500829,0
"AL020996.1",0.038882667662063,0.0117720183831839,0,0.0114188099772994,0
"MTFR1L",0.327824899322972,0.484956747442318,0.19436799096538,0.331972279081116,0.372804351515416
"AL033528.2",0,0,0,0,0
"PAQR7",0,0,0,0.0220125331215599,0.0879925382327579
"STMN1",1.26135301213715,0.891007907328619,0.857020190619183,1.0875197864239,1.69916386058607
"PAFAH2",0.123216928354211,0.112197707589699,0,0.116474682094061,0.114832060892926
"PDIK1L",0.04944595804016,0.200369092814786,0.119881592112437,0.115160929324757,0.206716948366825
"ZNF593",0.454467413046534,0.123302165973623,0.172987817407425,0.22017581646466,0.351564714871317
"CEP85",0.0443354776926044,0.123893271765108,0.0578076928184997,0.111384148492802,0.11204776461184
"SH3BGRL3",11.2740610508431,8.20167763686619,3.77267196129544,8.78586209106865,8.32403582303356
"UBXN11",0.607271416574907,0.473530669164899,0.103400460083397,0.196570354577513,0.343542489852951
"CD52",5.58393492374751,5.17856292491933,1.45514218425906,5.3507694996908,7.02707309830566
"ZNF683",0.198290733874006,0,0,0,0
"DHDDS",0.0322372662798195,0.0482470749623519,0.034888670253222,0.0647271076154901,0
"HMGN2",2.84205554185409,2.09785925833174,1.70727723526034,2.21052039675796,1.50561810258562
"RPS6KA1",0.475898002274039,0.40074942362503,0.190299992230079,0.256542360364575,0.445791928825852
"ARID1A",0.512035566608424,0.398481909969239,0.416750974411894,0.557812663329198,0.382113542591421
"PIGV",0.04944595804016,0.0899134754545219,0.0293922275193548,0.0317592455403986,0.142164204993991
"ZDHHC18",0.290701981225546,0.358626483660837,0.169407587366941,0.343363790929597,0
"GPN2",0.0775905842571276,0.130410340530791,0.0439239939209192,0.0511309723897897,0.0988415692062781
"GPATCH3",0.173843242166163,0.197617532146508,0.109290612007287,0.128274893076412,0.220109094889222
"NUDC",0.806748596361605,0.504433105878016,0.496387498960409,0.662305990886141,0.8558907915131
"KDF1",0,0,0,0.00646375642497389,0
"SLC9A1",0,0.188069887035425,0.0555672864271346,0.047964815851267,0
"WDTC1",0.181977400832305,0.237251243443406,0.289047521970826,0.27186442421649,0.198264795487892
"TMEM222",0.321841878702307,0.356437355520035,0.177929778275662,0.358356078846709,0.38959863308282
"SYTL1",1.44965072203078,0.84674717292781,0.184740928435588,0.875575678889396,1.11452855907284
"MAP3K6",0.122524128356388,0.108262856803437,0,0.0184587694270738,0
"WASF2",1.68828620528255,2.12804583685801,1.07668812706296,1.65646685186138,0.977696378405565
"BX293535.1",0.075851399091787,0.0824282778525808,0,0.0974981448183476,0.114437162286892
"AHDC1",0,0.175344346057828,0.0772731545207202,0.115620725277028,0.184437430652956
"FGR",0,0,0,0,0.0479673821801175
"IFI6",0.867540048790632,0.224648245130611,1.2709860081817,0.230425780879289,0.591362073080852
"FAM76A",0.200732853312014,0.0528375951843919,0.0654544463515609,0.0979613313789097,0.1653891896973
"STX12",0.322469766393532,0.295518648202798,0.400510901066594,0.217721801139419,0
"PPP1R8",0.138372208120886,0.166649596339076,0.183285646755045,0.108634514051124,0.0938552939078529
"THEMIS2",0.284658996651332,0.248764058002614,0.0693451645430066,0.207856710556428,0.291224532496272
"RPA2",0.840443886800227,0.457480621073718,0.291258168751882,0.481245852855425,0.348792798416364
"SMPDL3B",0.0201922708025822,0,0,0,0
"XKR8",0.19745901779426,0.139054319186161,0.034366505029538,0.0991453799198891,0.335140795593894
"EYA3",0.0717787665211556,0.0656198110358863,0.0861295041231163,0.100991636062921,0.269290745286356
"PTAFR",0,0,0,0,0
"DNAJC8",0.968880393284609,1.25177263336313,0.698695337721554,1.19441359046987,1.15541421082804
"ATP5IF1",3.09933210900484,4.50376489963035,2.09879145531979,2.92622942804994,2.63607030446242
"AL353622.1",0.0882483190418329,0,0,0.0126972518068189,0
"SESN2",0,0.180392342924192,0,0.0269197384158638,0
"MED18",0.0275140252743836,0.0845665594388461,0.160377696732017,0.0339797639697688,0.161617658433027
"PHACTR4",0.2177705884806,0.118746242438032,0.608643970740078,0.244493667224644,0.198241914359554
"RCC1",0.148217529337367,0.11698690776804,0.125605797807058,0.0554297797570574,0.227225247469203
"SNHG3",0.157556555055348,0.597297740490454,0.162467131722286,0.254500643131624,0.203837021478387
"TRNAU1AP",0.146515775633442,0.492000569947561,0.182026867368976,0.451408451690977,0.0912336353914269
"SNHG12",1.07205369641568,1.88558999690961,0.219205747261969,1.24691727276927,0.707647066326442
"TAF12",0.426989539165938,0.320158822003554,0.022160910370198,0.258884521892231,0.205614150763057
"RAB42",0,0,0,0,0
"LINC01715",0.0793413936924084,0,0,0.0352867559742838,0
"GMEB1",0.0710557224123435,0.113769241488327,0.12979446880238,0.0560895062113443,0.069149120077447
"YTHDF2",0.906455773196317,0.841499767335367,0.535165368753165,0.794021765996001,0.462765235947126
"EPB41",4.33776379922883,4.54669114080721,2.25450139361716,3.71434280840482,3.22659877624976
"SRSF4",1.14519786852582,1.71838237697262,1.02009250618551,0.923309222792827,0.746783492094116
"MECR",0.0360498064125396,0.0404844813318883,0.0287247365941654,0.0715641084645214,0
"MATN1-AS1",0,0.0270609629373052,0.109103604783102,0.0207557156051848,0
"AL137857.1",0.208496962325725,0.0155271787737255,0.086699510409371,0.677801209261768,0.0592434610029918
"LAPTM5",4.90899892981618,7.97487173507105,5.50137853549982,8.13121020939853,6.38268345664367
"SDC3",0,0,0,0,0
"PUM1",0.633490364936239,0.774894970932644,0.388779407901441,0.683765172811312,0.446530672460239
"SNRNP40",0.756685557759439,0.43927619638443,0.369449081664134,0.499577955949288,0.36830068919778
"ZCCHC17",0.161453996316351,0.241588871048037,0.212753334808297,0.191799783766332,0.169021701089302
"FABP3",0,0,0,0.0123134360520169,0
"SERINC2",0,0,0,0,0
"PEF1",0.929754190954206,0.498383511978623,0.384033351700481,0.529225336851362,0.358381411521822
"PTP4A2",2.31596552052739,3.21322336006121,1.52478174910636,2.52773836002707,1.88333787638239
"KHDRBS1",2.15941885513225,2.99510499027547,2.10251808825234,2.55279914734466,2.69075508279044
"TMEM39B",0.323420713338458,0.376549642984379,0.118639198687195,0.349498816076606,0.411198946136558
"KPNA6",0.0853520923362309,0.128882936661379,0.135699183239418,0.126020788777578,0.427734521468571
"TXLNA",0.352004574172878,0.223538668664546,0.0464653772881729,0.141450495720213,0.109388128368341
"CCDC28B",0.334063238588667,0.218201307018029,0.0290829562243343,0.208203745380833,0.26057187157057
"IQCC",0,0.0435117379192709,0.0278666414009118,0,0
"TMEM234",0.133941427413792,0.125849780309328,0,0.106698541087895,0.0534693593836052
"EIF3I",1.79225204884093,1.51489498184837,0.940299086269313,1.30025420626614,1.14749585775718
"FAM167B",0,0,0,0,0
"LCK",7.6227597546343,6.21955335864717,3.54174359069414,5.88805985379663,6.5534271323412
"HDAC1",0.99155792886596,0.9092204730518,1.24271380452068,1.22279636568795,1.30890064432379
"MARCKSL1",1.3583034994673,1.08476567226873,1.0392411654271,2.36065210189964,1.66378325721173
"TSSK3",0,0,0,0.0237555289044426,0.0271532529597046
"FAM229A",0.066970713706896,0,0.033397567989099,0.010041965373295,0
"BSDC1",0.196272143171684,0.218268180284311,0.552774709055371,0.306527110700664,0.410499878516791
"ZBTB8A",0,0,0,0,0
"ZBTB8OS",0.98517649725556,0.423612042941767,0.410671756924416,0.420612022841001,0.369816533030625
"RBBP4",1.05123306379985,1.64773958154337,1.22446366183268,1.32740198806193,1.05888811109667
"SYNC",0.628254881897784,0.614716374716945,0.241824678032579,0.481988691990395,0.361486768209304
"KIAA1522",0,0.0342625915224672,0.0353096123357662,0.048457548743777,0
