"","CP002-entry","CP003-entry","CP011-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry"
"DVL1",0.0834158738896358,0.0920649439497671,0.0523173800491571,0.0386512267899383,0.176956118486813,0.0719403758165233,0.0557032122974918,0.0461300718034176
"MXRA8",0,0,0,0,0,0,0,0
"AURKAIP1",1.77837379077232,1.20625724708004,1.63485989061861,1.63312520943203,1.31721133173797,2.25529715080969,1.45727077189032,1.6652148134389
"CCNL2",0.771558288346157,0.868825276685014,0.681215990626073,1.08462443925614,1.08178603082561,0.97278973083018,0.742298241690826,0.800371165234663
"MRPL20-AS1",0.176005727106248,0.171427121510475,0.233058137398238,0.16561026698684,0.116387992000113,0.250547398478095,0.108119238344235,0.115457035404605
"MRPL20",0.900815859965061,0.492528827237489,1.11581957091063,0.879560269800905,1.34371484449064,0.432051620808317,1.19017044891861,0.93606924661081
"ATAD3C",0,0,0,0,0,0,0,0
"ATAD3B",0.0918131732594699,0.0725384948678466,0.0545889492004358,0.0538398587242107,0,0.101472364001664,0.110222786709057,0.0628049053589023
"ATAD3A",0.0853487479531053,0.0976898652295594,0.0493444246802582,0.0436728900534993,0,0.104024716272586,0.0538545485443001,0
"TMEM240",0,0.0112964226488756,0,0,0,0.196846654521714,0,0
"SSU72",1.82790595347683,1.61244626240602,1.60876343867574,2.58976680828756,2.21699828138169,1.4266653345068,0.95862519610658,1.62448969842387
"AL645728.1",0.0237022048878064,0.0487325994364319,0,0,0,0,0,0.0114002207082729
"FNDC10",0.0485306259755248,0.0299745204293048,0.0182433523792346,0,0,0,0,0.0142275034715108
"AL691432.2",0.0523211050769158,0.0786051531121067,0.0932344191084269,0.176136681349738,0,0,0,0.096269907793601
"MIB2",0.767396106283767,0.585690139728349,0.637476671963867,1.16143776581026,1.22044090381798,0.807188126594001,0.64606080418484,0.490627580457955
"MMP23B",0.368546209042164,0.230180644463724,0.189749828038883,0.314069930136798,0.392692152125024,0.181153411602904,0.185209817744597,0.064801033009471
"CDK11B",0.751801253773501,0.6103031039368,0.602754810667858,0.688198330495757,0.675672594789676,0.785298462889941,0.643483942925564,0.669012683927007
"SLC35E2B",0.380158812549444,0.463088964860021,0.398967619304113,0.481001469513171,0.469623604241977,0.730368720449531,0.437664271683811,0.394337404993449
"CDK11A",0.790399939566963,0.668143969414236,0.748476579951742,0.740766551212029,0.696552814494477,0.847730161152659,0.666011921422617,0.597226761891353
"SLC35E2A",0.16911914383042,0.0595318884582001,0.171647362482391,0.247641511353346,0.107976354117373,0.311684904846132,0,0.187398144397256
"NADK",0.446371934539553,0.232637852334691,0.309161938943352,0.28272255341285,0.299440970033233,0.0923505998171458,0.293990640629863,0.255406927144454
"GNB1",1.86183421413995,1.69369333749855,1.30293901185519,1.28082206182337,1.70073672068716,1.80400772028513,2.3460565530693,1.58369083551971
"PRKCZ",0.32502368376476,0.187453563165392,0.133603474700153,0.272761575162953,0.12802194099806,0,0.110936348219126,0.308288068998127
"FAAP20",1.10296931355819,0.855495297795854,1.14263808293344,1.01543851901101,0.684899664447329,1.04053260878752,0.818286167701931,1.1768604766407
"SKI",0.245211833342587,0.346978867871809,0.264156096415428,0.166562046142743,0.208849585578289,0.333621950701996,1.09613764544896,0.320731766754007
"MORN1",0.00840954483338589,0,0.00786897217059302,0,0,0,0.0169652551574376,0.0353119674107328
"RER1",1.4712944012448,1.28359009223579,1.06595455672845,1.11050187999115,1.50435930462908,1.08296808541615,1.28546261373273,1.13915653965928
"PEX10",0.0690665363512921,0.0441579496044602,0.10244144093836,0.152676248899021,0.0846016014301202,0.356665560699346,0.0207518556947881,0.0449990803160013
"PLCH2",0.0170438673066546,0.0229899426292769,0.00823791086580443,0,0,0,0.00831404474951446,0
"PANK4",0.249474893714075,0.328297605848597,0.351217571369202,0.302373348587821,0.19329241699223,0.151561437768925,0.0243380062305296,0.212925091469672
"AL139246.5",0.465122532739666,0.316549193655906,0.369526331918629,1.02733322198285,0.302032588207934,0.208006159422746,0,0.817396943623652
"TNFRSF14-AS1",0.0775277446278202,0.0373604210030388,0.0503729933242331,0.137845504978842,0,0,0.013050196274952,0.0600804927622776
"TNFRSF14",1.89944327891571,2.38936427522951,1.84386359862042,2.08239203615157,2.55185269959543,2.10924719286967,1.64057498055656,2.22797419878349
"AL139246.3",0.00907548077359398,0,0,0,0,0,0,0
"PRXL2B",0.114282120170622,0.160908621425752,0.0761376872057263,0.0522858449888447,0,0.1708079797027,0.0544561853551885,0.0504077464617434
"MMEL1",0,0,0,0,0,0,0,0
"TTC34",0.0140159080556432,0,0,0,0,0,0,0
"MEGF6",0.0654094150551922,0.00752409214304202,0,0,0,0,0,0
"AL513320.1",0,0,0.104210794227683,0,0.0554778865144353,0.0806048588608921,0,0.0335274394093462
"TPRG1L",0.472374032884485,0.614347505781168,0.480347053846133,0.210842609440856,0.378573906232062,0.262003923163263,0.476115671075117,0.422606140674373
"WRAP73",0.496540215560777,0.48367622063098,0.512873801954507,0.205117245112942,0.506618772215059,0.668233382282256,0.419812263765804,0.375896681401111
"SMIM1",0,0.0408234767182503,0.037948422428875,0.046376381436462,0.0387741175010857,0,0,0
"LRRC47",0.245069952863502,0.274959728783321,0.259719530556919,0.370873643580843,0.177317200185957,0.279129225958087,0.404221918280155,0.27767580971564
"CEP104",0.31060576447108,0.318681591115508,0.185931324473665,0.342461382732615,0.557091701968001,0.27611761383051,0.47589301356237,0.239471861273745
"DFFB",0.0886164811863789,0.100272806389717,0.116660462292876,0.102874446496792,0.142351752140612,0,0.0389634810301278,0.0625689546896682
"C1orf174",0.58011923283729,0.411381683107864,0.363844494683319,0.135131466555871,0.506934959925953,0.740947232380426,0.476717138548471,0.487540823983782
"NPHP4",0.0525587062023665,0.0422097837566863,0.0250719668763403,0.0435648222773075,0.0981546917942678,0.152957029512747,0.0801013062804098,0.0395845159932893
"KCNAB2",1.14465254656383,1.20763760836793,1.16194580519611,1.93095234543573,0.999195358399092,1.64994012736156,0.491964842785317,1.67789485822458
"RPL22",8.11632668921017,8.71496963283764,9.33654263624095,8.72258857127349,5.65318347223385,7.93570315922021,7.86667334900007,8.70975850224255
"ICMT",0.131658134181064,0.235155140709459,0.122077308882829,0.11427326841739,0,0.213619912915343,0.201108184336038,0.0583624040086305
"GPR153",0.157156302183504,0.139025521044978,0.0398487707617206,0,0.0748222970445193,0.242633053900933,0.0161448646414548,0.0348293640142885
"ACOT7",0.243767188596208,0.313376614997232,0.121218291076445,0.334737137441782,0.210068367028818,0,0.588542032506724,0.294345556975275
"AL031848.2",0,0.0148214899747442,0.0132492661851572,0,0,0,0,0.0179443008900373
"ESPN",0,0,0,0.040138236085077,0.0505602070946083,0,0.0124378109452736,0.00576829009423079
"TNFRSF25",0.0751552325288366,0.201694849078969,0.198855245118946,0.341076585716267,0.330977955882488,0.104802028967281,0.904843722834547,0.198905497968192
"PLEKHG5",0.00758929757256317,0.0151087071479294,0.0130364606848746,0,0,0,0,0
"NOL9",0.180875473387606,0.165062543767563,0.203258785470452,0.13259204466357,0.114230224235141,0.164185341547519,0.169261624651744,0.224601375654455
"ZBTB48",0.168898341706126,0.235949773158515,0.247397636232321,0.0383275766235133,0.357394483605867,0.245307629329892,0.195470960013804,0.179747501729074
"KLHL21",0.277380490400673,0.174902168254231,0.174209218595919,0.256296527718009,0.129018939980389,0.0806048588608921,0.247602676095955,0.225737303065567
"PHF13",0.0945542302521841,0.12285947971119,0.0520377444796342,0,0.210637547075712,0.154640769492469,0.104755696555669,0.0751578893194588
"THAP3",0.209500513816137,0.364110813492054,0.215200969764415,0.0383983289047261,0.457319006849414,0.218400931071209,0.166669738309816,0.243606542060198
"DNAJC11",0.201800999698587,0.151802596629594,0.0942081263874634,0.0431510632421983,0.191266978680225,0.104802028967281,0.192183717213602,0.156143843009893
"CAMTA1-DT",0.00721992989448072,0.00752409214304202,0.0169375961716407,0.059985123689325,0,0.121134301600184,0.00573984277422673,0.0623519786220966
"CAMTA1",0.561448105269875,0.560867413403825,0.567334031592336,0.726480992800578,0.652077233798509,0.396242370153151,0.698046141820619,0.767126767103121
"VAMP3",0.296441781165357,0.27329611256853,0.206482700147007,0.0777711988925541,0.267917752401867,0.104802028967281,0.375770058517834,0.137803657753521
"PER3",0.0688224135484758,0.0455239397961833,0.119498701711689,0,0.0783134417191367,0,0,0.109475138788748
"TNFRSF9",0.173686985631901,0.0678701003565533,0.0437742717399131,0.0475506652338066,0,0,0.324866447122995,0.0720863782212132
"PARK7",2.62352210500753,2.31800948175806,2.72907017225224,2.22104337499134,2.06536419883819,2.40343084816446,2.27879160970134,2.74751279866891
"ERRFI1",0,0,0,0,0,0,0.0326032340863311,0
"RERE",0.209473525265518,0.191650853481528,0.336078359246542,0.483483786897254,0.324198949850631,0.376187183605394,0.413929921051974,0.234821199241886
"RERE-AS1",0,0,0.0101846891531024,0,0.0554778865144353,0,0,0
"ENO1",7.35387371156616,19.487163795701,2.21005399552054,6.9490712591316,2.72584133284534,14.6028721622359,4.70714846423522,9.93792843580637
"ENO1-AS1",0,0.0101980044544883,0.00703405043132797,0,0,0,0.0146116799925188,0.0508238868848731
"CA6",0,0.0124277636239359,0,0,0,0,0,0
"SLC2A5",0,0,0,0,0,0,0,0
"GPR157",0.0124396676120814,0,0.00512767921238847,0,0,0,0,0
"MIR34AHG",0,0,0,0,0,0,0,0
"H6PD",0.11308043556649,0.214000358678169,0.105025191404234,0.0837161181093181,0.0833666800053355,0.10074348693357,0.129631646527595,0.125929655397957
"SPSB1",0.0906092563621311,0.0716525694005731,0.0795617974120909,0.0728313791320809,0,0,0.0875765345057117,0.00824951822813548
"SLC25A33",0.0800942265489313,0.111174197525764,0.0771271696190779,0.123750210606223,0.142351752140612,0.0826917829175315,0.258196839784729,0.106003648463977
"TMEM201",0.028699033261451,0.0389284469260329,0.0179109461010627,0,0.0728501908675001,0.0806048588608921,0,0.0324721474226142
"PIK3CD",1.31169674579173,0.765228071080339,1.89937381392455,1.11882760044019,2.56705669020061,1.97698800715626,1.13454468876076,1.42165894616116
"PIK3CD-AS1",0.00925270525970031,0.0231971227949529,0.0140307452806209,0,0,0,0,0.0247791338968927
"CLSTN1",1.02695612230004,0.596286925825521,0.902939959523073,0.819493883328282,0.794470928646062,0.97406564939417,0.881409479171304,0.73509735891799
"CTNNBIP1",0.235847922440132,0.196832391614969,0.125949891757055,0.116634030417492,0.430352453232376,0.10074348693357,0.15423688585249,0.140493387838893
"LZIC",0.492418000266634,0.349398960409899,0.54078155720405,0.756778126785068,0.464908423462761,0.427528631708689,0.513012225720729,0.524403899822799
"AL357140.2",0,0,0,0,0,0,0,0
"NMNAT1",0.0800760405374382,0.03655814841327,0.0552813866164209,0.0897799662972292,0,0.0971043483327183,0.0627859542084419,0.0723528875482322
"RBP7",0,0,0,0,0,0,0,0
"UBE4B",0.201064810253742,0.242075054984006,0.375793336615201,0.405651982776087,0.611435858516921,0.206274392968945,0.602471381874111,0.370545567807976
"KIF1B",0.179292446496189,0.172898482314706,0.167363003258101,0.059781439058801,0.462183754548136,0.582675464157682,0.788761988013594,0.112833693024062
"PGD",0.360564971772473,0.239139781198971,0.203217552281392,0.18867089975748,0.259221413234685,0.373546462156799,0.330339811583391,0.228266338348648
"CENPS",0.0582366012527508,0.0770257590122772,0.0167094547062359,0.0499982500612479,0.0374111485222596,0,0.107222077721788,0.132136290340433
"DFFA",0.184572379867245,0.21212915087295,0.209291326655572,0.32049959792621,0.425780592164328,0.0806048588608921,0.502186346345928,0.285115663924348
"PEX14",0.418928856874108,0.194555736177113,0.490068548841222,0.361675884888639,0.50663723908754,0.204008309867998,0.819869536348744,0.435014387216318
"CASZ1",0.187954621577573,0.172181242136102,0.194280794571551,0.132835877630736,0,0.469691861631939,0.517994732418185,0.196617886344553
"TARDBP",0.305854859319946,0.365033603736757,0.608326482719428,0.71774967148556,0.881760766048362,0.233010786057514,0.473013705810263,0.543994532275925
"AL109811.2",0.017683978273242,0.00940854145027022,0.0165625534847226,0,0.186440252843223,0.154640769492469,0,0
"SRM",0.425991598919582,0.569982081471535,0.798196828900512,1.60007893037542,1.19971973330706,1.21647827126601,1.82130725233944,0.772511019223265
"EXOSC10",0.652616662839923,0.493303691465007,0.445895729595133,0.593065387501607,0.381675279214592,0.762294605755973,0.810133009466355,0.555288195254211
"MTOR",0.345077065590353,0.174144786342883,0.219883016546706,0.119189728315341,0.508208109942514,0.403214846010407,0.388118888236877,0.345421068976998
"UBIAD1",0.194340022585511,0.259284958455942,0.125918982584729,0.0396523283847227,0.25888548316823,0.0592108379517787,0.168557675315518,0.209004584252869
"FBXO2",0.239944135305564,0,0.104777668966435,0.013257254369591,0,0.0923505998171458,0.0841185492594679,0.137355547125563
"FBXO44",0.440998886622045,0.485786809455677,0.392760369194439,0.297213174925965,0.246763779221602,0.292683118374911,0.185127098291472,0.396224685986789
"FBXO6",0.262018489787319,0.168462297255015,0.31153430416524,0.475394795942432,0.0833666800053355,0.245842172031131,0.34107894259698,0.406766023185733
"MAD2L2",0.484235803841166,0.532875698879479,0.3292962392106,0.395304732547483,0.477917275720099,0.359431623803842,0.297631312498109,0.368755075947917
"AGTRAP",0.550525643851576,0.33488512002572,0.419636393985172,0.243405187197821,0.0389262580966617,0.35205850866173,0.155176787069056,0.239689808331592
"MTHFR",0.13044690524071,0.0420722393175868,0.101782189926676,0.194840011436846,0.0833666800053355,0.0806048588608921,0.106049801602895,0.0549294463884892
"CLCN6",0.0525773790163659,0.0490328368562313,0.117956659206219,0.0679783275507714,0,0.0875626072641939,0.0243436940095038,0.0103063883117311
"AL021155.5",0.00987127852799494,0,0,0.0431510632421983,0,0,0,0.0116615355910066
"KIAA2013",0.782046061675315,0.69327166611512,0.519576181659023,0.681560247037288,0.782073620258663,0.637233272746212,0.422746972924879,0.61016937205701
"PLOD1",0.507358071838488,0.189525747156523,0.225884383310671,0.0467613115612667,0.208934018636914,0.42250745866247,0.0753968745238753,0.111467549472222
"MFN2",0.148794469469211,0.167764895202885,0.207385167046925,0.080672454137438,0.309034343657625,0.170254390181725,0.323747861409261,0.180481195188011
"MIIP",0.348969309010321,0.370983745307708,0.264223907464683,0.484115150732504,0.164295029284989,0.337448308614753,0.162331679701545,0.265678247703269
"TNFRSF8",0,0,0.00809459669481428,0,0,0,0,0
"TNFRSF1B",2.11898157594774,2.5312731597879,1.59047047479858,1.61114527749016,0.802568397167631,0.864546978314489,2.01059540618858,1.88253500278401
"VPS13D",0.461644445866098,0.40791515629909,0.43760373982584,0.803655906053762,0.873991387114223,0.399620304544144,0.679851057120199,0.541593449555131
"DHRS3",0.00675591226772329,0.136094564226678,0.0322377397721582,0.0342106073409121,0,0.315050193827556,0.0220046300753199,0.0651327051523445
"PRDM2",0.664968178086611,0.570118377638171,0.497468572036297,0.471178242470732,0.794957045909763,0.52330131440338,0.729100990256659,0.552003775839665
"KAZN",0.0245583094559211,0,0.0248993662103967,0,0,0,0,0.0119597768784026
"TMEM51-AS1",0,0,0,0,0,0,0,0
"TMEM51",0,0,0,0,0,0,0,0
"FHAD1",0.0494709209448166,0,0.074198220911324,0,0.0507356671740233,0,0,0.0976063381862204
"EFHD2",10.1759992271523,6.92648773685328,5.47325174588592,4.25154324943236,5.45568874345652,2.83405444923396,7.13051514664627,4.89967140795379
"CASP9",0.115550178395733,0.106141513329238,0.106793162409594,0.163580531055749,0.319957499202736,0,0.0733530687728436,0.115758201296885
"DNAJC16",0.146843648634053,0.158362543201123,0.267174199700682,0.269549769818238,0.138981997953864,0,0.365266910617638,0.15834545898482
"AGMAT",0.0100176812073309,0,0.0124322751809518,0.0185885007816465,0.0389262580966617,0.0937461915609678,0.0620146621390402,0
"DDI2",0.264900378273211,0.198741350101521,0.282942912988445,0.307196300759663,0.526398385271374,0.0875626072641939,1.50929376506623,0.247432757790353
"PLEKHM2",0.446973194899641,0.576883851194242,0.213942515323207,0.234938900869429,0.402717875760506,0.485893702073459,0.259579135172254,0.141739134411849
"SLC25A34",0,0,0,0,0,0,0.0313014327884129,0
"UQCRHL",0,0,0.00927144949841458,0,0,0,0.0147775098122665,0.0325059763710161
"AL450998.2",0.121277443143011,0.241511841246247,0.197788643177069,0.0858039118995919,0,0.198196089741916,0,0.209277976899752
"SPEN",0.696464098434918,0.560080176404424,0.711753319741888,0.397409331403722,0.757019571977739,0.615904249101442,0.862747999961142,0.887501660523261
"ZBTB17",0.210967079288605,0.164456446248787,0.223729214820659,0.167459900095386,0.186432446822835,0,0.273510105489866,0.208407583079007
"ARHGEF19",0.0440485743442744,0.059014694893012,0.109280296242846,0.236151463151012,0,0.0937461915609678,0.0856682464793154,0.0637931983983029
"CPLANE2",0.0298032888634437,0.010584609131554,0.0182440306705499,0.066436353972894,0,0,0,0
"FBXO42",0.367032681930723,0.453410868386037,0.308189419875599,0.173489580693485,0.394904487401315,0.277449487884681,0.461836600021592,0.480550134802127
"SZRD1",0.672117676583676,0.539943815878578,0.694336805224285,0.491854896763775,0.367402077962138,0.244895834494561,0.710078045152492,0.595821783879073
"SPATA21",0,0.0468244553693659,0.040701227813808,0,0.0374111485222596,0,0.0629307276312941,0
"NECAP2",1.10043989963165,0.618982667517516,0.731070697289158,0.450059348166791,1.07803357547576,0.764037669806434,0.542494296021328,0.479255486945344
"LINC01772",0,0,0.00851427588637869,0,0,0,0.0128743871791703,0
"AL137802.2",0.0102208730669774,0,0,0.037270460551081,0,0,0,0
"NBPF1",0.0292281103217694,0.090131068333232,0.0477284177699947,0.0492121140539955,0.0981546917942678,0.0598368846524374,0.0882402631617113,0.061196589328787
"CROCC",0.269650575289405,0.362333543630368,0.347688805616096,0.473321386932542,0.291972440053773,0.200278628165767,0.0984745550764026,0.199600447682714
"BX284668.5",0.0542489574734428,0.0246410459346712,0.0238585051644904,0.0412309925124518,0.29021355799373,0,0,0.0387510170506811
"BX284668.6",0.0389408193861873,0.0260475111682954,0.0269522339297851,0.013257254369591,0,0,0,0
"ATP13A2",0.238477341579983,0.142396419778733,0.162082830190405,0.165676989501039,0.277831411944636,0.114838250324418,0.21865229198802,0.158699003848792
"SDHB",0.717317242693137,0.539537346082475,0.661189522394528,0.958015271702393,0.451225412537048,1.06191589946578,0.891111873118571,0.591517651035388
"PADI4",0,0.0202312431087328,0,0,0,0,0,0
"RCC2",0.381837614088826,0.293562982666709,0.447408536521555,0.238392831509378,0.309945156912545,0.691396552852892,0.5839158185728,0.220152211889424
"ARHGEF10L",0,0,0.0116000129920146,0,0,0,0,0.0238734915581787
"ALDH4A1",0.0120159090636002,0,0.0156776518354161,0.07498726827999,0,0,0,0
"IFFO2",0.162822159442815,0.231039917656419,0.20769737182515,0.248788884059226,0.300823427110377,0.232166296629817,0.17743087255789,0.0943450766979778
"UBR4",0.56974939097135,0.794032183336756,0.751926301392641,0.63813673426494,1.22818169140992,0.797432242129318,1.53553522745941,0.467373360153131
"EMC1-AS1",0.0426324907576358,0.0330226212742943,0.072862499312692,0.156972371638732,0.0387741175010857,0.114838250324418,0.0806411728248912,0.0507908623485035
"EMC1",0.0752097204343143,0.172086928874324,0.110620059628093,0.013257254369591,0,0.0598368846524374,0.141908028505557,0.0795018058974988
"MRTO4",0.107592422371454,0.0479521547058939,0.0460058893760826,0.0475025532622378,0,0.143880751633047,0.128531273724171,0.0642465284129909
"AKR7A3",0,0,0,0,0,0,0,0
"AKR7A2",0.755925899791774,0.691565497093563,0.595614470793646,0.699293748568644,0.231689169898408,0.436989484236198,0.109622582009884,0.720342608639752
"SLC66A1",0.0614238527176036,0.104659205285085,0.0416152752903315,0.0832129199363647,0.0692022366162874,0,0,0.0477333289685019
"CAPZB",3.39127402436941,3.80318686020691,3.73690014548418,4.41942742716958,4.58830270032717,4.15717630755676,2.67608575558809,3.88253189411373
"MICOS10",1.66561701870036,1.57929904986773,1.78174638699618,2.53303796479399,1.39000672519924,1.24974901753719,0.743072122794724,1.81200083863099
"NBL1",0,0.0856251656072773,0.0306013196734007,0.0250703222539223,0.104561266835582,0.158819084451398,0.223733164791638,0.0752513082264192
"TMCO4",0.157059730552007,0.147770360615024,0.185344840692501,0.0422324049242984,0.443010473096076,0.147566626331789,0.145948356790437,0.21674035094796
"OTUD3",0.0973484636273008,0.0928690210305356,0.0800832379879019,0.221348943901597,0.114553203986296,0,0.04198869774786,0.0692570313731879
"UBXN10-AS1",0.0141093474426808,0.037265596893626,0.0394029950542607,0.066436353972894,0,0,0,0
"CAMK2N1",0.0106781136044506,0.144920331695613,0.0852315489553938,0.143379659436907,0,0,0.0206188968065453,0.0866608339789166
"MUL1",0.151656856886908,0.221933114732748,0.149899468158793,0.247518854292999,0.103243630951799,0.0937461915609678,0.240660270393238,0.170254158261075
"CDA",0,0,0,0,0,0,0,0
"PINK1",0.373021109228155,0.295490274929029,0.395306653257909,0.419927755676271,0.305453282992889,0.295749958469091,0.233995820778993,0.366701947542803
"PINK1-AS",0.0091460765618069,0,0.0408881476832402,0.0471526851096536,0.0362397622671595,0.0956361236766351,0,0.0596499102282282
"DDOST",1.54565479992131,1.4299544088881,1.45965589998556,0.903890014539196,1.27090276676459,1.07042612344906,1.28898975698299,1.53661803270525
"HP1BP3",3.05382923555705,3.27689461016965,2.452174640928,3.00108697795713,2.97641194367986,2.91238834810004,2.07644062958033,2.4996541781887
"EIF4G3",0.885297370668463,0.525659582289501,0.935321462187636,0.954864330457906,1.36525318552879,0.205470885408528,1.68051256483627,0.684567950819141
"ECE1",0.103617154489754,0.143180760519496,0.0895819118957643,0.126708117293474,0,0.181863817109013,0.378160379526117,0.130267672296615
"AL031728.1",0,0,0,0,0,0,0,0
"NBPF3",0.121807962137298,0.109940659962927,0.127263072230912,0.265348564104992,0.151163632586637,0.154640769492469,0.0861471558169556,0.0315021427494672
"USP48",0.725547833349469,0.630782821666273,0.566471854023687,0.622178547978513,0.680461048006314,0.55159205232659,0.624213892100572,0.633035759924808
"HSPG2",0,0,0,0,0,0,0,0
"LINC01635",0,0,0,0,0,0,0,0
"LINC00339",0.323291437249718,0.424772072005952,0.170537171324554,0.297458855410076,0.289700303915876,0.460691635990273,0.0618298081806248,0.269566810781124
"CDC42",3.01900305275244,2.48429101081138,2.23926769889218,1.70066612188257,2.90821935679054,3.61819533275213,3.5764477304374,2.12516788647387
"CDC42-AS1",0.0200908098318162,0.0229256951944217,0.00631614583728093,0,0.0389262580966617,0,0.0637123778089364,0
"ZBTB40",0.193362809735,0.176237579445961,0.281003133493307,0.347447158301051,0.541426785663031,0.102276678871684,0.265451714402028,0.238908006202956
"C1QA",0,0,0,0,0,0,0,0
"C1QC",0,0,0.00933691123771963,0,0,0,0,0
"C1QB",0,0,0.00684995314632048,0,0,0,0,0
"EPHB2",0,0,0.00672347555277054,0,0.0809375809375809,0,0.00831404474951446,0
"KDM1A",0.397187347084551,0.425131668644852,0.348627269078305,0.46629911918962,0.0505602070946083,0.65751892549852,0.3719836993125,0.355416837598816
"LUZP1",0.405609561151372,0.33174542427348,0.305506523762849,0.415613218151675,0.496501644958886,0.366706797996035,1.11304875035808,0.294369049139357
"LINC01355",0,0.0235903106693199,0.0222822955315912,0.0809919898921997,0,0,0,0
"HNRNPR",1.37641505982485,1.78579759799244,1.08290073282345,1.2699577580232,1.39689097418351,1.15163462621723,1.30464878729526,1.24838238443794
"ZNF436",0.0215669392485119,0.0219511229186813,0.0626867694817379,0,0.380438752834461,0,0.029872861103145,0.0622479794802165
"ZNF436-AS1",0,0,0,0,0.321042719890386,0,0.0169652551574376,0.0127082888543223
"TCEA3",0.00681245316438449,0,0,0,0,0,0,0.00683945875259216
"E2F2",0,0,0,0,0,0,0,0
"ID3",0.0209401026552542,0.00752409214304202,0,0,0.0554778865144353,0.159502983080717,0.1045637242589,0.33666669393146
"MDS2",0,0,0,0,0,0,0.0205538016311497,0
"RPL11",30.9794697780981,36.2812986762229,29.4198056194565,29.5769961328707,24.0720692750064,38.1026653181772,28.6424793050238,32.0796121268191
"ELOA-AS1",0.151029814463966,0.0670214712994939,0.120173093273643,0.137085053837704,0.20566114320898,0.187622195568445,0.093950653911735,0.125575673259275
"ELOA",0.366350071455513,0.322094876220743,0.320896162117382,0.205125153912426,0.112354836054649,0.193074677416707,0.284838593023125,0.325973576840108
"PITHD1",0.625675540506546,0.78260764417066,0.562918435712556,0.444557271816003,0.368470596409667,0.36854048656255,0.403848654524721,0.700952223604002
"LYPLA2",0.752676994007898,0.441874385163689,0.448576396188225,0.460874752533362,0.513590872313414,0.391423512380651,0.391960416323277,0.485214544644517
"GALE",0.0564996202170193,0.0346615142556681,0.0475176134116406,0,0,0,0.0253200453735213,0.0899086692855543
"HMGCL",0.223223245161159,0.266111182481872,0.126492794446897,0.168793561873332,0.0592024249313252,0.419469888685902,0.150399889223503,0.0986238126295389
"FUCA1",0.0729777044189926,0.128442100419621,0.134699932382037,0.161285957943022,0.134368445295146,0,0.177234472793491,0.0576481551203686
"CNR2",0,0,0.00647567735585142,0,0,0,0,0
