"","Activated B cell","CD4dim Naive T cell","CD56bright NK","CD56dim CD122hi NK","CD56dim CD122int NK","CD56dim CD122lo NK","CD8+ MAIT cell","Classical Monocyte","Follicular B cell","gd T cell (cl9)","Intermediate Monocyte","ISG+ CD4 T cell","Naive 1 CD8","Naive 2 CD8","Naive CD4","Naive Intermediate CD8","Non-classical Monocyte","pDC","Resting Naive B cell","TEMRA/CTL CD8","Tex CD8","Th2/Th17 EM CD4","TNF+ B cell","Transitional B cell","Transitional Memory CD4","Treg","Tscm CD8","Vd1 gd T cell","Vg9Vd2 gd T cell"
"CD36",0.00189827003046766,0.00115473919656693,0.00479003266910456,0.0051487285155185,0.00537930617774251,0.00396966066044209,0.0102607824170175,0.696188558057497,0.00474216580310874,0.00283717567903727,0.346140436352412,0.00361952454364395,0.00305172989936907,0.00252685770891207,0.00229630786702123,0.00283250540623196,0.118395484711066,0.383081947119474,0.00269920956307852,0.00604890490194191,0.00516289098747254,0.00312218740722172,0.011816586224124,0.00329867842934247,0.00192655430226261,0.00359182462662123,0.00494422563933969,0.00340877272365769,0.0126139777672706
"CD38",1.60431831129187,0.333428678609658,0.818287387179188,3.39497153412256,2.55556919922857,1.01868224714036,0.487754081202941,1.15825215575859,1.84694020934676,0.827034155635348,1.12542270399773,1.23564606751148,1.0298788015485,0.518982248270493,1.34925573366477,2.04613025802369,0.167279581661472,3.53639320774588,0.894285502633875,0.600929000524867,2.64722214638402,0.768114449244019,1.6827018092347,4.23298027917133,2.65607739923268,0.803617132603868,1.55692992261852,0.540394368130207,0.398999783856953
"CD3D",0.153867088901116,1.69944234494229,0.126923772525692,0.419777228644663,1.0420568770208,0.391435113323795,2.26343626200627,0.759739778817074,0.14890654018859,4.66931545060078,0.56661075162316,4.82542745521774,3.83544711842327,2.94597269715807,4.96877417949981,6.13043709857425,0.224631188084809,0.352472765406147,0.0608483620565355,3.60104416443001,4.30804129214841,4.31450852231913,0.0866319839624425,0.126790620019865,6.1649901706174,4.12372853702532,5.94789925018889,3.39738394396975,5.03430395865253
"CD4",0.10390406082129,1.85536618587882,0.0191393106518646,0.154922497397262,0.0349031653900465,0.0133248858861578,0.674788019401567,1.67170538498809,0.0923068146868892,0.0726878225293101,1.49029295424305,4.4814808090554,0.0522829699460775,0.161660107226468,5.17071660901676,0.07641021973032,1.56449368908679,2.6882947110932,0.0281536152743229,0.139547801365376,0.387966600178095,6.20023521369759,0.0368682945674888,0.0765735930354839,6.61458387486131,5.04577497577269,0.109186329823072,0.172114302616476,0.233107304512826
"CD40",4.05104728618321,0.0112765074985566,0.0200542266444959,0.0346087044684173,0.0192852811944013,0.0120643804573885,0.0217155062288854,1.05487321708685,2.80982046530523,0.0118413445214575,0.279868608410842,0.0140805845798867,0.0204538013191302,0.0107823594091485,0.0151255146380913,0.0316099665616108,0.559059552606346,1.43266744867642,2.1691470034611,0.0173685022665728,0.0179284272501805,0.0187112466040711,1.77111108076507,2.15061235006362,0.0315960775546596,0.0330352479602449,0.0266948908845144,0.0156341964267794,0.0172189332729161
"CD40LG",0.00581416821267647,0.00327425777485831,0.0027932633739895,0.00172026444656817,0.000504419306323436,0.000641829498870012,0.000690383274582779,0.00269642161685762,0.00426639284069556,0.00529764176599957,0.00251811024598673,0.00374967190102023,0.00295070449874784,0.000641280483289791,0.0017522847931052,0.00207810018527491,0.00168516520860794,0.000436628491096379,0.000986826801928437,0.00208399265749654,0.00407451394921071,0.00422709176174496,0,0.00653042741367376,0.00389601727249244,0.000964284191455695,0.00269636213736909,0.00122592446390182,0.00084666452676214
"CD44",4.92284411088272,1.99563063314668,4.01464576903346,1.74570669601229,1.26416374958195,0.910089940506369,5.03475000890573,10.3139375267941,4.21124573437507,2.69909718387336,6.77866161572866,4.69117060288694,4.40064818468512,3.59371963156598,4.47318590876136,4.78972978802483,9.26844921744098,5.99382918314118,3.0929154393877,3.36718713725507,5.72024867653892,6.1796983454001,2.971919664844,1.86551009897246,5.66442364076775,4.73665511856978,4.26194683648465,5.05946364719067,5.767348503553
"CD45",2.49040655016125,1.24165327424927,0.778091809091534,2.70364629857956,2.22415258441965,0.795861570137408,2.73200217654612,4.40051421344366,2.85977250948374,2.85867196148866,2.85073325139691,3.54106797013983,3.606494282412,2.73025961539315,3.45608155230809,5.97428573144709,5.23488326998686,2.21405088392186,1.62282918798695,3.00452347228722,5.06940783487839,3.96066780292308,2.07025968826839,2.25148270432172,5.05054864509475,3.89365303046947,5.41234361315236,3.6797946223015,3.36889130405384
"CD45RA",3.94252594545137,1.30153375450444,3.08577298609533,5.20490301944671,4.41580726854189,3.1788472531676,2.20700186800475,1.33233545658514,4.71786810093393,3.66599707452179,0.720953737521361,3.10385818839378,4.88911266575383,4.49672374159359,2.63567358124574,5.87585468071071,3.44324459134938,4.74494302971646,3.03713446619088,2.17587627480543,0.660472446648272,0.318972240747607,3.45323320303247,3.85111620622596,2.45763417446235,1.85931085867982,5.82792218332187,2.71203895768509,0.792155575188861
"CD45RO",0.00841638928596907,0.0124803705835096,0.0210576245205615,0.0126217833466526,0.00500198917309544,0.00144050552265798,0.151223605668662,0.303841604994397,0.028856069106941,0.0126957930683512,0.0243086735882594,0.0416568153943254,0,0.0395673191360479,0.108817296347711,0.774408696084718,0.0404330304538163,0.243163053768341,0.0128234826724375,0.0578351891486128,1.57774625422357,1.00491797779908,0.0112255380521216,0.0134790001471541,0.819034533719579,0.432359266477919,0,0.0790431019839548,0.323014205853083
"CD47",1.18187788961056,0.0794818942966769,0.0510633736208828,0.32875932664035,0.162782082964143,0.0316040210147259,0.322593306432772,1.04763750698094,0.686666848899098,0.0776222479073396,1.13487936217513,0.529208244268413,0.337265048282215,0.168440820842034,0.543736873933747,0.682912212632332,0.847176537951193,0.946972632856283,0.341812121824097,0.107730287794281,0.229089106526698,0.472095513940933,0.409935789217542,0.8096042592227,0.997649682350407,0.407923197987497,0.606653702164262,0.277540210279184,0.198668707869914
"CD48",3.65787869618172,1.43739025954559,0.514010199772915,1.6007167210337,1.16597654102175,0.517902160662234,3.4003526824931,3.5426548937147,3.90066267207167,1.8337897192949,3.04626228307214,3.84039733293916,3.59811014668252,2.985694076604,3.27031629586026,3.79105069969076,3.30305072924975,2.52499217160552,3.26206351159439,1.8005292153771,2.9893252565831,3.82656373625545,3.21105747992583,3.33788482636298,3.75968001783628,3.41476928913809,3.67572867851701,3.82642011997454,3.31921707761708
"CD5",0.66171221772282,2.56565327958778,0.0574036721405059,0.242237094630103,0.0589727009475571,0.0374559929888754,2.60696160182703,0.78975893576758,0.59216104113102,0.330835754726767,0.300241746240066,6.20992572001928,5.25235726770766,4.04846317936963,6.02848115665026,6.81333218015628,0.143327331647509,1.86783015357136,0.438772875662158,1.74097006651254,4.64357459540767,7.40901106275465,0.287086647983112,0.548012818949073,7.40088124744869,5.83535154660614,6.79865742705514,4.21078750296483,1.29438847193807
"CD52",0.381232239107845,0.0910327268910368,0.0178415942870495,0.0642620800137903,0.0499159710861288,0.020241399536395,0.382384867572593,0.182475609595345,0.944056184275689,0.131747520223075,0.0921941855859575,0.694628844433637,0.639920751382959,0.315186180974293,0.642707741322409,1.10725050978171,0.190804012760284,0.0776455726401967,0.335374444613367,0.170264519996317,0.451330507061928,1.1946248713904,0.80850240665295,0.466423427459722,1.02847917379506,0.546615777004888,1.69022725048139,0.848110866933303,0.262255041991347
"CD58",0.167176410902175,0.00201084029830392,0.0163574095667898,0.051270733716702,0.0290902360515993,0.00777673045418328,0.0725946745947163,0.924606616783361,0.0530079786326463,0.042853618543259,1.0388412914078,0.0104880430048076,0.00419111838751989,0.001167829355066,0.00421368879650748,0.00583207090814479,0.590085374416681,0.248556857203303,0.0129285113892168,0.0296867006067017,0.0738202732605402,0.0927678982447235,0.0237326789090987,0.032463193100083,0.0133274503204375,0.049205542833975,0.0272625565220625,0.0149431840650316,0.0723166663065167
"CD69",4.54732333447004,0.0162433021988502,0.40012254401561,1.44459260999449,0.603669978729703,0.148590754820245,0.352516176783943,0.358223112488278,0.609834152006855,0.292191187440127,0.883536001180767,0.232851728797269,0.0509136995693849,0.0187511447556581,0.0281420688900368,0.0129728641961416,0.462305305407397,0.231872580645881,0.354344728103955,0.0854756521907189,0.140912559075736,0.120495455718593,0.54753685143014,1.28007209693303,0.0383003777362452,0.0511286500172041,0.130310392049302,0.166776206885468,0.766883892133484
"CD7",0.250395665357372,3.40440037388468,3.81107329694378,5.76617145335623,3.41791720465529,1.61813938243309,6.36176541386108,1.3946573875205,0.204470151384823,3.23947024416723,0.580919598122916,7.45897432986811,9.12173809133842,7.55050356773226,8.31846421192508,12.1299138592846,0.33733893325374,0.983503779144173,0.103435109478577,1.77963532122359,3.81159436613584,5.62561720360973,0.0524549832379087,0.197060211165034,10.1722302126025,5.68464897539584,11.4093579159421,9.43466874343392,4.49264604060365
"CD79B",0.0559385554754284,0.010384486720812,0.00739183205464045,0.00272438853022176,0.000730239308034927,0.00241644295155218,0.00246050588657556,0.00315891495096961,0.121295747696505,0.00430189382132763,0.0146765200685142,0.00428147811452469,0.00152093458731903,0.00181958296289176,0.001039196554189,0.000332226509875226,0.00358390770807213,0.00738429553707612,0.00724745503910691,0.00326917183908043,0.000289693269551979,0.00109358783751199,0.134473428715417,0.225467038886357,0.000601604691679419,0.000833828115579557,0.00221415368200833,0.00112998892179774,0.00169788576189923
"CD81",0.242580011127091,0.0302753248460307,0.0837905805045608,0.307026938611945,0.236685174361682,0.0627947932674118,0.1102780238322,0.621036079818607,0.486301538859214,0.420229342893083,0.32927540132043,0.15619065152118,0.147076905201851,0.0579465379410999,0.13512612813675,0.151802875823936,0.813388726970651,0.0841433834597995,0.083861046807453,0.369315408861436,0.53039883126997,0.147149561383324,0.569264288638997,0.946445191045933,0.289391308944957,0.119272775808453,0.422424736349695,0.259547633338758,0.387376877687771
"CD82",0.425950876961459,0.00265872818251556,0.0408800369782786,0.0306916307606726,0.0036330278533017,0.002266334319668,0.0355447793844585,0.334330125386089,0.256798979843695,0.00550012680670757,0.0277143464654266,0.00515347342425376,0.000947361736498307,0.000400631596260514,0.0149667719789828,0.00211597477909708,0.0241205838317245,0.327892092213422,0.0344445371676283,0.00149524573246046,0.0160906071022432,0.154035713733792,0.0030716408440819,0.351553052799926,0.051759905032356,0.0195473938315628,0.00254982480483321,0.00803464946537713,0.0106896479063986
"CD83",0.595156174243227,0,0.00229554443561174,0.00109556817764335,0.000145417006822841,0.00012719289176061,0.000857095890089648,0.0137505135503363,0.0280198806228766,0.000309742209232847,0.00858033221963512,0,0.000555316096177682,0.000311621092101347,0.000229042654883779,0.000682230257485396,0.0383184368962521,0.683869285382786,0.0227072657908822,0.000276297471544853,0.000287199092289206,0.000455446389812603,0.00318687293867707,0.0473746375370189,0.00107982370858499,0.00298122849567571,0.00078058070675318,0.000112318260698806,0.00106728213467092
"CD86",0.981473266369417,0.0376920591879692,0.145663791086979,0.0918590934788456,0.0690654634473989,0.0418331979535466,0.0985883197380427,4.77924078780407,0.442951792790677,0.10810974917843,4.0279438653928,0.0600378612582994,0.0412574342404579,0.0304421580487495,0.0373628683086118,0.0597617124028436,11.1921501895665,5.3453474729822,0.0994503022554957,0.0979534615360561,0.397868692239407,0.0668614380970499,0.184417928145811,0.694720778068217,0.0593703608720357,0.0839221207728096,0.0499024804449548,0.0555266030477906,0.0603322486129673
"CD8A",0.149139693855701,0.210758191083871,0.604069734267355,1.87203334394789,2.74302563584215,0.875073486205826,5.70356553421525,0.6830128745509,0.138802673879484,4.35106566587026,0.623770274312952,1.67360906519637,17.2698397897021,13.6731790973511,0.0674977582161847,23.7189415623827,0.32996607830984,0.397272022471985,0.0710711120037014,14.549461973097,19.2585328622522,0.279139226749105,0.162617006422062,0.108488505042264,0.272913465528743,0.246587000437703,20.8921752341854,5.90823159254975,1.71669640803666
"CD99",0.401989919846387,0.294996141975381,1.21212358790182,3.6504094824295,3.73253129209304,1.7483132813295,3.29900984910643,2.79708419002704,0.488988061527495,3.37707170796474,2.84646690340158,0.6490657854021,0.481021962443963,0.284600674071306,0.551742516248434,0.629050674475116,0.167242345829218,4.92564751727526,0.141584040539965,3.83256298677795,6.83931025931591,5.86531254813337,0.189384568293896,0.167013676672711,1.18054211211156,2.30860439219722,1.38228824345499,4.60560374592146,3.82136868788965
"CLEC12A",0.107528052925995,0.0550843609316244,0.291984660784694,0.288790602747783,0.180946190025505,0.152152912566184,0.128778269419764,11.2369711790531,0.154492496383123,0.252687853539152,12.2732981087704,0.0764720688771929,0.0721144346910931,0.0479497345166593,0.061892814215111,0.142383945323688,13.0826536039553,4.58460843995853,0.0547996213565622,0.176659640726127,0.282850911278645,0.119141487339538,0.222938479032499,0.103201031833005,0.0943502613295874,0.0956555618413301,0.219840908903093,0.131659285308792,0.164862104864592
"CLEC4C",0.0281667859188587,0.00922891933657966,0.0160048029646638,0.0135821163100787,0.0108603969854477,0.00830478107349966,0.0184407202047858,0.0243392513874231,0.0284800322610838,0.00560224809405261,0.024016713625164,0.00974127378334956,0.0190589275091299,0.0298417930093844,0.0130880308218365,0.0217910461593255,0.0128168126143724,1.77636081163607,0.0186803893130927,0.0116737976799469,0.0141431745838039,0.0110075709853823,0.0295846260024702,0.0256650948418992,0.0276684540471983,0.0104837514350676,0.012244879066975,0.0102521159549151,0.00800700955105825
"CR1",6.63753358026344,0.147285432983711,0.121187387023259,0.123133245609819,0.0644143239706651,0.0607023130653501,1.56473023448971,4.61010139956331,7.99435867495631,0.10554822317237,4.84697861031387,0.455687802470499,0.739392925640143,0.219019584403401,0.187764348950463,0.943673951754138,1.25836422749099,0.48303035621699,6.30177662178051,0.0818965988983662,0.159662100122494,0.566568152720062,6.59235403723098,5.52396245771723,0.380716678369921,0.0786568948234066,1.12054686706566,0.793521848171608,0.109780747413077
"CR2",11.1819352727055,0.326033271917171,0.124247418340117,0.147350922955823,0.0824563488208972,0.115973506537939,0.635336861343752,0.142410181505314,14.6920896076472,0.065574118571896,0.0620949651974871,0.99057064811541,1.51928947824502,0.777134157561592,0.530462586599443,2.02184197424353,0.0876688224243616,0.167631090184344,13.4949041791547,0.0751608824583275,0.281046380239881,0.254048711780627,13.1088528259773,7.00316956248119,0.927744107280086,0.111722825760719,1.94486984135842,1.02706700220781,0.0956343832733651
"CTLA4",0.000163101937721269,0.000586149051346443,0,0.00124238354528375,0.000369757170526012,0.000496274678662401,0,0.00206093349691973,0.00212382394916933,0.000834380893840195,0,0.00327540787066017,0.000601512747371842,0.000650681509721749,0.000559844939361789,0.00479404119480859,0.00100673189990422,0.00802325800304989,0.000655896040467347,0.000198032618845572,0.00109258312436363,0.000795690279414268,0,0.000964902569646094,0.00155937396403203,0.0018008464197644,0.00198998704071344,0.000539546966382806,0.0001519703795545
"CX3CR1",0.000349397436898588,0.00107123726707707,0.00183563457119982,0.0887632804411346,0.103610261477936,0.0174174621657822,0.000140746583886522,0.00490768153852368,0.00212115216594931,0.0093647926867163,0,0.000958742993078846,4.11363850100489e-05,0.000585539410201388,0.000226115011067469,0.000707467527665117,0.0687929504841556,0.00248416216693187,9.22508535154563e-05,0.00606858348627091,0.000879400916036933,0.000421069782534848,0,0.00136665083755836,0.000167164673086377,0.00062168480857196,0.00331851294465386,0.000572450735417201,0.00322674039098702
"CXCR3",0.00310069731188013,0.00982176097356065,0.00655856031967318,0.00501689409650282,0.00142859355449253,0.00225699237257694,0.0194173243129234,0.00251853235488113,0.00415716522507904,0.00438547785978476,0.00373197264158502,0.0047849255259552,0.0652355150234574,0.0158351407524206,0.00133521596772347,0.0129106169030915,0.00280986608818561,0.0436291282470634,0.00190446399444719,0.00353731823051765,0.015173492263279,0.00703616658913539,0,0.00253387576147895,0.00178162949654729,0.00478900237212781,0.286876712810775,0.0229700358618241,0.0248575090730956
"CXCR5",0.884711413238264,0.00894148662884315,0.00641316817225865,0.00503858226985938,0.00534338549711033,0.00651373369595925,0.00833994994976309,0.00995572648554093,0.611529216785334,0.00870005515366695,0.0573883978564616,0.00767626942699912,0.00504195726654011,0.00264385231126581,0.00395616487598077,0.00165760107485823,0.0186130285300461,0.02611777292498,0.350421103732635,0.0100337912832529,0.00964158278715162,0.0170567046340421,0.565342266188861,0.351591344204212,0.00355947445530602,0.00550299218920503,0.010150205879398,0.00865314510668194,0.00897495070341366
"DPP4",0.0547602063470175,0.196636764445587,0.0594133618052428,0.0509274554099405,0.00823585794310624,0.00680701961246024,1.7865916950987,0.261757361374876,0.0379325803872792,0.023155085256324,0.089376160699544,0.769244917997774,0.577286939878117,0.379669259431574,1.19735060623629,1.62636364795749,0.0534666559206918,0.443749853779041,0.011806172218342,0.0300562677077699,0.22637796323667,1.04649577163491,0.00749620172088491,0.0531449193156722,1.82356950334447,0.613303209632292,1.75797249612623,0.0757538436248359,1.75289390360687
"ENG",0.0325281579484253,0.00461982869742697,0.0112187063264369,0.00727418345840465,0.00797473751115659,0.00460634677407844,0.0137807591727839,0.784189603379689,0.0261284307719911,0.0155514669465064,0.134640325706603,0.0290566029814104,0.0102700373428966,0.00588816015323242,0.00627065542969238,0.00278433277443873,0.106535167006892,0.00844398517768547,0.0137816744283266,0.0134637500023859,0.011680344635614,0.00950730551996392,0.0762398176912913,0.01875418720578,0.00524369144633776,0.00576162550174058,0.0119750699802908,0.0145433462212635,0.0128989402330695
"ENTPD1",2.53654277176353,0.0465574100835928,0.260886719454806,0.130244256889899,0.0576505813890866,0.0345361013171309,0.104346752881618,3.19822810812406,2.27740586233211,0.0907039964377123,1.73122299095757,0.0456324035066416,0.0350658400294592,0.0279617500208184,0.0281482317974911,0.0528197502767034,1.31093696856394,2.89768521050121,1.97255087831653,0.0742385437159045,0.3106907091658,0.164035171340007,2.28897977957465,0.436242710586803,0.0568668596397512,0.808522849094903,0.0512664046385157,0.0606892114804254,0.0401699954853837
"FAS",0.0927598013832181,0.0297965744533158,0.162153578504283,0.239409767455992,0.135456940318535,0.0444699149456945,0.34240374481408,0.909127563859711,0.176843834386622,0.149882158706597,0.251341157125338,0.0377202758951284,0,0.0186937496336859,0.0608345841409831,0.200578588506183,0.515547547644301,0.720569888419031,0.0261563969755631,0.127496247774991,1.01586759035031,1.15173756197508,0.0203968084001164,0.031997356079427,0.232033918142402,1.29759564426953,0.805413387572874,0.244810371258564,0.370804865480425
"FCER1A",0.00563087924287861,0.00749025226696842,0.00462098939505245,0.00671369063428794,0.00248077700659293,0.00245121883131252,0.00185037348089909,0.138577725315218,0.00616436344498472,0.00646234024270218,0.0762234917261478,0.00531373041363991,0.00324524001722216,0.00241243302723,0.00324567979536848,0.00632646292464882,0.00672048697345089,0.523371002046757,0.00337769366472337,0.00319425028420524,0.00242722817272675,0.00352199108804834,0.00232389786148756,0.00418164166261359,0.00551585600179975,0.00372324164277982,0.0072161049858469,0.00350938028151963,0.00440036058285251
"FCER2",0.0426939448605828,0.00226518588082507,0.00168331813346224,0.00353845298408966,0.00119135254707276,0.00102690883666376,0.00160188158366955,0.0586089245391906,0.0108382241290818,4.47809589172831e-05,0.0139406122453795,1.45157571728428e-05,0.00110569880975229,0.00111862624112099,0.00180588270369721,0.00369128558378283,0.0302866821315957,0.00220673432589663,0.0116815143646278,8.08350210172205e-05,0.000985752118676905,0.00215459064915077,0,0.00522916388273242,0.00405940250437477,0.000980315687422133,0.00304362928063153,0.00145470792428785,0.00277175903654801
"FCGR1A",0.0327366382282076,0.0420595502842642,0.0731302346713116,0.0796804861625992,0.0570285342785401,0.0332847123389695,0.0417653940737464,4.04873496107189,0.0506034407241383,0.0436816189589471,2.23585856959861,0.0328189337233703,0.0386462503087175,0.0276011189646039,0.0353063436824304,0.081067178902919,0.887015279391393,0.0853388979602088,0.0280116985960765,0.0363841036542627,0.0449616503615299,0.0369429121013346,0.0305214411673683,0.0288115495908454,0.0584127293724169,0.0488873764164532,0.107527608111302,0.0383521646930484,0.0327197609184414
"FCGR2A",2.98234957195165,0.00823455058107976,0.0596688807884868,0.0733940771732327,0.0367690279657915,0.0157654641602018,0.0280097299176893,3.71148987226522,2.983672760363,0.0301706496805284,1.76962926801466,0.0132557498381282,0.0135303263667848,0.00799112052261331,0.0107735487741822,0.035598309148692,2.13453910636125,0.263117291046352,1.35972838145344,0.0147894355680393,0.0257085485997645,0.0187214978509722,2.40567426945631,2.92163816038974,0.0229878903088133,0.0243103022825076,0.037196119144391,0.0195317366381936,0.0210809104390908
"FCGR3A",0.0664092897253838,0.0299369542876171,1.72540956862091,10.1178864965839,9.74807601554479,5.90080559198458,0.0607824940954918,3.56568041659009,0.0264167598770729,1.76095080329616,1.69682509353925,0.0232988337016601,0.0308626698079215,0.0202877612265614,0.022682594536596,0.0445180999419594,11.0340331770417,0.0934269275868023,0.020566566340465,0.268585261894492,0.0905172664165217,0.0248538625962298,0.0109106323527098,0.0389933078248677,0.0324803539111472,0.0227382352689544,0.0742709833501757,0.0276190388287908,0.164491128679822
"GGT1",0.0132424347772936,0.0330951686596649,0.0221726648816752,0.0166913237673151,0.00306032344108247,0.00501515275935932,0.27344432960859,0.552151733158016,0.0103932288685234,0.00604647359489826,0.262582769870651,0.0708984613702892,0.0209701672183812,0.00579650808045001,0.219545737702147,0.0609150363916237,0.0993676904983258,0.165507810186079,0.00237194860554094,0.0046567656891465,0.0506730388661412,0.790242658193945,0,0.0106945927203672,0.681336748942206,0.220271498836286,0.0788092683401171,0.00817291851712841,0.0652993960204852
"GP1BB",0.00811785944362085,0.00448282485952642,0.00637985993144566,0.00747885928737037,0.00850983856191569,0.00497242803601042,0.00883562380010425,0.0525026936628875,0.013692887026762,0.0164748036769433,1.0639998716309,0.0123053364408306,0.00810621689118732,0.00581027326639825,0.00441865569014092,0.00448971107826227,0.0892640513499322,0.162967605425985,0.00820272407482199,0.0130988856808817,0.0273578909296764,0.0137674948743194,0.0190865849336036,0.0142050871507953,0.00670344032954528,0.0080942869168275,0.00210581007668088,0.0110719356492104,0.0401284506522502
"Hamster-IgG",0.00893242901287838,0.0061893193091807,0.00707370469056873,0.00362081806069937,0.00343923239301172,0.00494471778566201,0.0045249791309731,0.0181924541944999,0.0109090883824074,0.00374985707274133,0.00480978018723587,0.00122371797754308,0.00316223723971157,0.0059790698499767,0.00556633746922417,0.00414698283672039,0.00659375289145234,0.0168380402100972,0.0203150763758763,0.00465350910130415,0.000876537104508391,0.00344287130518943,0.000646657730080567,0.0108392382926771,0.00142259036568753,0.00431226383535279,0.000923593865758811,0.00155727809206782,0.00366117493808436
"HLA-A",3.39959166919617,0.127469080959262,0.214250747467205,1.0857991288603,0.871003263818649,0.193239094957037,0.817826330917433,2.1391691390191,2.48918709844306,0.524850054948343,1.62360787797488,0.430630392517046,0.816027480475732,0.450655095589806,0.603345762264335,1.85645687990325,2.01489831718444,2.33777319330163,1.11675405152718,0.517160479099584,0.860805753212508,0.903412691409574,1.2471298416198,2.13840205743558,1.31800246601833,0.664241181798287,2.299608587206,0.887757868712697,0.641324186732529
"HLA-DRA",5.52994268998212,0.00841226105082903,0.0522135105195186,0.0538159557059168,0.0387938337550519,0.0139720935016543,0.0331895058794147,2.08503804010061,5.18641857254281,0.0623259006257634,1.74700330391687,0.0314074346759379,0.0230402038005071,0.00961687259138573,0.0153169148760958,0.0262480808891639,2.50869507727571,4.31175869092743,4.71870898232043,0.0656780139454688,0.519907076015804,0.0601158018483268,6.27274391466224,3.80835783265257,0.0314584048077481,0.0614458525319247,0.0298928033304538,0.0265335383797773,0.052490419691896
"HLA-E",0.131281350809526,0.0237910290176142,0.00972881940677212,0.042243221079127,0.0358208180163264,0.00776052165000034,0.0610973475705385,0.406657940154268,0.106148124775542,0.0124684425819656,0.0541013960502121,0.0118598689707351,0.0936986663745171,0.0274292152748986,0.0641985890918529,0.165320096945966,0.417057446917114,0.118882661878781,0.0248313102661849,0.0111092109440437,0.0757803550881378,0.0980043759751457,0,0.075029439996544,0.264050771904636,0.0673187057166867,0.278519035152348,0.0410552082410463,0.0427478320241463
"Human-Ig",1.09537729576014,0.00549783641894352,0.00188011749788497,0.0220874647099309,0.0227279524440063,0.00445160203713322,0.010200854669485,0.145920065324902,1.25242786794813,0.00387323637765723,0.116549357783456,0.00225482695771801,0.00460292994217316,0.0038680337133236,0.00677720351181389,0.0109576473000701,0.163438617368062,0.0311659128933179,0.418080686296885,0.00342901620673797,0.0185172629713373,0.0096070306251965,0.782171136859171,1.82017415511779,0.0215092034784151,0.00908680676102919,0.00178058933033589,0.00386164455970158,0.012155168783151
"ICAM1",3.04035876571705,0.118230709254299,1.72975561992735,0.916075258660759,0.31461223141612,0.232978864763704,0.443146594553233,10.3876304820245,1.18874904764192,0.381400325540069,5.7138902631407,0.0637298540742351,0.0991267225611053,0.075289412083405,0.0688862806315685,0.139378836328893,7.3462059494354,9.92813383088111,0.666580805258216,0.214500274293825,0.43286113178896,0.187182579908312,0.757806940317124,0.90583514601716,0.113742460589726,0.20441351557654,0.271563542343878,0.754067805614567,0.451232156544424
"ICOS",0.0499208159431154,0.336069372678248,0.0109153057453357,0.0757601196975549,0.0164415542284536,0.00426462754465637,0.881792009807529,0.23696770487035,0.0343266397141152,0.030842462650732,0.0378246296078923,1.18666029354702,0.780156310195276,0.319470194488957,1.79306241914997,2.18695412772851,0.0303201990389005,0.0994215243922553,0.0124978259512955,0.0695455855537233,1.42321950662476,3.56116450028167,0.00121383984659643,0.0479677453120988,3.95430912649514,1.72978332723313,1.87487559002406,0.314266422331127,0.200582790081532
"IFNGR1",0.136223708077214,0.0327948063636497,0.0173775275677323,0.0600304428445932,0.0310370178712565,0.00833207718452663,0.0288608454658795,0.745754393517394,0.126493460269915,0.0209367488122178,0.169977177345033,0.0120711198987484,0.014713177797217,0.00932763842809601,0.020429035487593,0.0315944533857138,0.54882154200433,0.129868372531073,0.0417540882576246,0.012503135118391,0.0235718591925865,0.0338922846410796,0.0480309212320706,0.0653855846219111,0.054194891544373,0.0165730953070559,0.0709878960158142,0.0196010560311738,0.067328493809175
"IGHD",7.80659670168196,0.0443264362891265,0.0481724056775373,0.0517195947906932,0.0478495727383444,0.0321735125300951,0.0371426577428751,0.0561288137791442,9.73228670509996,0.0245098528318437,0.00754885220654456,0.0487120515284737,0.0300676682216709,0.0291614065376317,0.0295458197770672,0.03521836243966,0.0430719740359409,0.0165533076050239,6.1697051172232,0.0311886447929823,0.0256589626389532,0.043168237513724,7.68414899283701,7.82979054616699,0.0507496902870273,0.04025859791672,0.0341106088521074,0.0242641030129502,0.0251175854650183
"IGHM",3.05939532048042,0.0121674403879162,0.0129634715728486,0.0206061470396747,0.0155451810093231,0.00832653435502221,0.0158568593476303,0.0709130678601392,3.76448326810176,0.00353483442727772,0.221746204335787,0.0075935162767658,0.0109947004823813,0.00300173156637887,0.00748080996339508,0.00613533552690763,0.105975204305022,0.0314828231739714,0.849118484301709,0.00908735553158412,0.0160793984911269,0.0168495155737451,2.17294664891727,6.14544917065183,0.0132691493150242,0.0102637409179273,0.00410769411715478,0.00417198974092734,0.0225203081105236
"IGKC",1.13945973583059,0.00237528562868228,0.00575603744814956,0.0199975515198666,0.0176398112340127,0.0055015509326982,0.00738843143492393,0.281277621423812,1.39611028723529,0.00395493558452961,0.154080753333892,0.00186675935052273,0.00265134480078944,0.00231098249647503,0.00356151511297722,0.00558233091571708,0.285481126328283,0.0268946812939359,0.455165413296777,0.00309534642536727,0.0108598437646824,0.00625193183399425,0.668155422660039,1.35216369206692,0.00897445900343289,0.00329969961026891,0.00552483954025695,0.00229068163517096,0.010725746976251
