"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"COG8",0.746123906040707,0.298315890048169,0.09,0.087,1,"COG8"
"RBL2",0.746145940923218,-0.306165518205739,0.349,0.435,1,"RBL2"
"MVK",0.74627856731186,-0.887433868185423,0.048,0.087,1,"MVK"
"LMBRD1",0.74636246164216,0.22470804564759,0.286,0.261,1,"LMBRD1"
"PDZD8",0.746693464567448,0.00505936121177419,0.122,0.13,1,"PDZD8"
"ILRUN",0.746694894343528,0.475895971795694,0.185,0.13,1,"ILRUN"
"SLC25A20",0.746920939362792,0.482140149320095,0.122,0.087,1,"SLC25A20"
"UBAC1",0.747098221842901,1.2644009041358,0.09,0.043,1,"UBAC1"
"CCDC14",0.74718552477486,-0.541007914055845,0.079,0.13,1,"CCDC14"
"RNF145",0.747310944332654,0.311884860046002,0.228,0.217,1,"RNF145"
"U2AF1",0.747474492885725,-0.381443773900858,0.238,0.261,1,"U2AF1"
"C2orf68",0.747494711463204,0.168750969603314,0.079,0.087,1,"C2orf68"
"TRAFD1",0.747709728928536,0.607542289966116,0.132,0.087,1,"TRAFD1"
"BLZF1",0.748159897526177,-0.61523692059377,0.09,0.13,1,"BLZF1"
"LY75",0.748400622228604,0.483699532474202,0.079,0.043,1,"LY75"
"CD247",0.748411308044926,-0.151598136467315,0.688,0.783,1,"CD247"
"TRAPPC6A",0.748530124392594,0.615747510101598,0.175,0.13,1,"TRAPPC6A"
"SEPHS2",0.748676007043906,0.0408251931774939,0.185,0.217,1,"SEPHS2"
"STAU2",0.748747793985548,0.424229289798312,0.122,0.087,1,"STAU2"
"PEX3",0.748938454751094,-0.350294159297344,0.106,0.13,1,"PEX3"
"HMGCS1",0.749131095117161,0.566874707213077,0.079,0.043,1,"HMGCS1"
"CBLL1",0.749208310363863,-0.0744349074327169,0.106,0.13,1,"CBLL1"
"IMPA1",0.749366089120916,-0.420171731689131,0.058,0.087,1,"IMPA1"
"WDR59",0.749440532415077,0.659326159569869,0.085,0.043,1,"WDR59"
"ABR",0.749451664884673,0.479786434429637,0.116,0.087,1,"ABR"
"UBXN2A",0.749531623994983,-0.637379113071832,0.09,0.13,1,"UBXN2A"
"TOR2A",0.749603893067963,-0.0954937920829155,0.122,0.13,1,"TOR2A"
"STX10",0.74961284406779,0.0232275945978841,0.143,0.174,1,"STX10"
"CDK7",0.749722100476652,0.716820334198124,0.079,0.043,1,"CDK7"
"SLC20A1",0.749830306720462,-0.402965539932533,0.222,0.304,1,"SLC20A1"
"DPP8",0.749853301551906,0.148015604060648,0.206,0.174,1,"DPP8"
"ABHD3",0.749898582343274,0.486913758192308,0.127,0.087,1,"ABHD3"
"MFSD6",0.749929163707971,0.0606859572094189,0.169,0.174,1,"MFSD6"
"VHL",0.750100660467815,0.0697983106462914,0.132,0.13,1,"VHL"
"CHD2",0.750190276501511,0.0223826476647707,0.407,0.391,1,"CHD2"
"LDB1",0.750449738991132,0.248167344121215,0.143,0.13,1,"LDB1"
"PLPBP",0.750573180581491,0.0976869854898812,0.106,0.13,1,"PLPBP"
"ATP11C",0.750619976657739,0.512399306424012,0.079,0.043,1,"ATP11C"
"FBXO31",0.750902106926507,0.564864014594168,0.085,0.043,1,"FBXO31"
"NTHL1",0.750970561474528,-0.876963434071968,0.048,0.087,1,"NTHL1"
"CNOT6",0.751081086539795,0.285137427522667,0.106,0.087,1,"CNOT6"
"FAM76B",0.751294075807138,0.677012846202751,0.132,0.087,1,"FAM76B"
"SREBF2",0.751328764049487,0.312108371713193,0.132,0.087,1,"SREBF2"
"EEF1B2",0.751501839774648,-0.148732103318396,0.725,0.826,1,"EEF1B2"
"FCMR",0.751531285476286,-0.336171509353426,0.402,0.478,1,"FCMR"
"ZNF337",0.751862091699988,0.929324838837155,0.074,0.043,1,"ZNF337"
"TSC2",0.751899145531281,-0.771051757152551,0.079,0.13,1,"TSC2"
"NDUFB8",0.751975861817425,0.0133440007866334,0.529,0.522,1,"NDUFB8"
"ABCB8",0.752068579910736,0.586347956393089,0.079,0.043,1,"ABCB8"
"BICD1",0.752466208561744,0.337764822180836,0.079,0.043,1,"BICD1"
"TMEM126B",0.752467571350595,-0.0191023496986799,0.143,0.174,1,"TMEM126B"
"KDM6B",0.752540441147802,0.47343239834405,0.106,0.087,1,"KDM6B"
"ATL2",0.752660778329173,0.696957739160475,0.069,0.043,1,"ATL2"
"GNPAT",0.752769275713753,0.0914453982363919,0.175,0.174,1,"GNPAT"
"ITPA",0.75295913033943,0.0332021105587685,0.164,0.174,1,"ITPA"
"PRNP",0.753032249599447,-0.162962375027853,0.159,0.13,1,"PRNP"
"KIAA0586",0.753036067122465,0.100669250556327,0.127,0.13,1,"KIAA0586"
"TFIP11",0.753038812924225,-0.214051579198125,0.138,0.13,1,"TFIP11"
"RBM39",0.753059476289534,-0.173764134434379,0.64,0.739,1,"RBM39"
"LRRC47",0.753137497031835,0.545318075321892,0.079,0.043,1,"LRRC47"
"INPPL1",0.753195733645193,-0.0790973492814089,0.101,0.13,1,"INPPL1"
"USP21",0.753307465183289,-1.00424397020555,0.079,0.13,1,"USP21"
"BORCS7",0.75330942145155,-0.296653716848315,0.175,0.217,1,"BORCS7"
"TMEM208",0.753397848551583,0.292854976384894,0.159,0.13,1,"TMEM208"
"ELOF1",0.753399434559948,0.270853178642588,0.159,0.174,1,"ELOF1"
"GPATCH11",0.753699835946486,-0.462568234864424,0.122,0.174,1,"GPATCH11"
"ZFAS1",0.753708562855714,0.223233175705717,0.593,0.522,1,"ZFAS1"
"LEMD3",0.753753170742508,0.142627333187265,0.132,0.13,1,"LEMD3"
"MRPL11",0.753831876465404,-0.676277146093524,0.111,0.13,1,"MRPL11"
"SETD1B",0.753849897108621,0.232288061776204,0.175,0.174,1,"SETD1B"
"ARHGAP30",0.753940051138445,0.134979634230219,0.36,0.391,1,"ARHGAP30"
"ECI2",0.754097153114773,0.379483807224445,0.138,0.13,1,"ECI2"
"BET1",0.754503972331025,1.06934707254389,0.085,0.043,1,"BET1"
"ZNF276",0.75456631197349,-0.323769919122854,0.196,0.261,1,"ZNF276"
"SMIM29",0.754612049897149,0.14803376681011,0.212,0.174,1,"SMIM29"
"SNX10",0.754804160730753,-0.703799887498685,0.048,0.087,1,"SNX10"
"LRRC59",0.754816457050164,-0.990012498399854,0.079,0.13,1,"LRRC59"
"MGAT5",0.754833798446489,0.582017024276484,0.079,0.043,1,"MGAT5"
"NAA10",0.754856198106495,0.501138494364942,0.185,0.174,1,"NAA10"
"CBWD2",0.754859835206314,1.12323932681191,0.09,0.043,1,"CBWD2"
"AL390728.5",0.754916143622025,0.67467383174352,0.063,0.043,1,"AL390728.5"
"NENF",0.754977696445149,0.209877075980748,0.249,0.217,1,"NENF"
"CBFA2T2",0.755049193566928,-0.689205713834005,0.143,0.174,1,"CBFA2T2"
"GOLGA1",0.75510631822637,-0.257892529349657,0.069,0.087,1,"GOLGA1"
"PRKCI",0.755442874654974,-0.501551527899626,0.058,0.087,1,"PRKCI"
"PTPN23",0.755473239240798,-0.638377440729246,0.048,0.087,1,"PTPN23"
"CYB5A",0.755613468366722,0.79782514162019,0.085,0.043,1,"CYB5A"
"AHCYL1",0.755766617746669,-0.341760427692945,0.079,0.13,1,"AHCYL1"
"PLAC8",0.755775494128403,-0.659027542763897,0.079,0.13,1,"PLAC8"
"EHMT1",0.755857410398367,-0.650253807929158,0.148,0.217,1,"EHMT1"
"CEP350",0.755902615478387,-0.0660109902636243,0.365,0.435,1,"CEP350"
"RBM15",0.756092567791011,0.600700033329118,0.079,0.043,1,"RBM15"
"CYB561D2",0.756141829556411,0.0662336183256503,0.212,0.174,1,"CYB561D2"
"ADAP1",0.756235467517857,-0.633996541533378,0.159,0.217,1,"ADAP1"
"C11orf54",0.756324681717907,-0.732636615966838,0.079,0.13,1,"C11orf54"
"COQ10A",0.756424892217441,0.458370100884648,0.079,0.043,1,"COQ10A"
"IL32",0.756719118039076,0.139171919743734,0.937,0.957,1,"IL32"
"CARF",0.756954176308489,-0.86969184669462,0.063,0.087,1,"CARF"
"CSTF2T",0.757036848980071,0.326260971531281,0.079,0.043,1,"CSTF2T"
"LIME1",0.757214709998386,-0.393533893821001,0.45,0.522,1,"LIME1"
"NXF1",0.757229704973332,-0.237094131491268,0.101,0.13,1,"NXF1"
"BAD",0.75732965645173,0.496410641600519,0.201,0.174,1,"BAD"
"ORC4",0.757376919596058,0.459057986975345,0.132,0.087,1,"ORC4"
"FDX1",0.75739881530877,-0.548465398004261,0.28,0.391,1,"FDX1"
"RGS1",0.757519676130422,-0.22174404854563,0.101,0.087,1,"RGS1"
"PRPF38A",0.757542303047916,0.283617872314797,0.164,0.13,1,"PRPF38A"
"SAR1B",0.757661270771805,-0.583349447421843,0.079,0.13,1,"SAR1B"
"N4BP2",0.757856113663403,-0.714807151051249,0.079,0.13,1,"N4BP2"
"SLC25A53",0.757901699837823,-0.832855558995967,0.079,0.13,1,"SLC25A53"
"TYW3",0.758082028868334,0.527606823318957,0.079,0.043,1,"TYW3"
"TCIRG1",0.758584108570334,0.212360031220202,0.228,0.174,1,"TCIRG1"
"PRKCSH",0.758871308738907,0.278243437532657,0.169,0.13,1,"PRKCSH"
"GDAP2",0.75893661373623,0.695667429652867,0.079,0.043,1,"GDAP2"
"IL10RA",0.759046119055545,-0.23837567310051,0.413,0.478,1,"IL10RA"
"BECN1",0.759381097978506,0.167701886690931,0.175,0.174,1,"BECN1"
"PLEKHO2",0.759592349706624,-0.793021232701841,0.079,0.13,1,"PLEKHO2"
"PTK2B",0.759644507840535,-0.409155081150743,0.296,0.348,1,"PTK2B"
"CDC42",0.760024069387854,-0.160608664177123,0.646,0.652,1,"CDC42"
"ISCA2",0.760282244372235,-0.473212531531463,0.122,0.174,1,"ISCA2"
"PYM1",0.760344123786784,0.335529004946287,0.143,0.13,1,"PYM1"
"SYMPK",0.760372448326502,0.392449467105768,0.106,0.087,1,"SYMPK"
"SNAP23",0.760520759964305,-0.122800042770058,0.153,0.174,1,"SNAP23"
"RPL3",0.760531564749835,-0.100658090536788,1,1,1,"RPL3"
"PIAS4",0.760552087013641,0.554004003749188,0.079,0.043,1,"PIAS4"
"POLRMT",0.760593174735721,0.438154773578557,0.085,0.043,1,"POLRMT"
"CTC1",0.760670297097832,0.446817131280835,0.116,0.087,1,"CTC1"
"HPS6",0.76092079239383,-0.226555787611717,0.101,0.13,1,"HPS6"
"ZNHIT3",0.760929988306646,-0.34871700162666,0.169,0.217,1,"ZNHIT3"
"PPP2R2A",0.761029746574459,0.139604084020636,0.164,0.174,1,"PPP2R2A"
"PSMC6",0.76119532987764,0.320161787961238,0.159,0.13,1,"PSMC6"
"CORO7",0.761314790212896,-0.22414868229775,0.148,0.174,1,"CORO7"
"ZSCAN32",0.761945515431961,-0.583681996450622,0.09,0.13,1,"ZSCAN32"
"RINL",0.761947367308435,1.06045586675225,0.085,0.043,1,"RINL"
"GLUD1",0.762174037522956,0.0929013335621084,0.259,0.217,1,"GLUD1"
"RIOX1",0.762213901247892,-1.00573872757087,0.048,0.087,1,"RIOX1"
"ATP6V0B",0.762328720883609,0.113917109654394,0.429,0.391,1,"ATP6V0B"
"ACSF3",0.762331632992204,0.0165382297567579,0.159,0.174,1,"ACSF3"
"PNPLA6",0.762369399700739,0.761397924676246,0.085,0.043,1,"PNPLA6"
"SGSM3",0.762445156087219,0.94061472122682,0.079,0.043,1,"SGSM3"
"C1QBP",0.762484542340408,0.481961116172382,0.138,0.087,1,"C1QBP"
"PTBP1",0.762698666507783,-0.287740246473873,0.307,0.391,1,"PTBP1"
"GNG2",0.762824623052638,-0.0906176162776928,0.614,0.609,1,"GNG2"
"ATE1",0.762914271769863,0.537397057221336,0.212,0.174,1,"ATE1"
"UFC1",0.763278318410161,0.136239189982053,0.36,0.304,1,"UFC1"
"RAD51C",0.763671138621912,0.562202083434434,0.079,0.043,1,"RAD51C"
"RNGTT",0.763678711234475,-0.308688029855031,0.143,0.13,1,"RNGTT"
"LRRC40",0.763722065377725,0.252441005295403,0.079,0.043,1,"LRRC40"
"ULK3",0.763790054492617,0.297061895456935,0.111,0.087,1,"ULK3"
"FAM149B1",0.763831151686126,-1.212919864137,0.048,0.087,1,"FAM149B1"
"RASGRP2",0.763918383754116,-0.421839178356562,0.185,0.261,1,"RASGRP2"
"RPL8",0.76431519666045,-0.125206648825252,0.974,1,1,"RPL8"
"RFWD3",0.764318945750529,0.514494428660039,0.074,0.043,1,"RFWD3"
"GOLM2",0.764372965892581,0.213332778745531,0.069,0.043,1,"GOLM2"
"ATP5PB",0.764404832600328,0.141035590579866,0.386,0.348,1,"ATP5PB"
"MCFD2",0.764406503155605,0.250713075287035,0.079,0.087,1,"MCFD2"
"DLGAP4",0.765016797062498,-0.472164368719406,0.053,0.087,1,"DLGAP4"
"CC2D1B",0.765391750828311,0.449757250994214,0.079,0.043,1,"CC2D1B"
"COMT",0.765429023628017,0.641250836639748,0.169,0.13,1,"COMT"
"MYSM1",0.765716518967975,-0.453346897503903,0.122,0.174,1,"MYSM1"
"MOAP1",0.76578334071082,-0.410551172040464,0.095,0.13,1,"MOAP1"
"PSMC5",0.76604231365646,-0.0776453424969183,0.344,0.391,1,"PSMC5"
"RPL7L1",0.766094846146005,0.349393609247692,0.153,0.13,1,"RPL7L1"
"SNHG29",0.76663988018934,0.288324906764413,0.608,0.565,1,"SNHG29"
"MAGOH",0.766660765887685,0.208536811967623,0.323,0.261,1,"MAGOH"
"PNN",0.766662485619081,-0.23166292416876,0.28,0.348,1,"PNN"
"BRIX1",0.766787288278299,0.4583030697543,0.111,0.087,1,"BRIX1"
"TBC1D13",0.766795166349605,0.740952116792616,0.079,0.043,1,"TBC1D13"
"VIRMA",0.766860892182696,-0.119547275985106,0.148,0.174,1,"VIRMA"
"LINC01138",0.76706843236202,-0.132458369309157,0.286,0.348,1,"LINC01138"
"NDUFS8",0.767274491900958,-0.251916821551558,0.275,0.348,1,"NDUFS8"
"EFL1",0.7675330271542,0.313287593956542,0.079,0.043,1,"EFL1"
"PRPF39",0.767729115413021,-0.420275650327142,0.09,0.13,1,"PRPF39"
"BTG2",0.767764069443974,-0.0565004892334395,0.296,0.261,1,"BTG2"
"TTC9C",0.767800627270488,-0.747554815649524,0.079,0.13,1,"TTC9C"
"PIP4K2B",0.768133384082841,0.288886130875339,0.079,0.043,1,"PIP4K2B"
"NTPCR",0.768173078379079,0.62233277701054,0.069,0.043,1,"NTPCR"
"DHRSX",0.768199120471144,0.718833594380027,0.079,0.043,1,"DHRSX"
"ARHGAP26",0.768270463989209,0.369277420645861,0.254,0.217,1,"ARHGAP26"
"HDGF",0.768295244086096,-0.482336646274582,0.265,0.348,1,"HDGF"
"ENSG00000287263",0.768431656992155,0.740532190340056,0.074,0.043,1,"ENSG00000287263"
"HNRNPLL",0.768444374958002,0.0931715545893368,0.153,0.174,1,"HNRNPLL"
"MPHOSPH10",0.76844847342891,0.506425149683284,0.079,0.043,1,"MPHOSPH10"
"UXT",0.768460516779766,-0.179180289409505,0.487,0.565,1,"UXT"
"REST",0.768548258294846,0.211035750392064,0.349,0.348,1,"REST"
"FBL",0.768556969214953,0.343345665985296,0.18,0.174,1,"FBL"
"AC139530.1",0.768977209267623,-0.412599441285477,0.058,0.087,1,"AC139530.1"
"PRPSAP2",0.768994854039134,0.0981588724478457,0.122,0.13,1,"PRPSAP2"
"SDE2",0.769067439487575,0.273770760938329,0.111,0.087,1,"SDE2"
"SLC27A3",0.769117631730432,0.372915415034863,0.079,0.043,1,"SLC27A3"
"AVL9",0.769119159306101,0.300866400417892,0.116,0.087,1,"AVL9"
"NDUFC1",0.769329038925252,-0.321635793598428,0.296,0.304,1,"NDUFC1"
"MFN2",0.769354252214656,-0.798460187386664,0.053,0.087,1,"MFN2"
"PIP4K2A",0.769549072781747,-0.0292222673576255,0.481,0.478,1,"PIP4K2A"
"KLRD1",0.769602653834041,0.247736094331823,0.709,0.696,1,"KLRD1"
"UBLCP1",0.769642747774997,0.243186591082287,0.164,0.174,1,"UBLCP1"
"MSH3",0.769778557633775,-0.438285260588211,0.09,0.13,1,"MSH3"
"NCAPH2",0.770188549987392,-0.243858300728869,0.101,0.13,1,"NCAPH2"
"LMF1",0.770334868749831,-1.00552860177139,0.048,0.087,1,"LMF1"
"TRIT1",0.770759745090896,-0.741411993172679,0.048,0.087,1,"TRIT1"
"CTU1",0.770844094604766,-0.927857209065744,0.048,0.087,1,"CTU1"
"PNKP",0.770846467962098,-0.247535458014556,0.101,0.13,1,"PNKP"
"HMCES",0.770871378206561,0.31841044908029,0.127,0.087,1,"HMCES"
"MAPK8IP3",0.77087639686764,-0.224522305018952,0.143,0.174,1,"MAPK8IP3"
"TOB1",0.770996757390323,0.218130061349444,0.164,0.13,1,"TOB1"
"MRTFB",0.771039964380596,-0.635066416169282,0.048,0.087,1,"MRTFB"
"ZDHHC20",0.771045891293195,-0.12872077886704,0.159,0.174,1,"ZDHHC20"
"EEF1AKNMT",0.771056619795527,0.91409250678091,0.09,0.043,1,"EEF1AKNMT"
"COMMD9",0.77114299871998,0.512728207978022,0.069,0.043,1,"COMMD9"
"FBXO38",0.771208661348562,-0.578194253306714,0.058,0.087,1,"FBXO38"
"MAPKBP1",0.771258904858319,-0.695497161167952,0.048,0.087,1,"MAPKBP1"
"RPS9",0.771266745369277,-0.106218901020157,0.974,1,1,"RPS9"
"POLG",0.771314167941102,0.017201278129084,0.127,0.13,1,"POLG"
"CASP8AP2",0.7715044528333,0.505917507903253,0.164,0.13,1,"CASP8AP2"
"PCNA",0.771577246361992,0.62072802390135,0.069,0.043,1,"PCNA"
"WDPCP",0.771802936563085,-0.860113414612686,0.048,0.087,1,"WDPCP"
"STAU1",0.771820289711909,-0.461828324261357,0.233,0.304,1,"STAU1"
"GCFC2",0.77206877273667,-0.472481545969151,0.058,0.087,1,"GCFC2"
"ERCC6",0.772155701585561,1.13783532308331,0.085,0.043,1,"ERCC6"
"ING3",0.772222861753792,-0.204203914730649,0.085,0.13,1,"ING3"
"SACM1L",0.772225669908771,-0.380750575189752,0.196,0.217,1,"SACM1L"
"ATM",0.77228574791741,-0.117397404785837,0.381,0.391,1,"ATM"
"ACOX3",0.772301100747154,0.863926253752056,0.069,0.043,1,"ACOX3"
"BRD3",0.772346342415761,0.492461588029359,0.138,0.087,1,"BRD3"
"TAB2",0.772456328448701,-0.615682644279913,0.185,0.261,1,"TAB2"
"ORAI1",0.772477471514141,-0.0126261050954397,0.45,0.522,1,"ORAI1"
"CTDP1",0.772482597234735,0.820685454561201,0.079,0.043,1,"CTDP1"
"PFN1",0.772521164566354,-0.0679589282762789,0.979,1,1,"PFN1"
"HDDC2",0.772601296044227,0.00343690881481845,0.212,0.217,1,"HDDC2"
"MRPL12",0.772645081432092,0.5041038270111,0.085,0.043,1,"MRPL12"
"SNAPIN",0.77297079234686,-0.00483191655748749,0.19,0.217,1,"SNAPIN"
"R3HDM4",0.772995819681858,-0.0843847783183948,0.249,0.304,1,"R3HDM4"
"ABCB1",0.773037030083961,0.768616575974074,0.079,0.043,1,"ABCB1"
"SPNS3",0.773061705962296,-0.943377703676347,0.048,0.087,1,"SPNS3"
"CTSA",0.773077611048551,0.629315075883318,0.085,0.043,1,"CTSA"
"TSPYL4",0.773483783650175,-0.852575395007096,0.079,0.13,1,"TSPYL4"
"SSB",0.773543220925159,-0.0271052113380766,0.27,0.304,1,"SSB"
"GIGYF2",0.773647826727019,-0.40126998156618,0.159,0.174,1,"GIGYF2"
"YIPF4",0.773710733812973,0.290066602159393,0.148,0.13,1,"YIPF4"
"WAC",0.773819956334829,0.189536876287891,0.36,0.304,1,"WAC"
"DCAF15",0.773920441932114,-0.435473137772728,0.196,0.261,1,"DCAF15"
"LSM1",0.773960562827236,0.471090579991403,0.217,0.174,1,"LSM1"
"CD3G",0.774055309265468,0.286872829133739,0.894,0.913,1,"CD3G"
"PEX26",0.774261742025842,-0.518326419499483,0.048,0.087,1,"PEX26"
"PDZD11",0.774437761791304,0.516345366235642,0.079,0.043,1,"PDZD11"
"HIGD2A",0.774487135284271,-0.255538466628493,0.556,0.565,1,"HIGD2A"
"RBM10",0.774562977242401,0.415141381418781,0.116,0.087,1,"RBM10"
"STAT6",0.774572803186531,0.48769973370904,0.169,0.13,1,"STAT6"
"TMEM267",0.774826008863623,-1.12122145526688,0.048,0.087,1,"TMEM267"
"SKP1",0.775091453460044,-0.282281551644924,0.651,0.739,1,"SKP1"
"KLF13",0.775161625594203,0.0738473148439709,0.63,0.652,1,"KLF13"
"TRAF7",0.775427830592984,0.511284620608703,0.079,0.043,1,"TRAF7"
"RBBP5",0.775554612625622,0.348948511519681,0.116,0.087,1,"RBBP5"
"TBL3",0.775576699023053,-0.496482353210973,0.095,0.13,1,"TBL3"
"SMPD1",0.775664991191375,0.624162929221789,0.116,0.087,1,"SMPD1"
"CD70",0.775745640534756,-0.324722397186824,0.069,0.087,1,"CD70"
"LINC01278",0.775834411877076,-0.397740558774328,0.101,0.13,1,"LINC01278"
"RBIS",0.775880762111964,-0.408568398877638,0.365,0.478,1,"RBIS"
"SIRT7",0.776076116402781,-0.346579041959283,0.196,0.217,1,"SIRT7"
"TEX261",0.77615254632559,-0.534888907092854,0.058,0.087,1,"TEX261"
"MCCC1",0.776234817531302,-0.770426667284113,0.053,0.087,1,"MCCC1"
"LINC02384",0.776351738272429,-0.509744698881861,0.095,0.13,1,"LINC02384"
"RFX1",0.776549966251129,-0.107569453298431,0.079,0.087,1,"RFX1"
"DENND10",0.776782296055295,0.287076041273626,0.106,0.087,1,"DENND10"
"TUBGCP2",0.777174800518603,-0.327921172433031,0.132,0.13,1,"TUBGCP2"
"ATG16L1",0.777261441367732,0.380507134437961,0.127,0.087,1,"ATG16L1"
"PTPN9",0.777385410694073,-0.717780184342486,0.053,0.087,1,"PTPN9"
"ATP6V1E2",0.777418235773045,-0.871141481961824,0.048,0.087,1,"ATP6V1E2"
"NDUFB5",0.777507482642229,0.0406373380146133,0.254,0.261,1,"NDUFB5"
"FPGS",0.777565595795719,-0.207116458493681,0.101,0.13,1,"FPGS"
"RNASEH2B",0.777680930479128,-0.0284621796756797,0.296,0.261,1,"RNASEH2B"
"GMFB",0.777910848616487,-0.73972269184502,0.085,0.13,1,"GMFB"
"ITFG2",0.777994691408996,-0.696603539345868,0.106,0.13,1,"ITFG2"
"SSX2IP",0.778006189766874,0.379436086504837,0.063,0.043,1,"SSX2IP"
"PSMD5",0.77803953334452,0.437293408846648,0.079,0.043,1,"PSMD5"
"HSD17B7",0.778126062832127,-0.0902359712980401,0.159,0.174,1,"HSD17B7"
"CTBS",0.778269339718975,-0.803614462915306,0.079,0.13,1,"CTBS"
"RBM48",0.778334669130312,0.532900525392374,0.127,0.087,1,"RBM48"
"GTF2I",0.778461575741968,-0.306696311007957,0.259,0.348,1,"GTF2I"
"E2F4",0.778480217030748,-0.0362548390077142,0.185,0.217,1,"E2F4"
"DCUN1D5",0.778564788248652,0.349871412435405,0.111,0.087,1,"DCUN1D5"
"TRA2A",0.778598961202546,0.438722785065978,0.36,0.304,1,"TRA2A"
"B3GALT4",0.778827298199228,-0.361881799762226,0.09,0.13,1,"B3GALT4"
"MFN1",0.77905808646956,0.543859064335479,0.074,0.043,1,"MFN1"
"TRMT2A",0.779079810980795,1.06554474712971,0.079,0.043,1,"TRMT2A"
"TMEM115",0.779182070115654,-0.575503390186458,0.079,0.13,1,"TMEM115"
"MSC",0.779499815315397,0.307117233419296,0.116,0.087,1,"MSC"
"WDR43",0.779635332460848,-0.22895339310039,0.069,0.087,1,"WDR43"
"CREB1",0.779843329822556,-0.299130469438766,0.275,0.348,1,"CREB1"
"AC025159.1",0.779957558553761,1.03072147402337,0.085,0.043,1,"AC025159.1"
"GNL3L",0.780083436918027,-1.10484484083618,0.048,0.087,1,"GNL3L"
"GTF2H4",0.780113606367768,-1.12582999570084,0.048,0.087,1,"GTF2H4"
"DHX38",0.780206625038521,0.813845458091405,0.122,0.087,1,"DHX38"
"SYS1",0.780390451907563,0.660583702373767,0.079,0.043,1,"SYS1"
"MIS18BP1",0.780494326033488,-0.461315339812613,0.259,0.348,1,"MIS18BP1"
"EIF3A",0.78083629588949,0.0655596824260622,0.354,0.304,1,"EIF3A"
"PTPN4",0.780893809909668,0.0409902854311467,0.476,0.522,1,"PTPN4"
"BTBD1",0.780929093543245,-0.0830555658567386,0.148,0.13,1,"BTBD1"
"CMPK1",0.780977184576162,-0.423628930223204,0.354,0.435,1,"CMPK1"
"PI4KB",0.780990353614323,-0.630143580880814,0.09,0.13,1,"PI4KB"
"SPG7",0.781069003162949,-0.292602697710401,0.169,0.217,1,"SPG7"
"FAM89B",0.781331524614052,-0.522060578519525,0.169,0.217,1,"FAM89B"
"UBR4",0.781357403045712,-0.377540751283683,0.201,0.261,1,"UBR4"
"QDPR",0.781366940858756,-1.100918866559,0.048,0.087,1,"QDPR"
"RPS10",0.781378343505169,-0.818870778307029,0.497,0.609,1,"RPS10"
"RYK",0.781409061026113,-0.11601787014738,0.19,0.217,1,"RYK"
"HDAC7",0.781452437647135,0.348881845688181,0.122,0.087,1,"HDAC7"
"TNFSF9",0.78163752064826,0.0904034005423675,0.085,0.087,1,"TNFSF9"
"INPP5K",0.781642864844644,0.169340631886048,0.18,0.174,1,"INPP5K"
"NUB1",0.781733101375107,-0.33018243681517,0.349,0.435,1,"NUB1"
"RAB29",0.781776271347869,0.129761445779005,0.259,0.217,1,"RAB29"
"EIF4A2",0.78189528825768,-0.301130106437857,0.487,0.565,1,"EIF4A2"
"MCM9",0.781933458525976,0.150811622076737,0.111,0.087,1,"MCM9"
"MTM1",0.781940476633889,-1.03489657576532,0.048,0.087,1,"MTM1"
"SFT2D2",0.782134328631274,0.177047887915694,0.148,0.13,1,"SFT2D2"
"MAP3K4",0.782350346971846,-0.570769871507883,0.116,0.174,1,"MAP3K4"
"PRADC1",0.782352886015927,-1.11361062623769,0.048,0.087,1,"PRADC1"
"EXOG",0.782372769101462,-0.148211217652758,0.143,0.13,1,"EXOG"
"APOBEC3H",0.782398144170899,-0.695841905683579,0.053,0.087,1,"APOBEC3H"
"THEMIS2",0.782483554148786,-0.230410916784626,0.169,0.217,1,"THEMIS2"
"NAT9",0.782604746640935,-0.680409313386372,0.058,0.087,1,"NAT9"
"TTC33",0.782626746118234,-0.680471398604264,0.085,0.13,1,"TTC33"
"TNFAIP3",0.782653807517969,-0.218169965999336,0.878,0.913,1,"TNFAIP3"
"DCAF11",0.782729235762157,0.126116031236674,0.196,0.174,1,"DCAF11"
"SLTM",0.782771081971874,0.117848274285367,0.386,0.391,1,"SLTM"
"IFNAR1",0.782906526440256,0.394036775822083,0.196,0.174,1,"IFNAR1"
"CD2AP",0.783060212862832,-0.664279775111361,0.09,0.13,1,"CD2AP"
"UCK1",0.783072811792059,-1.094825999166,0.048,0.087,1,"UCK1"
"OST4",0.783105258385405,-0.113412108142443,0.714,0.783,1,"OST4"
"VPS26A",0.783500312694843,-0.565567551299707,0.19,0.261,1,"VPS26A"
"BUD31",0.783581099115707,-0.0825186775199677,0.317,0.348,1,"BUD31"
"NSUN6",0.783690947649477,-1.10975755904092,0.048,0.087,1,"NSUN6"
"METTL26",0.783715470445634,-0.234795326162812,0.28,0.304,1,"METTL26"
"EXOSC7",0.7838357651089,0.386121653226551,0.079,0.043,1,"EXOSC7"
"RPS18",0.784056675700285,-0.105370388172581,1,1,1,"RPS18"
"NAA16",0.784060834147547,-0.80123181002962,0.122,0.174,1,"NAA16"
"ATP5MPL",0.784199312259092,0.445391400286437,0.354,0.304,1,"ATP5MPL"
"LAGE3",0.784489867625259,0.41472647814559,0.153,0.13,1,"LAGE3"
